name,price,href,size,color,rpm,airflow,noise_level,pwm
ID-COOLING XF-12025-SD-K,,https://pcpartpicker.com/product/MHC48d/id-cooling-xf-12025-sd-k-682-cfm-120-mm-fan-xf-12025-sd-k,120,Black,"800,1500",68.2,"13.8,30.5",true
Thermaltake TOUGHFAN,19.98,https://pcpartpicker.com/product/LkZ9TW/thermaltake-toughfan-5835-cfm-120-mm-fan-cl-f117-pl12tq-a,120,Turquoise,"500,2000",58.35,22.3,true
ARCTIC P PST 3-Pack,,https://pcpartpicker.com/product/CNKKHx/arctic-p-pst-689-cfm-140-mm-fans-3-pack-acfan00256a,140,Black / Transparent,,68.9,"0,68.9",true
Rosewill ROCF-22001 5-Pack,,https://pcpartpicker.com/product/YgYmP6/rosewill-rocf-22001-321-cfm-120-mm-fans-5-pack-rocf-22001,120,Black,1200,32.1,23.5,false
SHARKOON Rebel F50,,https://pcpartpicker.com/product/GRXV3C/sharkoon-rebel-f50-7765-cfm-120-mm-fan-4044951040162,120,White,"600,2000",77.65,35,true
Silverstone FN,11.99,https://pcpartpicker.com/product/nkphP6/silverstone-case-fan-fn121pbl,120,Clear,1200,58.47,25.15,false
Evercool EC4020SH12BP,6.98,https://pcpartpicker.com/product/LR7wrH/evercool-ec4020sh12bp-40-mm-fan-ec4020sh12bp,40,Black,"3000,9000",,32,false
Fractal Design Dynamic X2 GP,23.62,https://pcpartpicker.com/product/Y7L7YJ/fractal-design-x2-gp-12-white-523-cfm-120mm-fan-fd-fan-dyn-x2-gp12-wt,120,White / Black,1200,52.3,19.4,false
Apevia C 5-Pack,27.95,https://pcpartpicker.com/product/NzNv6h/apevia-512l-crd-577-cfm-120mm-fans-512l-crd,120,Black / Red,1500,57.67,24.7,false
ENDORFY Fluctus,22.8,https://pcpartpicker.com/product/nF7scf/endorfy-fluctus-120-mm-fan-ey4a002,120,Black,"250,1800",,,true
Thermaltake Thunderblade,8.99,https://pcpartpicker.com/product/kMjG3C/thermaltake-case-fan-af0027,120,Black / Orange,1500,66.55,"19,33.5",false
Scythe Kaze Flex Slim,20.05,https://pcpartpicker.com/product/YTLwrH/scythe-kaze-flex-slim-3386-cfm-120-mm-fan-kf1215fd12-p,120,Gray / Black,"300,1200","8.28,33.86","2.7,23.9",true
Thermaltake SWAFAN GT14,37.61,https://pcpartpicker.com/product/FKKscf/thermaltake-swafan-gt14-5817-cfm-140-mm-fan-cl-f157-pl14bl-a,140,Black,"500,2000","54.71,58.17","26.5,29.8",true
Silverstone FHP,25.99,https://pcpartpicker.com/product/WBZ2FT/silverstone-case-fan-sstfhp141,140,Black,"500,2000","42.8,171","13.4,43.5",true
Cooler Master MasterFan Pro Air Pressure,22.99,https://pcpartpicker.com/product/r8Gj4D/cooler-master-masterfan-pro-140-air-pressure-rgb-462-cfm-140-mm-fan-mfy-p4dn-15npc-r1,140,Black,"650,1550",46.2,"6,20",true
Thermaltake Riing Plus TT Premium Edition,24.46,https://pcpartpicker.com/product/b9s8TW/thermaltake-riing-plus-12-rgb-tt-premium-edition-14-cfm-120-mm-fan-cl-f059-pl12sw-a,120,Black,"500,1400","5,14",24.7,true
Apevia C 3-Pack,17.95,https://pcpartpicker.com/product/np8j4D/apevia-312l-crd-577-cfm-120mm-fans-312l-crd,120,Black / Red,1500,57.67,24.7,false
Scythe Kaze Flex,13.95,https://pcpartpicker.com/product/bGTp99/scythe-kaze-flex-4888-cfm-92-mm-fan-kf9225fd23p,92,Black,"300,2300","6.75,48.88","7.3,28.83",true
Scythe Kaze Flex Slim RGB,15.95,https://pcpartpicker.com/product/js4Ycf/scythe-kaze-flex-slim-rgb-413-cfm-92-mm-fan-kf9215fd25r-p,92,Black,"300,2500","4.96,41.3","1.8,23.2",true
Xilence XPF92.R.PWM,12.56,https://pcpartpicker.com/product/FVNYcf/xilence-xpf92rpwm-321-cfm-92-mm-fan-xf041,92,Red / Black,"900,1800",32.1,22,true
ENDORFY Fluctus,21.63,https://pcpartpicker.com/product/NT26Mp/endorfy-fluctus-140-mm-fan-ey4a003,140,Black,"250,1800",,,true
Noctua B9 PWM,,https://pcpartpicker.com/product/DD9KHx/noctua-nf-b9-pwm-3785-cfm-92-mm-fan-nf-b9-pwm,92,Brown,"300,1600","30.96,37.85","13.1,17.6",false
Aerocool Silent Master,18.98,https://pcpartpicker.com/product/pqjG3C/aerocool-case-fan-silentmaster200r,200,Red,800,76,18,false
SilenX Effizio,19.5,https://pcpartpicker.com/product/fsDwrH/silenx-efx-08-12-25-cfm-80-mm-fan-efx-08-12,80,Yellow,1400,25,12,false
StarTech FAN8X25TX3L,6.83,https://pcpartpicker.com/product/HXDwrH/startech-fan8x25tx3l-266-cfm-80-mm-fan-fan8x25tx3l,80,Black,2000,26.6,27,false
Gelid Solutions Silent,,https://pcpartpicker.com/product/XTGkcf/gelid-solutions-case-fan-fnpx1412,140,Black,"750,1200",74.5,"12,25.1",true
MagniumGear Skiron,,https://pcpartpicker.com/product/gRbCmG/metallic-gear-skiron-120-50-cfm-fan-mg-f120p_bbk,120,Black,1500,50,29,true
Iceberg Thermal IceGALE,9,https://pcpartpicker.com/product/bRH7YJ/iceberg-thermal-icegale-96-cfm-140-mm-fan-icegale14-c0a,140,Black / White,"500,1600",96,"0,36",true
Thermaltake TOUGHFAN,19.75,https://pcpartpicker.com/product/Ms2WGX/thermaltake-toughfan-5835-cfm-120-mm-fan-cl-f117-pl12rg-a,120,Green,"500,2000",58.35,22.3,true
Fractal Design Silent R3,,https://pcpartpicker.com/product/TCbkcf/fractal-design-silent-r3-36-cfm-40-mm-fan-fd-fan-ssr3-40-wt,40,Black / White,4000,3.6,20,false
Alphacool Apex Stealth Metal,27.05,https://pcpartpicker.com/product/2YtLrH/alphacool-apex-stealth-metal-47-cfm-120-mm-fan-13819,120,Black,"400,2000",47,24.6,true
BitFenix Spectre Pro,,https://pcpartpicker.com/product/TsDwrH/bitfenix-spectre-pro-15627-cfm-230-mm-fan-bff-spro-23030ww-rp,230,White,900,156.27,25.6,false
Cougar Turbine,,https://pcpartpicker.com/product/6G9KHx/cougar-turbine-120-4-pack-604-cfm-120-mm-fan-cft12sb4,120,Black,1200,60.4,17.7,false
Vantec Stealth,6.15,https://pcpartpicker.com/product/Ptzv6h/vantec-sf8025l-27-cfm-80-mm-fan-sf8025l,80,Black,2050,27,21,false
Thermaltake Blue-Eye,,https://pcpartpicker.com/product/QrNp99/thermaltake-case-fan-af0026,120,Clear,"1300,2500",97.5,"24.6,38.79",false
NZXT FX,,https://pcpartpicker.com/product/ztzv6h/nzxt-fx-140lb-983-cfm-140-mm-fan-fx-140lb,140,White,2000,"49.1,98.3","22.1,37",false
Scythe Gentle Typhoon,,https://pcpartpicker.com/product/V3Lypg/scythe-gentle-typhoon-5003-cfm-120-mm-fan-d1225c12b4ap-14,120,Gray,1450,50.03,21,false
Aerocool Shark,,https://pcpartpicker.com/product/gR7wrH/aerocool-shark-826-cfm-120-mm-fan-shark-120mm-black-edition,120,Black,"800,1500","32.5,82.6","12.6,26.5",false
BitFenix Spectre,,https://pcpartpicker.com/product/VYvRsY/bitfenix-case-fan-bffblfp14025grp,140,Translucent Black,1800,56.1,24.2,true
Cooler Master R4-S4S-10AK-GP,,https://pcpartpicker.com/product/ZBkD4D/cooler-master-r4-s4s-10ak-gp-609-cfm-140-mm-fan-r4-s4s-10ak-gp,140,Black,1000,60.9,16,false
Thermaltake Thunderblade,,https://pcpartpicker.com/product/qjdqqs/thermaltake-case-fan-af0032,120,Clear,1800,70.2,31.7,false
Apevia CF14S-BK,,https://pcpartpicker.com/product/WtPfrH/apevia-case-fan-cf14sbk,140,Black,1200,59.6,29.4,false
Akasa Viper,,https://pcpartpicker.com/product/CQXfrH/akasa-case-fan-akfn073,140,Black / Yellow,"600,1600",109.55,"7,21.7",true
Titan TFD-9515M12ZP,,https://pcpartpicker.com/product/QZsKHx/titan-tfd-9515m12zp-5295-cfm-95-mm-fan-tfd-9515m12zp,95,Black / White,"150,1500",52.95,"5,28.6",true
Aerocool DS,,https://pcpartpicker.com/product/cr2kcf/aerocool-case-fan-ds120mmred,120,Black / Red,"1100,1500","62.5,81.5","14.8,23.1",false
Corsair SP140 2-Pack,,https://pcpartpicker.com/product/QwMFf7/corsair-case-fan-co9050038ww,140,Black / Purple,1440,49.49,29.3,false
Zalman F1,,https://pcpartpicker.com/product/DQjG3C/zalman-case-fan-f1fdbsf,80,Black / Clear,2000,,"20,23",false
Phanteks F200SP,,https://pcpartpicker.com/product/qPx9TW/phanteks-case-fan-phf200spbk,200,Black / White,850,110.1,25,false
ARCTIC F Silent,,https://pcpartpicker.com/product/CGqbt6/arctic-cooling-case-fan-f12silent,120,White / Black,800,37,,false
ARCTIC F Silent,,https://pcpartpicker.com/product/wRTrxr/arctic-cooling-case-fan-f9silent,92,White / Black,1000,21.2,,false
EK Furious Vardar FF4,,https://pcpartpicker.com/product/2H2rxr/ek-case-fan-3831109867594,140,Black,2500,144,48.4,true
Cooler Master MasterFan Pro Air Flow,,https://pcpartpicker.com/product/QTtWGX/cooler-master-masterfan-pro-140-air-flow-1060-cfm-140mm-fan-mfy-f4nn-08nmk-r1,140,Black,"650,1600","53,106","6,36",true
Rosewill RWCB-1612,,https://pcpartpicker.com/product/fpwqqs/rosewill-rwcb-1612-631-cfm-120mm-fan-rwcb-1612,120,Black / Blue,"500,1500",63.1,"6.9,26.2",true
Cooler Master MasterFan Pro Air Balance 3-Pack,,https://pcpartpicker.com/product/wxyxFT/cooler-master-masterfan-pro-120-air-balance-rgb-427-cfm-120-mm-fans-3-pack-mfy-b2dc-133pc-r1,120,Black,1300,42.7,20,true
Cooler Master MasterFan Pro Air Flow 3-Pack,,https://pcpartpicker.com/product/3wndnQ/cooler-master-masterfan-pro-140-air-flow-rgb-53-cfm-140-mm-fans-3-pack-mfy-f4dc-083pc-r1,140,Black,"500,800",53,"6,20",true
Fractal Design Dynamic X2,,https://pcpartpicker.com/product/pj7v6h/fractal-design-fd-fan-dyn-x2-gp14-wto-684-cfm-140mm-fan-fd-fan-dyn-x2-gp14-wto,140,White,1000,68.4,18.9,false
Corsair AF140 (2018),41.81,https://pcpartpicker.com/product/J2smP6/corsair-af140-led-2018-red-62-cfm-140mm-fan-co-9050086-ww,140,Black / White,1150,62,26,false
Corsair AF140L,,https://pcpartpicker.com/product/CgXYcf/corsair-co-8950007-6743-cfm-140-mm-fan-co-8950007,140,Black / Gray,1000,67.43,,false
Apevia FrostBlade 4-Pack,,https://pcpartpicker.com/product/2Z448d/apevia-fr412l-rgb-frostblade-5767-cfm-120-mm-fans-4-pack-fr412l-rgb,120,Black,1350,57.67,24.7,false
Fractal Design Venturi,32.24,https://pcpartpicker.com/product/nyBTwP/fractal-design-fd-fan-vent-hf12-wt-834-cfm-120-mm-fan-fd-fan-vent-hf12-wt,120,White / Black,"1100,1400","65.8,83.4","19,25.3",false
MagniumGear Skiron,,https://pcpartpicker.com/product/k7pmP6/metallic-gear-skiron-rgb-120-50-cfm-120-mm-fan-mg-f120prgb_bk,120,Black / White,1500,50,29,true
SilentiumPC Zephyr 140,,https://pcpartpicker.com/product/VfCFf7/silentiumpc-zephyr-140-47-cfm-140-mm-fan-spc018,140,Black,600,47,8.9,false
GameMax Velocity ARGB,,https://pcpartpicker.com/product/KNwkcf/gamemax-948-cfm-120-mm-fan-dual-argb-kab-01a,120,Black,1500,94.8,23.8,false
RAIJINTEK IRIS 12 RBW ADD-3 3-Pack,,https://pcpartpicker.com/product/vqzFf7/raijintek-iris-12-rbw-add-3-358-cfm-120-mm-fans-3-pack-0r40b00112,120,White / Black,"400,1800",35.8,28,true
GAMDIAS AEOLus M1,,https://pcpartpicker.com/product/Q47p99/gamdias-aeolus-m1-452-cfm-120-mm-fan-aeolus-m1-1201,120,Black,1500,45.2,31,false
ADATA Vento,,https://pcpartpicker.com/product/Mg3gXL/adata-vento-453-cfm-120-mm-fan-75260102,120,Black,1200,45.3,23,false
Vetroo ARGB120,,https://pcpartpicker.com/product/6fWzK8/vetroo-argb120-481-cfm-120-mm-fan-vt-fan-argb120-wt,120,White,1300,48.1,,true
ADATA Vento 3-Pack,,https://pcpartpicker.com/product/yz4Ycf/adata-vento-453-cfm-120-mm-fans-3-pack-vento120argb-bkcww-qty3,120,Black / White,1200,45.3,23,false
ID-COOLING ZF-12025-ARGB-TRIO-SNOW 3-Pack,,https://pcpartpicker.com/product/YG92FT/id-cooling-zf-12025-argb-trio-snow-505-cfm-120-mm-fans-3-pack-zf-12025-argb-trio-snow,120,White,"500,1600",50.5,"16.3,28.5",true
Thermalright TL-RS12 ARGB,,https://pcpartpicker.com/product/v46p99/thermalright-tl-rs12-argb-6525-cfm-120-mm-fan-tl-rs12-argb,120,Black / Gray,"400,1500","21.76,65.25","15,23",true
Gelid Solutions Silent 12,,https://pcpartpicker.com/product/qw3NnQ/gelid-solutions-silent-12-403-cfm-120-mm-fan-fn-px12-11,120,Black,1000,40.3,20.2,false
Thermalright TL-B-S,,https://pcpartpicker.com/product/W8vD4D/thermalright-tl-b-s-69-cfm-120-mm-fan-tl-b12w-s,120,White,2150,69,28.1,true
ADATA XPG HURRICANE,,https://pcpartpicker.com/product/svfxFT/adata-xpg-hurricane-615-cfm-120-mm-fan-75261025,120,Black / White,"600,2000",61.5,18.17,true
ID-COOLING TF-12015,,https://pcpartpicker.com/product/vxKscf/id-cooling-tf-12015-6758-cfm-120-mm-fan-tf-12015-w,120,White,"500,2200",67.58,32.3,true
Thermaltake CT120 EX ARGB Sync 3-Pack,59.99,https://pcpartpicker.com/product/PptLrH/thermaltake-ct120-ex-argb-sync-68-cfm-120-mm-fans-3-pack-cl-f196-pl12mg-a,120,Green,"500,2000",68,28.5,true
Iceberg Thermal IceGALE,9,https://pcpartpicker.com/product/rq7G3C/iceberg-thermal-icegale-96-cfm-140-mm-fan-icegale14-a0a,140,Teal / White,"500,1600",96,"0,36",true
Aerocool Shark,,https://pcpartpicker.com/product/JsDwrH/aerocool-case-fan-shark140mmred,140,Red,"800,1500","50,96.5","14.5,29.6",false
Valkyrie V12,24.99,https://pcpartpicker.com/product/yDYRsY/valkyrie-v12-75-cfm-120-mm-fan-vk-fanv12fw,120,White,"700,1850",75,34,true
Fractal Design Dynamic X2,24.18,https://pcpartpicker.com/product/HffhP6/fractal-design-fd-fan-dyn-x2-gp12-wto-523-cfm-120mm-fan-fd-fan-dyn-x2-gp12-wto,120,White,1200,52.3,19.4,false
In Win Sirius Pure ASP120-3PK 3-Pack,,https://pcpartpicker.com/product/PzVmP6/in-win-sirius-pure-asp120-3pk-50-cfm-120-mm-fans-3-pack-asp120fan-3pk,120,White,"500,1800",50,"13,27",true
Thermaltake Pure A14,,https://pcpartpicker.com/product/jswkcf/thermaltake-pure-a14-9315-cfm-140-mm-fan-cl-f110-pl14gr-b,140,Black,"500,1500",,32,true
Thermalright TL-B Extrem LCP 3-Pack,,https://pcpartpicker.com/product/j7Hqqs/thermalright-tl-b-extrem-lcp-69-cfm-120-mm-fans-3-pack-tl-b12-extrem-lcp-x3,120,Black,2150,69,28.1,true
Logisys CF120GN,8.99,https://pcpartpicker.com/product/R7ckcf/logisys-case-fan-cf120gn,120,Transparent,"1800,2000",69.15,39.29,false
Aerocool Project 7 RGB 12,,https://pcpartpicker.com/product/m4m323/aerocool-p7-f12-458-cfm-120-mm-fan-p7-f12,120,,1200,45.8,14.5,false
SilenX Ixtrema Pro,15.95,https://pcpartpicker.com/product/XTQypg/silenx-ixp-11-14-5-cfm-40-mm-fan-ixp-11-14,40,Black,3500,5,14,false
Silverstone FN,8.98,https://pcpartpicker.com/product/NJckcf/silverstone-case-fan-fn121prl,120,Clear,1200,58.47,25.15,false
NoiseBlocker BlackSilentPro P-P,14.99,https://pcpartpicker.com/product/XHPfrH/noiseblocker-nb-blacksilentpro-pe-p-3825-cfm-92-mm-fan-nb-blacksilentpro-pe-p,92,Black,1800,38.25,20,true
Nexus D12SL-12WL,7.39,https://pcpartpicker.com/product/XCH323/nexus-case-fan-d12sl12wl,120,Clear,1000,36.86,18,false
Fractal Design Silent R2,,https://pcpartpicker.com/product/qqGkcf/fractal-design-case-fan-fdfanssr280,80,Black / White,1400,19.5,14.3,false
Thermaltake Blue-Eye,12.43,https://pcpartpicker.com/product/yC7wrH/thermaltake-case-fan-af0035,92,Transparent,"1300,2500",47,"18.6,28",false
LEPA LP-BOL12P-R,,https://pcpartpicker.com/product/Fs6BD3/lepa-case-fan-lpbol12pr,120,Black,"600,1600",81.45,"8,18",true
Kingwin CF-014LB,,https://pcpartpicker.com/product/NK4NnQ/kingwin-case-fan-cf014lb,140,Black,1000,58,23,false
NZXT Aer RGB,,https://pcpartpicker.com/product/DJyxFT/nzxt-aer-rgb140-716-cfm-140-mm-fan-rf-ar140-b1,140,Black,"500,1500","23.9,71.6","22,33",true
Apevia C 5-Pack,27.95,https://pcpartpicker.com/product/yWbwrH/apevia-512l-cgn-577-cfm-120mm-fans-512l-cgn,120,Black / Green,1500,57.67,24.7,false
Iceberg Thermal IceGALE ARGB 3-Pack,29.99,https://pcpartpicker.com/product/MkXV3C/iceberg-thermal-icegale-argb-94-cfm-120-mm-fans-3-pack-icegale12a-a3a,120,Teal / White,"500,2200",94,"0,38",true
Xilence Performance C,21.16,https://pcpartpicker.com/product/9Mhv6h/xilence-performance-c-6205-cfm-140-mm-fan-xf051,140,Red / Black,"700,1500",62.05,30,true
Rosewill Hyperborea,,https://pcpartpicker.com/product/qKvRsY/rosewill-hyperborea-5753-cfm-120-mm-fan-rocf-11004,120,Black,"600,1300",57.53,"6.9,16.05",true
Antec Two Cool,,https://pcpartpicker.com/product/MqjG3C/antec-twocool-75246-426-cfm-120-mm-fan-75246,120,Black,"600,1200","21.3,42.6","17,23.7",false
SilenX Effizio,18.75,https://pcpartpicker.com/product/nsDwrH/silenx-case-fan-efx0815r,80,Clear,1700,32,15,false
Cougar Dual-X,22.99,https://pcpartpicker.com/product/k2JwrH/cougar-case-fan-cfd14hbr,140,Red,1000,73.18,18,false
Logisys LT400BL,,https://pcpartpicker.com/product/Q37wrH/logisys-case-fan-lt400bl,80,Clear,1800,21.71,20,false
Nexus SP802512L-03,9.99,https://pcpartpicker.com/product/pZNp99/nexus-sp802512l-03-202-cfm-80-mm-fan-sp802512l-03,80,White,1500,20.2,17.6,false
Antec True Quiet,9.8,https://pcpartpicker.com/product/sgV48d/antec-case-fan-truequiet120red,120,Red,"600,1000","21.2,35.3","8.9,19.89",false
Kingwin CFY-012LB,16.54,https://pcpartpicker.com/product/3vPfrH/kingwin-case-fan-cfy012lb,120,Transparent,950,40,19,false
Masscool FD08025B1H3/4,,https://pcpartpicker.com/product/8rdqqs/masscool-case-fan-fd08025b1h34,80,Black,4000,52,42,false
Cooler Master JetFlo,,https://pcpartpicker.com/product/MwR48d/cooler-master-case-fan-r4jfnp20pkr1,120,Black,"1200,2000",95,36,true
Akasa Apache Black,,https://pcpartpicker.com/product/DvphP6/akasa-case-fan-akfn058,120,Black,"600,1300",57.53,"6.9,16.05",true
Phanteks F140HP,,https://pcpartpicker.com/product/4rdqqs/phanteks-case-fan-phf140hpwt,140,White,"600,1300","40.9,88.6","15.22,19",false
Corsair AF120,,https://pcpartpicker.com/product/TPjG3C/corsair-case-fan-co9050015wled,120,Black,1500,52.19,25.2,false
Antec TRICOOL,,https://pcpartpicker.com/product/zwNp99/antec-case-fan-tricool120mm,120,Transparent,2000,79,30,false
Enermax UCTP12P,,https://pcpartpicker.com/product/TPtCmG/enermax-case-fan-uctp12p,120,Black,"500,1800","23.81,80","14,25",true
Rosewill RFBF-131411,,https://pcpartpicker.com/product/Wvzv6h/rosewill-case-fan-rfbf131411,140,Black,1200,48.7,23,false
Corsair SP120,,https://pcpartpicker.com/product/f2qdnQ/corsair-case-fan-co9050021ww,120,Black / Blue,1650,57.24,26.4,false
Zalman F3,,https://pcpartpicker.com/product/P8h9TW/zalman-case-fan-f3fdbsf,120,Black / Clear,1200,,"20,23",false
Phanteks F140MP,,https://pcpartpicker.com/product/NvKhP6/phanteks-case-fan-phf140mpbkpwm,140,Black / White,"500,1600",68.09,"17,25.3",true
CRYORIG QF Performance,,https://pcpartpicker.com/product/VJx9TW/cryorig-case-fan-qf120performance,120,Black / White,"600,2200",83,"13,37",true
Thermaltake Riing,19.98,https://pcpartpicker.com/product/z6X2FT/thermaltake-case-fan-clf039pl14wta,140,Black / White,"1000,1400",51.15,"22.1,28.1",false
Phanteks F120MP,19.98,https://pcpartpicker.com/product/CCzZxr/phanteks-case-fan-phf120mpbbkpwm,120,Black,"500,1800",53.3,25,true
EK Vardar F2,,https://pcpartpicker.com/product/kFgPxr/ek-case-fan-3831109867570,140,Black / Gray,1600,84,31.6,true
Xilence Performance C,,https://pcpartpicker.com/product/nL98TW/xilence-coo-xpf92rpwm-321-cfm-92mm-fan-coo-xpf92rpwm,92,Black / Red,1800,32.1,22,true
Corsair SP120 High Performance,,https://pcpartpicker.com/product/GwCrxr/corsair-sp120-rgb-high-performance-52-cfm-120-mm-fan-co-9050059-ww,120,White / Black,1400,52,26,true
Cooler Master MasterFan Pro Air Flow,,https://pcpartpicker.com/product/kZp323/cooler-master-masterfan-pro-140-air-flow-rgb-53-cfm-140-mm-fan-mfy-f4dn-08npc-r1,140,Black,"500,800",53,"6,20",true
BitFenix Spectre Pro,,https://pcpartpicker.com/product/kd66Mp/bitfenix-spectre-pro-rgb-120-5622-cfm-120-mm-fan-bff-srgb-12025n-rp,120,Black / White,1200,56.22,18.9,false
BitFenix Spectre Pro,,https://pcpartpicker.com/product/bXHRsY/bitfenix-spectre-pro-rgb-140-8673-cfm-140-mm-fan-bff-srgb-14025c-rp,140,Black / White,1200,86.73,22.8,false
BitFenix Spectre Pro,,https://pcpartpicker.com/product/WD8j4D/bitfenix-spectre-pro-rgb-200-14872-cfm-200-mm-fan-bff-srgb-20025n-rp,200,Black / White,900,148.72,27.5,false
ARCTIC F14 TC,,https://pcpartpicker.com/product/CgndnQ/arctic-f14-tc-740-cfm-140mm-fan-acfan00081a,140,Black / White,"400,1350",74,,false
Enermax T.B. Silence Adv,,https://pcpartpicker.com/product/zbc48d/enermax-uctba12p-639-cfm-120mm-fan-uctba12p,120,Black,"300,1500",63.89,"7,15.8",true
Deepcool CF,,https://pcpartpicker.com/product/YpL48d/deepcool-cf-140-6413-cfm-140-mm-fan-dp-fa-rgb-cf140-1,140,Black,"500,1200",64.13,"19.8,24",true
NoiseBlocker ELoop B,38.04,https://pcpartpicker.com/product/kpYLrH/noiseblocker-nb-eloop-b14-ps-black-edition-839-cfm-140mm-fan-itr-b14-ps-bl,140,Black,1200,83.93,24,true
RAIJINTEK Iris,12.71,https://pcpartpicker.com/product/6WgzK8/raijintek-iris-12-red-4217-cfm-120mm-fan-0r400040,120,,"800,1800",42.17,26.5,true
Fractal Design Prisma AL,,https://pcpartpicker.com/product/mwTPxr/fractal-design-prisma-al-12-5063-cfm-120-mm-fan-fd-fan-pri-al12,120,White / Black,1200,50.63,19.5,false
Alpenföhn Wing Boost 3 ARGB,,https://pcpartpicker.com/product/G2848d/alpenfohn-wing-boost-3-120-high-speed-779-cfm-120-mm-fan-84000000166,120,White,"700,2200",77.9,36.8,true
Scythe Kaze Flex Slim,,https://pcpartpicker.com/product/4qvqqs/scythe-kaze-flex-slim-5079-cfm-120-mm-fan-kf1215fd18-p,120,Gray / Black,"300,1800","8.28,50.79","2.7,30",true
Xigmatek Galaxy II Elite 3-Pack,,https://pcpartpicker.com/product/tw9tt6/xigmatek-galaxy-ii-elite-4658-cfm-120-mm-fans-3-pack-en42098,120,Black / White,"600,1500",,,false
Iceberg Thermal IceGALE ARGB,13.5,https://pcpartpicker.com/product/fxt9TW/iceberg-thermal-icegale-argb-94-cfm-120-mm-fan-icegale12a-d0a,120,Teal / White,"500,2200",94,"0,38",true
In Win Sirius Extreme Pure ASE120P 3-Pack,56.76,https://pcpartpicker.com/product/GrbTwP/in-win-sirius-extreme-pure-ase120p-54-cfm-120-mm-fans-3-pack-iw-fn-ase120p-3pk,120,White,"400,1500",54,"21,25",true
ID-COOLING NO-9215-XT ARGB,,https://pcpartpicker.com/product/zc8bt6/id-cooling-no-9215-xt-argb-443-cfm-92-mm-fan-no-9215-xt-argb,92,Black / White,"800,2500",44.3,"14,33.4",true
ID-COOLING WF-12025-XT-R,,https://pcpartpicker.com/product/d7QcCJ/id-cooling-wf-12025-xt-r-712-cfm-120-mm-fan-wf-12025-xt-r,120,Black,"600,2200",71.2,"14,35",true
ARCTIC F8 PWM PST 5-Pack,,https://pcpartpicker.com/product/Tdstt6/arctic-f8-pwm-pst-31-cfm-80-mm-fans-5-pack-acfan00064a,80,Black / White,"300,2000",31,,true
Cooler Master MOBIUS 120P ARGB 30TH ANNIVERSARY EDITION,,https://pcpartpicker.com/product/m7hv6h/cooler-master-mobius-120p-argb-30th-anniversary-edition-752-cfm-120-mm-fan-mfz-m2dy-24np2-r3,120,Black / Blue,,75.2,30,true
SeaSonic MAGFLOW ARGB 3-Pack,,https://pcpartpicker.com/product/mCcgXL/seasonic-magflow-argb-4947-cfm-120-mm-fans-3-pack-magflow-argb-3,120,Black,2000,49.47,30.115,true
Apevia Cosmos 5-Pack,,https://pcpartpicker.com/product/RnrYcf/apevia-cosmos-5767-cfm-120-mm-fans-5-pack-co512l-og,120,Orange / Black,1350,57.67,24.7,false
Apevia Twilight 4-Pack,,https://pcpartpicker.com/product/Q6CFf7/apevia-twilight-5767-cfm-120-mm-fans-4-pack-tl412l-rgb,120,White / Black,1350,57.67,24.7,false
Phanteks PH-F120MP V2,,https://pcpartpicker.com/product/W3VG3C/phanteks-ph-f120mp-v2-605-cfm-120-mm-fan-ph-f120mp_bbk02,120,Black,"500,2200",60.5,34.2,true
ID-COOLING XF-12025-SD,,https://pcpartpicker.com/product/HgcgXL/id-cooling-xf-12025-sd-745-cfm-120-mm-fan-xf-12025-sd-k-eol,120,Black,"700,1800",74.5,"18,35.2",true
YEYIAN Typhoon 3-Pack,,https://pcpartpicker.com/product/HJQKHx/yeyian-typhoon-36-cfm-120-mm-fans-3-pack-yct-050720b,120,Black,1500,36,23.5,false
Valkyrie V12,22.99,https://pcpartpicker.com/product/s69wrH/valkyrie-v12-75-cfm-120-mm-fan-vk-fanv12fb,120,Black,"700,1850",75,34,true
Antec Neo Prizm T3 3-Pack,,https://pcpartpicker.com/product/mJ6NnQ/antec-neo-prizm-t3-6986-cfm-120-mm-fans-3-pack-0-761345-77773-5,120,Black,"600,2000","19.24,69.86","9.73,31.62",true
Enermax T.B. Silence,19.27,https://pcpartpicker.com/product/9bbp99/enermax-uctb12-4213-cfm-120-mm-fan-uctb12,120,Translucent Gray,900,42.13,11,false
Silverstone FM,15.99,https://pcpartpicker.com/product/L4DzK8/silverstone-case-fan-fm93,92,White,"1200,3000","21.4,53.6","9.3,29.2",false
Thermalright TL-B14B EXTREM,,https://pcpartpicker.com/product/h3NYcf/thermalright-tl-b14b-extrem-1104-cfm-140-mm-fan-tl-b14b-extrem,140,Black,2000,110.4,31.4,true
BitFenix Spectre,,https://pcpartpicker.com/product/WWFPxr/bitfenix-spectre-435-cfm-120-mm-fan-bff-scf-12025ww-rp,120,White,1000,43.5,20,false
Gelid Solutions FN-SX05-40,,https://pcpartpicker.com/product/b37wrH/gelid-solutions-case-fan-fnsx0540,50,White,4000,21.94,23,false
Evercool FAN-EC4010M12CA,,https://pcpartpicker.com/product/6Jckcf/evercool-fan-ec4010m12ca-624-cfm-40-mm-fan-fan-ec4010m12ca,40,Black,5000,6.24,21,false
