name,price,href,size,color,rpm,airflow,noise_level,pwm
Corsair AF120 SLIM,24.99,https://pcpartpicker.com/product/gNfnTW/corsair-af120-slim-563-cfm-120-mm-fan-co-9050144-ww,120,Black,"600,2000","13.4,56.3","5,25.6",true
NZXT F140 RGB DUO 2-Pack,75.98,https://pcpartpicker.com/product/6mfnTW/nzxt-f140-rgb-duo-8475-cfm-140-mm-fans-2-pack-rf-d14df-w1,140,White,"500,1800",84.75,36,true
Thermaltake CT120 EX Reverse ARGB Sync 3-Pack,59.99,https://pcpartpicker.com/product/QWxxFT/thermaltake-ct120-ex-reverse-argb-sync-6582-cfm-120-mm-fans-3-pack-cl-f192-pl12sw-a,120,Black,"500,2000",65.82,31.2,true
ARCTIC P12 Silent,9.02,https://pcpartpicker.com/product/pBbCmG/arctic-p12-silent-241-cfm-120-mm-fan-acfan00130a,120,Black,1050,24.1,,false
Cooler Master MasterFan MF120 Halo²,17.93,https://pcpartpicker.com/product/j8YRsY/cooler-master-masterfan-mf120-halo2-5188-cfm-120-mm-fan-mfl-b2dn-21np2-r2,120,Black,,51.88,27,true
Phanteks M25-120 PWM,13.89,https://pcpartpicker.com/product/jv8bt6/phanteks-m25-120-pwm-8426-cfm-120-mm-fan-ph-f120m25_pwm_bbk01,120,Black,"500,2000",84.26,35.7,true
Corsair RS140 ARGB 2-Pack,44.99,https://pcpartpicker.com/product/Kp7scf/corsair-rs140-argb-955-cfm-140-mm-fans-2-pack-co-9050183-ww,140,Black,"330,1700","14.6,95.5","10,36",true
Corsair iCUE ML RGB ELITE Premium 3-Pack,,https://pcpartpicker.com/product/dND7YJ/corsair-icue-ml-rgb-elite-premium-581-cfm-120-mm-fans-3-pack-co-9050113-ww,120,Black,"450,2000","14.86,58.1","10,30.4",true
Lian Li UNI SL120,,https://pcpartpicker.com/product/ZpcRsY/lian-li-uni-sl120-5854-cfm-120-mm-fan-uf-sl120-1b,120,Black,"800,1900",58.54,"17,31",true
ARCTIC F12 5-Pack,22.99,https://pcpartpicker.com/product/bRYmP6/arctic-f12-53-cfm-120-mm-fans-5-pack-acfan00248a,120,Black,1350,53,22.5,false
Noctua P12 redux-1300 PWM,20.82,https://pcpartpicker.com/product/9MyV3C/noctua-nf-p12-redux-1300-pwm-543-cfm-120mm-fan-nf-p12-redux-1300-pwm,120,Gray,"300,1300",54.32,19.8,true
be quiet! Pure Wings 2,9.9,https://pcpartpicker.com/product/BWM323/be-quiet-pure-wings-2-263-cfm-80-mm-fan-bl037,80,Black,"450,1900",26.3,19.2,true
Thermaltake CT140 2-Pack,29.99,https://pcpartpicker.com/product/G7hv6h/thermaltake-ct140-7737-cfm-140-mm-fans-2-pack-cl-f148-pl14bl-a,140,Black,"500,1500",77.37,,true
Fractal Design Dynamic X2 GP-14,30.11,https://pcpartpicker.com/product/nrFXsY/fractal-design-x2-gp-14-black-684-cfm-140mm-fan-fd-fan-dyn-x2-gp14-bk,140,Black,1000,68.4,18.9,false
Thermalright TL-C12 D6,6.19,https://pcpartpicker.com/product/snmmP6/thermalright-tl-c12-d6-6617-cfm-120-mm-fan-tl-c12-d6,120,Gray,1500,66.17,25.6,true
Noctua A4x20 PWM,14.95,https://pcpartpicker.com/product/t9s8TW/noctua-nf-a4x20-pwm-55-cfm-40mm-fan-nf-a4x20-pwm,40,Brown,"1200,5000","4.89,5.53","12.2,14.9",true
be quiet! Shadow Wings 2,12.9,https://pcpartpicker.com/product/pFjJ7P/be-quiet-bl085-385-cfm-120mm-fan-bl085,120,Black,1100,38.5,15.9,true
HYTE THICC FP12 3-Pack,79.98,https://pcpartpicker.com/product/8dP8TW/hyte-thicc-fp12-1058-cfm-120-mm-fans-3-pack-fan-hyte-fp12-bw-3,120,Black / White,,105.8,"10,47.3",true
Lian Li Uni Fan SL 2-Pack,79.99,https://pcpartpicker.com/product/tjjNnQ/lian-li-uni-fan-sl-705-cfm-140-mm-fans-2-pack-uf-sl140-2w,140,White,"500,1500",70.5,30,true
Phanteks PH-F120SK,19.98,https://pcpartpicker.com/product/8CWBD3/phanteks-ph-f120sk-50-cfm-120-mm-fan-ph-f120sk_drgb_pwm,120,Black / White,"500,1500",50,27,true
Corsair iCUE LINK LX140 RGB 2-Pack,109.99,https://pcpartpicker.com/product/tPCZxr/corsair-icue-link-lx140-rgb-847-cfm-140-mm-fans-2-pack-co-9051028-ww,140,Black,"350,2000","10.74,84.7","10,36",true
Thermaltake SWAFAN EX14 ARGB 3-Pack,89.99,https://pcpartpicker.com/product/KcGhP6/thermaltake-swafan-ex14-argb-816-cfm-140-mm-fans-3-pack-cl-f170-pl14sw-a,140,White,"500,2000","79.3,81.6","34.5,38.8",true
Silverstone Air Slimmer 120,25.29,https://pcpartpicker.com/product/TJddnQ/silverstone-air-slimmer-120-6367-cfm-120-mm-fan-sst-as120b,120,Black,,"0,63.67","0,31.7",true
Phanteks PH-F140D30R,29.99,https://pcpartpicker.com/product/HjLdnQ/phanteks-ph-f140d30r-7176-cfm-140-mm-fan-ph-f140d30r_drgb_pwm_bk01,140,Black,"250,1800",71.76,32.1,true
Montech RX,13.99,https://pcpartpicker.com/product/sFqrxr/montech-rx-905-cfm-140-mm-fan-rx140-pwm-black,140,Black,"600,1600",90.5,27.9,true
ARCTIC BioniX P120,14.03,https://pcpartpicker.com/product/hNqBD3/arctic-bionix-p120-6756-cfm-120-mm-fan-acfan00116a,120,White / Black,"200,2100",67.56,,true
Fractal Design Aspect 12,24.26,https://pcpartpicker.com/product/9zkWGX/fractal-design-aspect-12-32-cfm-120-mm-fan-fd-f-as1-1201,120,Black,1200,32,18.3,false
be quiet! Light Wings 3-Pack,49.5,https://pcpartpicker.com/product/cL26Mp/be-quiet-light-wings-717-cfm-140-mm-fans-3-pack-bl103,140,White,2200,71.7,31,true
Deepcool FK120,,https://pcpartpicker.com/product/KX7G3C/deepcool-fk120-6899-cfm-120-mm-fan-r-fk120-bknpf1-g-1,120,Black,"500,1850",68.99,28,true
Silverstone FHS 120X,26.82,https://pcpartpicker.com/product/qy26Mp/silverstone-fhs-120x-14398-cfm-120-mm-fan-sst-fhs120x,120,Black,"1000,4000",143.98,51.8,true
ARCTIC F12 TC,11.99,https://pcpartpicker.com/product/JTCFf7/arctic-f12-tc-53-cfm-120-mm-fan-afaco-120t0-gba01,120,White / Black,1350,53,,false
upHere 12BK3-3-USA OU3 3-Pack,,https://pcpartpicker.com/product/BpXV3C/uphere-12bk3-3-usa-ou3-38-cfm-120-mm-fans-3-pack-12bk3-3-usa-ou3,120,Black,1200,38,19,false
be quiet! Light Wings PWM,24.9,https://pcpartpicker.com/product/tcVmP6/be-quiet-light-wings-pwm-56-cfm-140-mm-fan-bl074,140,Black,1500,56,23.3,true
Gelid Solutions Zodiac,4,https://pcpartpicker.com/product/zH3NnQ/gelid-solutions-zodiac-655-cfm-120-mm-fan-fn-zodiac-01,120,Black,"700,1600",65.5,35,true
Gigabyte AORUS 120 ARGB,29.16,https://pcpartpicker.com/product/mkZ9TW/gigabyte-aorus-120-argb-4085-cfm-120-mm-fan-gp-ar120rfan,120,Black,"800,1700","18.52,40.85","7.3,28.6",true
Thermaltake CT140 ARGB Sync 2-Pack,43.11,https://pcpartpicker.com/product/w9WJ7P/thermaltake-ct140-argb-sync-7737-cfm-140-mm-fans-2-pack-cl-f150-pl14sw-a,140,Black,"500,1500",77.37,30.5,true
Noctua NF-A14x25r G2 PWM,39.95,https://pcpartpicker.com/product/r8DQzy/noctua-nf-a14x25r-g2-pwm-9158-cfm-140-mm-fan-nf-a14x25r-g2-pwm,140,Brown,1500,91.58,24.8,true
ARCTIC P14 PST CO,13.99,https://pcpartpicker.com/product/jvprxr/arctic-p14-pst-co-728-cfm-140-mm-fan-acfan00126a,140,Black,"200,1700",72.8,22.5,true
APNX FP1,5.99,https://pcpartpicker.com/product/LPhv6h/apnx-fp1-746-cfm-120-mm-fan-fp1-120-pwm-argb-wh,120,White,"500,1600",74.6,"15.3,33.2",true
Corsair LL140,39.99,https://pcpartpicker.com/product/xYp323/corsair-ll140-rgb-led-515-cfm-140-mm-fan-co-9050073-ww,140,Black,"600,1300",51.5,25,true
NZXT F120P (2024),14.99,https://pcpartpicker.com/product/QCxxFT/nzxt-f120p-2024-7347-cfm-120-mm-fan-rf-p12sf-w2,120,White,"500,2000",73.47,30,true
be quiet! Light Wings PWM 3-Pack,,https://pcpartpicker.com/product/QFpzK8/be-quiet-light-wings-pwm-56-cfm-140-mm-fans-3-pack-bl078,140,Black,1500,56,23.3,true
Thermaltake CT120 EX ARGB Sync 3-Pack,59.99,https://pcpartpicker.com/product/y9zXsY/thermaltake-ct120-ex-argb-sync-68-cfm-120-mm-fans-3-pack-cl-f181-pl12sw-a,120,Black,"500,2000",68,28.5,true
Antec Storm T3 3-Pack,33.99,https://pcpartpicker.com/product/6sV2FT/antec-storm-t3-8047-cfm-120-mm-fans-3-pack-0-761345-77728-5,120,Black,"600,2200","18.17,80.47",36.99,true
HYTE flow FA12 3-Pack,34.9,https://pcpartpicker.com/product/BmpQzy/hyte-flow-fa12-72-cfm-120-mm-fans-3-pack-fan-hyte-001,120,Black / White,1500,72,28,true
ARCTIC F12 PST,9.99,https://pcpartpicker.com/product/74xRsY/arctic-f12-pst-53-cfm-120-mm-fan-acfan00200a,120,Black,"230,1350",53,22.5,true
NZXT AER RGB 2,,https://pcpartpicker.com/product/XMNv6h/nzxt-aer-rgb-2-5244-cfm-120-mm-fan-hf-28120-b1,120,Black,"500,1500","17.48,52.44","22,33",true
Thermaltake Riing Plus TT 5-Pack,119.99,https://pcpartpicker.com/product/6tcMnQ/thermaltake-riing-plus-12-rgb-tt-4834-cfm-120-mm-fans-5-pack-cl-f054-pl12sw-a,120,Black,"500,1500",48.34,24.7,true
Corsair iCUE QL140 2-Pack,87.7,https://pcpartpicker.com/product/YyFKHx/corsair-icue-ql140-rgb-502-cfm-140-mm-fans-2-pack-co-9050100-ww,140,Black,1250,50.2,26,true
Iceberg Thermal IceGALE Xtra 2-Pack,19,https://pcpartpicker.com/product/6HjRsY/iceberg-thermal-icegale-xtra-169-cfm-140-mm-fans-2-pack-icegale14x-c2a,140,Black,"500,2500",169,"0,47",true
Thermalright TL-C12B-S V3,6.99,https://pcpartpicker.com/product/s6Kscf/thermalright-tl-c12b-s-v3-6617-cfm-120-mm-fan-tl-c12b-s-v3,120,Black,1500,66.17,25.6,true
Thermaltake Pure Plus RGB TT Premium Edition 3-Pack,49.99,https://pcpartpicker.com/product/NsqhP6/thermaltake-pure-plus-14-rgb-tt-premium-edition-7032-cfm-140-mm-fans-3-pack-cl-f080-pl14sw-a,140,Black,"500,1400",70.32,30.4,true
be quiet! Pure Wings 2,,https://pcpartpicker.com/product/TQn8TW/be-quiet-pure-wings-2-6551-cfm-120-mm-fan-bl081,120,Black,2000,65.51,36.9,true
be quiet! Pure Wings 2,,https://pcpartpicker.com/product/TqYWGX/be-quiet-pure-wings-2-92-pwm-331-cfm-92mm-fan-bl038,92,Black,"500,1900",33.15,19.6,true
Thermalright TL-B8,9.19,https://pcpartpicker.com/product/rMMMnQ/thermalright-tl-b8-34-cfm-80-mm-fan-tl-b8-d6,80,Gray,2200,34,24,true
Cooler Master SickleFlow,21.16,https://pcpartpicker.com/product/CdhmP6/cooler-master-67-cfm-140-mm-fan-mfx-b4dn-14npa-r1,140,Black,"650,1400",67,"10,27",true
Thermalright TL-P9,6.9,https://pcpartpicker.com/product/8B9wrH/thermalright-tl-p9-3277-cfm-92-mm-fan-tl-p9w,92,White,2200,32.77,23.85,true
Corsair AF120 ELITE,19.98,https://pcpartpicker.com/product/QzrRsY/corsair-af120-elite-591-cfm-120-mm-fan-co-9050142-ww,120,White / Gray,"400,1850","10.9,59.1",31.5,true
ID-COOLING ZF-12025 Pastel,,https://pcpartpicker.com/product/KZt9TW/id-cooling-zf-12025-pastel-552-cfm-120-mm-fan-zf-12025-pp,120,Pink,"900,2000",55.2,"16.3,33.5",true
Noctua F12 industrialPPC-2000,27.91,https://pcpartpicker.com/product/GLW9TW/noctua-case-fan-nff12industrialppc2000,120,Brown / Black,2000,71.69,29.7,false
Vetroo ARGB120 3-Pack,,https://pcpartpicker.com/product/BRddnQ/vetroo-argb120-481-cfm-120-mm-fans-3-pack-vt-fan-argb120-pk-x3,120,Pink,1300,48.1,,true
GAMDIAS AEOLUS M2 5-Pack,39.99,https://pcpartpicker.com/product/WCt9TW/gamdias-aeolus-m2-1205r-56-cfm-120-mm-fans-5-pack-aeolus-m2-1205r,120,Black,"700,1500",56,,true
Noctua S12B redux-700,13.95,https://pcpartpicker.com/product/6r9KHx/noctua-case-fan-nfs12bredux700,120,Black / Gray,700,33.49,6.8,false
Cooler Master SickleFlow ARGB Reverse Edition,20.99,https://pcpartpicker.com/product/rVvdnQ/cooler-master-sickleflow-argb-reverse-edition-62-cfm-120-mm-fan-mfx-b2dr-18npa-r1,120,Black / White,"650,1800",62,"8,27",true
Lian Li UNI FAN AL360 3-Pack,64.98,https://pcpartpicker.com/product/fMwypg/lian-li-uni-fan-al360-645-cfm-120-mm-fans-3-pack-uf-al120-3w,120,White,"800,1900",64.5,"17,28.3",true
Noctua A4x10,19.62,https://pcpartpicker.com/product/dqCwrH/noctua-nf-a4x10-483-cfm-40-mm-fan-nf-a4x10,40,Brown,"3700,4500","3.88,4.83","12.9,17.89",false
Deepcool XFAN,,https://pcpartpicker.com/product/XWMFf7/deepcool-case-fan-xfan120,120,Black,1300,44.71,26,false
Noctua B9 redux-1600 PWM,19.62,https://pcpartpicker.com/product/jZn2FT/noctua-case-fan-nfb9redux1600pwm,92,Black / Gray,"350,1600",37.85,17.6,true
Phanteks PH-F140D30 3-Pack,89.99,https://pcpartpicker.com/product/vFxxFT/phanteks-ph-f140d30-7193-cfm-140-mm-fans-3-pack-ph-f140d30_drgb_pwm_bk01_3p,140,Black,"250,1800",71.93,29.5,true
Delta Electronics AFB1212GHE-CF00,,https://pcpartpicker.com/product/dnPfrH/delta-electronics-afb1212ghe-cf00-24096-cfm-120-mm-fan-afb1212ghe-cf00,120,Black,5200,240.96,62,false
Noctua A12x25 FLX,32.95,https://pcpartpicker.com/product/QJBTwP/noctua-nf-a12x25-flx-601-cfm-120mm-fan-nf-a12x25-flx,120,Brown,"1350,2000","37.96,60.09","14.2,22.6",false
ARCTIC BioniX P120,14.03,https://pcpartpicker.com/product/XtpmP6/arctic-bionix-p120-6756-cfm-120-mm-fan-acfan00115a,120,Red / Black,"200,2100",67.56,,true
Antec Storm T3 3-Pack,39.95,https://pcpartpicker.com/product/BbRwrH/antec-storm-t3-11272-cfm-140-mm-fans-3-pack-0-761345-77730-8,140,Black,"600,1500","44.82,112.72",33.69,true
EK Loop Fan FPT 120 D-RGB,28.55,https://pcpartpicker.com/product/HmLdnQ/ek-loop-fan-fpt-120-d-rgb-77-cfm-120-mm-fan-ek-loop-fpt-120-drgb-bk,120,Black,"550,2300",77,36,true
Noctua A15 HS-PWM chromax.black.swap,28.95,https://pcpartpicker.com/product/DKFXsY/noctua-nf-a15-hs-pwm-chromaxblackswap-825-cfm-140mm-fan-nf-a15-hs-pwm-chromaxblackswap,140,Multicolor,"300,1500",82.52,24.6,true
ARCTIC P8 PST,14.51,https://pcpartpicker.com/product/gnLwrH/arctic-p8-pwm-pst-234-cfm-80-mm-fan-acfan00150a,80,,"200,3000",23.4,,true
EK Loop Fan FPT 140 D-RGB,31.49,https://pcpartpicker.com/product/gMFmP6/ek-loop-fan-fpt-140-d-rgb-11801-cfm-140-mm-fan-ek-loop-fpt-140-drgb-bk,140,Black,"600,2200",118.01,44.56,true
Phanteks PH-F140D30R,29.99,https://pcpartpicker.com/product/tdgrxr/phanteks-ph-f140d30r-7176-cfm-140-mm-fan-ph-f140d30r_drgb_pwm_wt01,140,White,"250,1800",71.76,32.1,true
ID-COOLING AF-125,12.99,https://pcpartpicker.com/product/Nmhv6h/id-cooling-af-125-7825-cfm-120-mm-fan-af-125-k,120,Black,"500,2000",78.25,29.85,true
Thermaltake Pure 20 ARGB Sync Case Fan TT Premium Edition,29.99,https://pcpartpicker.com/product/2z22FT/thermaltake-pure-20-argb-sync-case-fan-tt-premium-edition-12954-cfm-200-mm-fan-cl-f081-pl20sw-a,200,Black,"500,1000",129.54,31.2,true
ID-COOLING AF-127-ARGB-K,14.99,https://pcpartpicker.com/product/NZvD4D/id-cooling-af-127-argb-k-78-cfm-120-mm-fan-af-127-argb-k,120,Black,"500,2000",78,29.9,true
Fractal Design Aspect 14 RGB PWM,24.75,https://pcpartpicker.com/product/6zkWGX/fractal-design-aspect-14-rgb-pwm-78-cfm-140-mm-fan-fd-f-as1-1405,140,Black,"500,1700","20,78","10,35.5",true
Lian Li UNI SL120,24.99,https://pcpartpicker.com/product/4zDkcf/lian-li-uni-sl120-5854-cfm-120-mm-fan-uf-sl120-1w,120,White,"800,1900",58.54,"17,31",true
KOLINK Classic,,https://pcpartpicker.com/product/7MNYcf/kolink-classic-5215-cfm-120-mm-fan-pgw-fn-kol-011,120,Black,1500,52.15,21.6,true
Phanteks M25-140 PWM D-RGB 3-Pack,29.99,https://pcpartpicker.com/product/YfM48d/phanteks-m25-140-pwm-d-rgb-10462-cfm-140-mm-fans-3-pack-ph-f140m25_drgb_pwm_wt01_3p,140,White,"500,1800",104.62,36.57,true
NZXT F140 RGB DUO,32,https://pcpartpicker.com/product/WPmmP6/nzxt-f140-rgb-duo-8475-cfm-140-mm-fan-rf-d14sf-b1,140,Black,"500,1800",84.75,36,true
Lian Li UNI FAN AL140 V2,23.99,https://pcpartpicker.com/product/Nk6NnQ/lian-li-uni-fan-al140-v2-813-cfm-140-mm-fan-al140v2-1w,140,White,"250,1600",81.3,26.8,true
Fractal Design Aspect 12 RGB,19.84,https://pcpartpicker.com/product/hQNxFT/fractal-design-aspect-12-rgb-32-cfm-120-mm-fan-fd-f-as1-1208,120,White,1200,32,18.3,false
MSI MPG EZ120,39.99,https://pcpartpicker.com/product/q3pQzy/msi-mpg-ez120-7382-cfm-120-mm-fan-mpg-ez120-argb-1b,120,Black,,"0,73.82","0,28.82",true
In Win Sirius Loop ASL 3-Pack,34,https://pcpartpicker.com/product/NWWfrH/in-win-sirius-loop-asl120-50-cfm-120-mm-fans-3-pack-asl120fan-3pk,120,Black,"500,1800",50,27,true
Corsair iCUE LINK RX140 2-Pack,73.99,https://pcpartpicker.com/product/rfgrxr/corsair-icue-link-rx140-957-cfm-140-mm-fans-2-pack-co-9051012-ww,140,Black,1700,"18.1,95.7","10,36",false
Phanteks M25-120 PWM D-RGB,10.99,https://pcpartpicker.com/product/WmfnTW/phanteks-m25-120-pwm-d-rgb-8426-cfm-120-mm-fan-ph-f120m25_drgb_pwm_wt01,120,White,"500,2000",84.26,35.7,true
Cooler Master MasterFan MF120 Halo²,22.49,https://pcpartpicker.com/product/zmqrxr/cooler-master-masterfan-mf120-halo2-5188-cfm-120-mm-fan-mfl-b2dw-21np2-r2,120,White,,51.88,27,true
Corsair AF120 (2018) 3-Pack,,https://pcpartpicker.com/product/6jrmP6/corsair-af120-led-2018-white-3-pack-52-cfm-fans-co-9050082-ww,120,Black / White,1400,52,26,false
Corsair RS120 MAX 3-Pack,94.99,https://pcpartpicker.com/product/hv9wrH/corsair-rs120-max-72-cfm-120-mm-fans-3-pack-co-9050171-ww,120,Black,2000,"16.5,72",29.5,true
Corsair AF120 SLIM,24.99,https://pcpartpicker.com/product/qXgFf7/corsair-af120-slim-563-cfm-120-mm-fan-co-9050145-ww,120,White,"600,2000","13.4,56.3","5,25.6",true
Lian Li Uni Fan SL,29.99,https://pcpartpicker.com/product/hWYQzy/lian-li-uni-fan-sl-705-cfm-140-mm-fan-uf-sl140-1b,140,Black,"500,1500",70.5,30,true
Thermalright TL-C12RB-S V2,,https://pcpartpicker.com/product/gBzXsY/thermalright-tl-c12rb-s-v2-58-cfm-120-mm-fan-tl-c12rb-s-v2,120,Black / White,1500,58,25.6,true
Fractal Design Dynamic X2 GP,46.31,https://pcpartpicker.com/product/R6rqqs/fractal-design-dynamic-x2-gp-1537-cfm-180-mm-fan-fd-fan-dyn-x2-gp18-pwm-bk,180,Black,"300,1200","44.9,153.7","16,35.4",true
be quiet! Silent Wings 3,,https://pcpartpicker.com/product/WrvZxr/be-quiet-bl066-505-cfm-120mm-fan-bl066,120,Black,1450,50.5,16.4,true
Corsair ML Elite,,https://pcpartpicker.com/product/QNC48d/corsair-ml-elite-581-cfm-120-mm-fan-co-9050122-ww,120,Black,"450,2000","14.86,58.1","10,30.4",true
Noctua A14 FLX,23.93,https://pcpartpicker.com/product/Q3Lypg/noctua-case-fan-nfa14flx,140,Brown,"900,1200","52.2,68","13.8,19.2",false
Thermalright TL-P9,7.9,https://pcpartpicker.com/product/xMDQzy/thermalright-tl-p9-3277-cfm-92-mm-fan-tl-p9-s,92,Black,2200,32.77,23.85,true
Phanteks PH-F140D30,29.99,https://pcpartpicker.com/product/XB4Zxr/phanteks-ph-f140d30-7193-cfm-140-mm-fan-ph-f140d30_drgb_pwm_wt01,140,White,"250,1800",71.93,29.5,true
Noctua P12 PWM,27.95,https://pcpartpicker.com/product/Z7mLrH/noctua-case-fan-nfp12pwm,120,Brown,"900,1300",,"12.6,19.8",true
Thermalright TL-9015,6.29,https://pcpartpicker.com/product/mCZXsY/thermalright-tl-9015-4258-cfm-92-mm-fan-tl-9015-d6,92,Gray,2700,42.58,22.4,true
be quiet! Pure Wings 3 PWM,12.9,https://pcpartpicker.com/product/NCcgXL/be-quiet-pure-wings-3-pwm-574-cfm-140-mm-fan-bl112,140,White,1200,57.4,21.9,true
Cooler Master MasterFan MF Prismatic 3-Pack,43.99,https://pcpartpicker.com/product/YX2WGX/cooler-master-masterfan-mf-prismatic-55-cfm-120-mm-fans-3-pack-mfy-b2dn-203pa-r1,120,Black / White,"650,2000",55,"8,27",true
Phanteks PH-F120SK 3-Pack,,https://pcpartpicker.com/product/rnBhP6/phanteks-ph-f120sk-50-cfm-120-mm-fans-3-pack-ph-f120sk_drgb_pwm_3p,120,Black / White,"500,1500",50,27,true
Cooler Master MOBIUS 120P ARGB,28.79,https://pcpartpicker.com/product/VLDQzy/cooler-master-mobius-120p-argb-752-cfm-120-mm-fan-mfz-m2dw-24np2-r1,120,White,,75.2,30,true
Montech RX,13.99,https://pcpartpicker.com/product/y24Zxr/montech-rx-905-cfm-140-mm-fan-rx140-pwm-white,140,White,"600,1600",90.5,27.9,true
EK Loop Fan FPT 120,21.67,https://pcpartpicker.com/product/hzvD4D/ek-loop-fan-fpt-120-77-cfm-120-mm-fan-ek-loop-fpt-120-bk,120,Black,"550,2300",77,36,true
Corsair RS140 ARGB 2-Pack,44.99,https://pcpartpicker.com/product/Q6GhP6/corsair-rs140-argb-955-cfm-140-mm-fans-2-pack-co-9050187-ww,140,White,"330,1700","14.6,95.5","10,36",true
Noctua S12B redux-1200,14.95,https://pcpartpicker.com/product/W4XfrH/noctua-case-fan-nfs12bredux1200,120,Black / Gray,1200,59.1,18.1,false
Noctua A12x15 FLX,21.95,https://pcpartpicker.com/product/2fWrxr/noctua-nf-a12x15-flx-942-cfm-120mm-fan-nf-a12x15-flx,120,Brown,"950,1850","27.37,55.44","10.2,23.9",false
Enermax SquA RGB 3-Pack,20,https://pcpartpicker.com/product/kCdrxr/enermax-squa-rgb-6827-cfm-120-mm-fans-3-pack-ucsqargb12p-bp3,120,Black,"300,1500","24.53,68.27","12,23",true
Thermaltake SWAFAN EX12 RGB 3-Pack,89.99,https://pcpartpicker.com/product/6BZXsY/thermaltake-swafan-ex12-rgb-5711-cfm-120-mm-fans-3-pack-cl-f161-pl12sw-a,120,White,"500,2000","56.26,57.11","30.5,32.5",false
Iceberg Thermal IceGALE Xtra 3-Pack,,https://pcpartpicker.com/product/2yBzK8/iceberg-thermal-icegale-xtra-127-cfm-120-mm-fans-3-pack-icegale12x-c3a,120,Black,"500,3000",127,"0,44",true
ARCTIC P8,,https://pcpartpicker.com/product/pK3mP6/arctic-p8-234-cfm-80-mm-fan-acfan00147a,80,Black,3000,23.4,,false
Thermaltake CT140 EX Reverse ARGB Sync 3-Pack,74.98,https://pcpartpicker.com/product/J36NnQ/thermaltake-ct140-ex-reverse-argb-sync-9495-cfm-140-mm-fans-3-pack-cl-f193-pl14sw-a,140,Black,"500,1800",94.95,32.8,true
Corsair ML120 Pro,41.3,https://pcpartpicker.com/product/MpBrxr/corsair-co-9050042-ww-750-cfm-120mm-fan-co-9050042-ww,120,Black / Red,"400,2400","12,75","16,37",true
Thermaltake CT120 EX Reverse ARGB Sync 3-Pack,59.99,https://pcpartpicker.com/product/FDBzK8/thermaltake-ct120-ex-reverse-argb-sync-6582-cfm-120-mm-fans-3-pack-cl-f194-pl12sw-a,120,White,"500,2000",65.82,31.2,true
Antec P12R,,https://pcpartpicker.com/product/ZvpQzy/antec-p12r-6146-cfm-120-mm-fan-0-761345-40034-3,120,Black,"600,1500","55.31,61.46","14.2,29.5",true
Corsair iCUE SP140 RGB Elite,29.99,https://pcpartpicker.com/product/d9NxFT/corsair-icue-sp140-rgb-elite-6811-cfm-140-mm-fan-co-9050138-ww,140,White,1200,"23.07,68.11","18,26.8",true
ID-COOLING AF-125 3-Pack,,https://pcpartpicker.com/product/LTTZxr/id-cooling-af-125-7825-cfm-120-mm-fans-3-pack-af-125-w-trio,120,White,"500,2000",78.25,29.85,true
Noctua P12 redux-1300,14.95,https://pcpartpicker.com/product/mtNv6h/noctua-nf-p12-redux-1300-543-cfm-120mm-fan-nf-p12-redux-1300,120,Gray,1300,54.32,19.8,false
ARCTIC P8 Max,8.99,https://pcpartpicker.com/product/HMXV3C/arctic-p8-max-40-cfm-80-mm-fan-acfan00286a,80,Black,"500,5000",40,25.3,true
APNX FP1,9.99,https://pcpartpicker.com/product/GqV2FT/apnx-fp1-869-cfm-140-mm-fan-fp1-140-pwm-argb-bk,140,Black,"500,1300",86.9,"15.9,32.9",true
Noctua A14 ULN,30.25,https://pcpartpicker.com/product/qx8Zxr/noctua-case-fan-nfa14uln,140,Brown,"650,800",,"9.1,11.9",false
Phanteks PH-F140D30 3-Pack,89.99,https://pcpartpicker.com/product/hrWJ7P/phanteks-ph-f140d30-7193-cfm-140-mm-fans-3-pack-ph-f140d30_drgb_pwm_wt01_3p,140,White,"250,1800",71.93,29.5,true
Noctua P14r redux-1500 PWM,15.95,https://pcpartpicker.com/product/2mV48d/noctua-case-fan-nfp14rredux1500pwm,140,Black / Gray,"450,1500",78.69,25.8,true
Fractal Design Dynamic X2 GP-12,27.77,https://pcpartpicker.com/product/4hH48d/fractal-design-x2-gp-12-black-523-cfm-120mm-fan-fd-fan-dyn-x2-gp12-bk,120,Black,1200,52.3,19.4,false
Corsair iCUE QL140,49.99,https://pcpartpicker.com/product/Zg3mP6/corsair-icue-ql140-rgb-502-cfm-140-mm-fan-co-9050099-ww,140,Black,"550,1250",50.2,26,true
be quiet! Light Wings PWM,31.5,https://pcpartpicker.com/product/HkRYcf/be-quiet-light-wings-pwm-4151-cfm-120-mm-fan-bl072,120,Black,1700,41.51,20.6,true
Antec Fusion 120 ARGB White 5-Pack,,https://pcpartpicker.com/product/gwNxFT/antec-fusion-120-argb-white-5793-cfm-120-mm-fans-5-pack-0-761345-57005-3,120,White,"600,2000",57.93,"17.02,31.24",true
APNX FP2,9.99,https://pcpartpicker.com/product/wzGhP6/apnx-fp2-8387-cfm-120-mm-fan-fp2-120-pwm-argb-bk,120,Black,"500,1800",83.87,"15.3,34.8",true
Delta Electronics PFB0912DHE-F00,,https://pcpartpicker.com/product/Xsdqqs/delta-electronics-pfb0912dhe-f00-17503-cfm-92-mm-fan-pfb0912dhe-f00,92,Black,8000,175.03,66.5,false
