name,price,href,capacity,price_per_gb,type,cache,form_factor,interface
OCZ Colossus,,https://pcpartpicker.com/product/4RtCmG/ocz-internal-hard-drive-oczssd21cls1t,1000,,SSD,128,3.5,SATA 3.0 Gb/s
OCZ Colossus LT,,https://pcpartpicker.com/product/n3JwrH/ocz-internal-hard-drive-oczssd21clslt250g,250,,SSD,128,3.5,SATA 3.0 Gb/s
OCZ Vertex 2 EX,,https://pcpartpicker.com/product/wGFPxr/ocz-internal-hard-drive-oczssd22vtxex200g,200,,SSD,,2.5,SATA 3.0 Gb/s
OCZ Vertex Limited,,https://pcpartpicker.com/product/JvGkcf/ocz-internal-hard-drive-oczssd21vtxle100g,100,,SSD,,2.5,SATA 3.0 Gb/s
OCZ Agility 2,,https://pcpartpicker.com/product/RfLypg/ocz-internal-hard-drive-oczssd22agt400g,400,,SSD,,2.5,SATA 3.0 Gb/s
OCZ Vertex Turbo,,https://pcpartpicker.com/product/8hXfrH/ocz-internal-hard-drive-oczssd21vtxt30g,30,,SSD,,2.5,SATA 3.0 Gb/s
OCZ Vertex Turbo,,https://pcpartpicker.com/product/kkZQzy/ocz-internal-hard-drive-oczssd21vtxt120g,120,,SSD,,2.5,SATA 3.0 Gb/s
OCZ Vertex,,https://pcpartpicker.com/product/r9H323/ocz-internal-hard-drive-oczssd21vtx30g,30,,SSD,,2.5,SATA 3.0 Gb/s
OCZ Agility,,https://pcpartpicker.com/product/TvGkcf/ocz-internal-hard-drive-oczssd21agt250g,250,,SSD,,2.5,SATA 3.0 Gb/s
Hitachi Deskstar,,https://pcpartpicker.com/product/b2CwrH/hitachi-internal-hard-drive-hd31000idk7k,1000,,7200,32,3.5,SATA 3.0 Gb/s
Western Digital VelociRaptor,,https://pcpartpicker.com/product/Nzckcf/western-digital-internal-hard-drive-wd3000glfsrtl,300,,10000,16,3.5,SATA 3.0 Gb/s
Western Digital Caviar SE,,https://pcpartpicker.com/product/YdQypg/western-digital-internal-hard-drive-wd3200jbrtl,320,,7200,8,3.5,PATA 100
Seagate Barracuda LP,129,https://pcpartpicker.com/product/PJ9KHx/seagate-internal-hard-drive-st31000520as,1000,0.129,5900,32,3.5,SATA 3.0 Gb/s
Seagate BarraCuda,,https://pcpartpicker.com/product/GjV48d/seagate-internal-hard-drive-st3160318as,160,,7200,8,3.5,SATA 3.0 Gb/s
Western Digital RE4-GP,,https://pcpartpicker.com/product/RFNp99/western-digital-internal-hard-drive-wd1502fyps,1500,,5400,64,3.5,SATA 3.0 Gb/s
Western Digital VelociRaptor,,https://pcpartpicker.com/product/hwQypg/western-digital-internal-hard-drive-wdbacn6000ancnrsn,600,,10000,32,3.5,SATA 6.0 Gb/s
Kingston SSDNow V+,,https://pcpartpicker.com/product/zQW9TW/kingston-internal-hard-drive-snvp325s2b64gb,64,,SSD,,2.5,SATA 3.0 Gb/s
Kingston SSDNow V100,,https://pcpartpicker.com/product/D9mLrH/kingston-internal-hard-drive-sv100s2d256gz,256,,SSD,,2.5,SATA 3.0 Gb/s
Kingston SSDNow V100,,https://pcpartpicker.com/product/GyPfrH/kingston-internal-hard-drive-sv100s2n128gz,128,,SSD,,2.5,SATA 3.0 Gb/s
Kingston SSDNow V100,,https://pcpartpicker.com/product/rZTmP6/kingston-internal-hard-drive-sv100s2n64gz,64,,SSD,,2.5,SATA 3.0 Gb/s
Crucial RealSSD C300,,https://pcpartpicker.com/product/yYFPxr/crucial-internal-hard-drive-ctfddac256mag1g1,256,,SSD,,2.5,SATA 6.0 Gb/s
Crucial RealSSD C300,,https://pcpartpicker.com/product/vrjG3C/crucial-internal-hard-drive-ctfddac256mag1g1cca,256,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Vertex 2,,https://pcpartpicker.com/product/X8g323/ocz-internal-hard-drive-oczssd32vtx120g,120,,SSD,,3.5,SATA 3.0 Gb/s
OCZ Agility 2,,https://pcpartpicker.com/product/RrjG3C/ocz-internal-hard-drive-oczssd22agte90g,90,,SSD,,2.5,SATA 3.0 Gb/s
OCZ Agility 2,,https://pcpartpicker.com/product/HPBv6h/ocz-internal-hard-drive-oczssd32agt90g,90,,SSD,,3.5,SATA 3.0 Gb/s
G.Skill Sniper Gaming,,https://pcpartpicker.com/product/BXrG3C/gskill-internal-hard-drive-fm25s2s60gbsr,60,,SSD,,2.5,SATA 3.0 Gb/s
G.Skill Phoenix Pro,,https://pcpartpicker.com/product/ztfp99/gskill-internal-hard-drive-fm25s2s60gbp2,60,,SSD,,2.5,SATA 3.0 Gb/s
G.Skill Phoenix,,https://pcpartpicker.com/product/Zhckcf/gskill-internal-hard-drive-fm25s2s120gbp1,120,,SSD,,2.5,SATA 3.0 Gb/s
Patriot Inferno,,https://pcpartpicker.com/product/TGTmP6/patriot-internal-hard-drive-pi60gs25ssdr,60,,SSD,,2.5,SATA 3.0 Gb/s
Hitachi A7K1000,,https://pcpartpicker.com/product/Jzckcf/hitachi-internal-hard-drive-0a35770,500,,7200,32,3.5,SATA 3.0 Gb/s
Western Digital Caviar Black,,https://pcpartpicker.com/product/bFNp99/western-digital-internal-hard-drive-wdbaaz0020hncnrsn,2000,,7200,32,3.5,SATA 3.0 Gb/s
OCZ Vertex 2,,https://pcpartpicker.com/product/TdV48d/ocz-internal-hard-drive-oczssd22vtx320g,320,,SSD,,2.5,SATA 3.0 Gb/s
Patriot Torqx TRB,,https://pcpartpicker.com/product/6Tckcf/patriot-internal-hard-drive-pt32gs25ssdr,32,,SSD,,2.5,SATA 3.0 Gb/s
Kingston SSDNow V,,https://pcpartpicker.com/product/Ts4gXL/kingston-internal-hard-drive-snv425s2bd128gb,128,,SSD,,2.5,SATA 3.0 Gb/s
Corsair Performance 3,,https://pcpartpicker.com/product/pyPfrH/corsair-internal-hard-drive-cssdp364gb2brkt,64,,SSD,,2.5,SATA 6.0 Gb/s
Corsair Performance 3,,https://pcpartpicker.com/product/tw2kcf/corsair-internal-hard-drive-cssdp3256gb2brkt,256,,SSD,,2.5,SATA 6.0 Gb/s
Corsair Performance 3,,https://pcpartpicker.com/product/g8g323/corsair-internal-hard-drive-cssdp3128gb2brkt,128,,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow V+100,,https://pcpartpicker.com/product/cZTmP6/kingston-internal-hard-drive-svp100s296g,96,,SSD,,2.5,SATA 3.0 Gb/s
Western Digital Caviar Green,99.95,https://pcpartpicker.com/product/VdV48d/western-digital-internal-hard-drive-wd7500aars,750,0.133,5400,64,3.5,SATA 3.0 Gb/s
Seagate SV35,,https://pcpartpicker.com/product/YPBv6h/seagate-internal-hard-drive-st31000526sv,1000,,7200,32,3.5,SATA 6.0 Gb/s
OCZ Vertex 2,,https://pcpartpicker.com/product/8FNp99/ocz-internal-hard-drive-oczssd22vtx120g,120,,SSD,,2.5,SATA 3.0 Gb/s
Corsair Force,,https://pcpartpicker.com/product/D4Lypg/corsair-internal-hard-drive-cssdf80gb2brkta,80,,SSD,,2.5,SATA 3.0 Gb/s
OCZ Agility 2,,https://pcpartpicker.com/product/KHmLrH/ocz-internal-hard-drive-oczssd32agt240g,240,,SSD,,3.5,SATA 3.0 Gb/s
ADATA S599,,https://pcpartpicker.com/product/DqZQzy/a-data-internal-hard-drive-as599s128gmnp,128,,SSD,,2.5,SATA 3.0 Gb/s
ADATA S599,,https://pcpartpicker.com/product/hkQypg/a-data-internal-hard-drive-as599s64gmnp,64,,SSD,,2.5,SATA 3.0 Gb/s
Hitachi H3IK30003254SW,,https://pcpartpicker.com/product/wcDwrH/hitachi-internal-hard-drive-h3ik30003254sw0s03230,3000,,5400,32,3.5,SATA 6.0 Gb/s
Intel 320,,https://pcpartpicker.com/product/8HmLrH/intel-internal-hard-drive-ssdsa2cw120g3k5,120,,SSD,,2.5,SATA 3.0 Gb/s
Patriot Torqx 2,,https://pcpartpicker.com/product/C4Lypg/patriot-internal-hard-drive-pt2128gs25ssdr,128,,SSD,,2.5,SATA 3.0 Gb/s
Intel 320,,https://pcpartpicker.com/product/ytDwrH/intel-internal-hard-drive-ssdsa2cw300g310,300,,SSD,,2.5,SATA 3.0 Gb/s
Seagate Momentus 7200 FDE.2,,https://pcpartpicker.com/product/cjrG3C/seagate-internal-hard-drive-st9500421as,500,,7200,16,2.5,SATA 3.0 Gb/s
Seagate Momentus 5400.6,,https://pcpartpicker.com/product/y3YXsY/seagate-internal-hard-drive-st9160314as,160,,5400,8,2.5,SATA 3.0 Gb/s
Hitachi 0Y30055,87.52,https://pcpartpicker.com/product/vhzv6h/hitachi-internal-hard-drive-0y30055,500,0.175,5400,8,2.5,SATA 3.0 Gb/s
Hitachi Travelstar 5K500.B,,https://pcpartpicker.com/product/pMW9TW/hitachi-internal-hard-drive-0y30081,160,,5400,8,2.5,SATA 3.0 Gb/s
Western Digital Scorpio Black,,https://pcpartpicker.com/product/Kdh9TW/western-digital-internal-hard-drive-wd7500bpkt,750,,7200,16,2.5,SATA 3.0 Gb/s
Western Digital Scorpio Black,,https://pcpartpicker.com/product/2fTmP6/western-digital-internal-hard-drive-wd5000bpkt,500,,7200,16,2.5,SATA 3.0 Gb/s
Seagate Momentus 7200.4,,https://pcpartpicker.com/product/4mMFf7/seagate-internal-hard-drive-st9250410as,250,,7200,16,2.5,SATA 3.0 Gb/s
Seagate Constellation.2,57.99,https://pcpartpicker.com/product/sBBv6h/seagate-internal-hard-drive-st9250610ns,250,0.232,7200,64,2.5,SATA 6.0 Gb/s
Seagate ST90250N1A1AS-RK,,https://pcpartpicker.com/product/dw4gXL/seagate-internal-hard-drive-st90250n1a1asrk,250,,5400,8,2.5,SATA 3.0 Gb/s
Seagate Momentus 7200.4,,https://pcpartpicker.com/product/KbPfrH/seagate-internal-hard-drive-st320lt023,320,,7200,16,2.5,SATA 3.0 Gb/s
Crucial M4,,https://pcpartpicker.com/product/4w4gXL/crucial-internal-hard-drive-ct512m4ssd2cca,512,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Solid 3,,https://pcpartpicker.com/product/GtDwrH/ocz-internal-hard-drive-sld325sat3120g,120,,SSD,,2.5,SATA 6.0 Gb/s
Samsung Spinpoint M8,,https://pcpartpicker.com/product/VQH323/samsung-internal-hard-drive-hnm750mbb,750,,5400,8,2.5,SATA 3.0 Gb/s
Seagate Momentus 7200 FDE.2,,https://pcpartpicker.com/product/r8tCmG/seagate-internal-hard-drive-st9160418asg,160,,7200,16,2.5,SATA 3.0 Gb/s
Intel 320,,https://pcpartpicker.com/product/fLmLrH/intel-internal-hard-drive-ssdsa2bw160g301,160,,SSD,,2.5,SATA 3.0 Gb/s
Corsair Force GT,,https://pcpartpicker.com/product/8tDwrH/corsair-internal-hard-drive-cssdf60gbgtbk,60,,SSD,,2.5,SATA 6.0 Gb/s
Plextor PX-M2,,https://pcpartpicker.com/product/6WQypg/plextor-internal-hard-drive-px64m2s,64,,SSD,,2.5,SATA 6.0 Gb/s
Plextor PX-M2,,https://pcpartpicker.com/product/jrbp99/plextor-internal-hard-drive-px128m2s,128,,SSD,,2.5,SATA 6.0 Gb/s
Toshiba MK1656GSY,,https://pcpartpicker.com/product/TkQypg/toshiba-internal-hard-drive-mk1656gsy,160,,7200,16,2.5,SATA 3.0 Gb/s
Toshiba MK3261GSYN,,https://pcpartpicker.com/product/ZbPfrH/toshiba-internal-hard-drive-mk3261gsyn,320,,7200,16,2.5,SATA 3.0 Gb/s
Hitachi Travelstar,,https://pcpartpicker.com/product/bYDwrH/hitachi-internal-hard-drive-h2ik5001672sp,500,,7200,16,2.5,SATA 3.0 Gb/s
Seagate Momentus,,https://pcpartpicker.com/product/vJ3RsY/seagate-internal-hard-drive-st9750423as,750,,5400,16,2.5,SATA 3.0 Gb/s
ADATA S511,,https://pcpartpicker.com/product/dkQypg/a-data-internal-hard-drive-as511s3120gmc,120,,SSD,,2.5,SATA 6.0 Gb/s
Kingston HyperX,,https://pcpartpicker.com/product/bXckcf/kingston-internal-hard-drive-sh100s3240g,240,,SSD,,2.5,SATA 6.0 Gb/s
SanDisk Ultra,,https://pcpartpicker.com/product/JbMFf7/sandisk-internal-hard-drive-sdssdh240gg25,240,,SSD,,2.5,SATA 3.0 Gb/s
Patriot Pyro,,https://pcpartpicker.com/product/VcphP6/patriot-internal-hard-drive-pp60gs25ssdr,60,,SSD,,2.5,SATA 6.0 Gb/s
Western Digital VelociRaptor,,https://pcpartpicker.com/product/GqFPxr/western-digital-internal-hard-drive-wd1500hlhx,150,,10000,32,3.5,SATA 6.0 Gb/s
Hitachi Travelstar Z5K320,,https://pcpartpicker.com/product/bLQypg/hitachi-internal-hard-drive-hts543225a7a384,250,,5400,8,2.5,SATA 3.0 Gb/s
OCZ Vertex Plus,,https://pcpartpicker.com/product/XbMFf7/ocz-internal-hard-drive-oczssd21vtxpl60g,60,,SSD,64,2.5,SATA 3.0 Gb/s
Patriot Pyro,,https://pcpartpicker.com/product/jHyFf7/patriot-internal-hard-drive-pp240gs25ssdr,240,,SSD,,2.5,SATA 6.0 Gb/s
Mushkin Chronos,,https://pcpartpicker.com/product/CdR48d/mushkin-internal-hard-drive-mknssdcr120gb,120,,SSD,,2.5,SATA 6.0 Gb/s
Mushkin Chronos,,https://pcpartpicker.com/product/rcphP6/mushkin-internal-hard-drive-mknssdcr60gb,60,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Colossus Plus,,https://pcpartpicker.com/product/4NCwrH/ocz-internal-hard-drive-clspl35sat2120g,120,,SSD,128,3.5,SATA 3.0 Gb/s
Corsair Force 3,,https://pcpartpicker.com/product/NyCwrH/corsair-internal-hard-drive-cssdf120gb3abk,120,,SSD,,2.5,SATA 6.0 Gb/s
Samsung 470,,https://pcpartpicker.com/product/wqFPxr/samsung-internal-hard-drive-mz5pa256bam,256,,SSD,,2.5,SATA 3.0 Gb/s
Seagate Momentus 5400.6,,https://pcpartpicker.com/product/Xfbp99/seagate-internal-hard-drive-st320lt022,320,,5400,8,2.5,SATA 3.0 Gb/s
OCZ Colossus 2,,https://pcpartpicker.com/product/sQJwrH/ocz-internal-hard-drive-oczssd32cls960g,960,,SSD,,3.5,SATA 3.0 Gb/s
Corsair Force 3,,https://pcpartpicker.com/product/JQJwrH/corsair-internal-hard-drive-cssdf90gb3bk,90,,SSD,,2.5,SATA 6.0 Gb/s
Western Digital VelociRaptor,,https://pcpartpicker.com/product/tYjG3C/western-digital-internal-hard-drive-wd1500blhx,150,,10000,32,2.5,SATA 3.0 Gb/s
Seagate Constellation ES,,https://pcpartpicker.com/product/KDW9TW/seagate-internal-hard-drive-st2000nm0011,2000,,7200,64,3.5,SATA 6.0 Gb/s
Corsair Force 3,,https://pcpartpicker.com/product/CQJwrH/corsair-internal-hard-drive-cssdf180gb3bk,180,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Synapse Cache,,https://pcpartpicker.com/product/csGkcf/ocz-internal-hard-drive-syn25sat3128g,128,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Agility 3,,https://pcpartpicker.com/product/ZyCwrH/ocz-internal-hard-drive-agt325sat3480g,480,,SSD,,2.5,SATA 6.0 Gb/s
Corsair Force GT,,https://pcpartpicker.com/product/WQJwrH/corsair-internal-hard-drive-cssdf480gbgtbk,480,,SSD,,2.5,SATA 6.0 Gb/s
Samsung 830,,https://pcpartpicker.com/product/nbMFf7/samsung-internal-hard-drive-mz7pc064dam,64,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Agility 3,,https://pcpartpicker.com/product/tPrG3C/ocz-internal-hard-drive-agt325sat390g,90,,SSD,,2.5,SATA 6.0 Gb/s
Plextor PX-M2P,,https://pcpartpicker.com/product/T8Np99/plextor-internal-hard-drive-px128m2p,128,,SSD,256,2.5,SATA 6.0 Gb/s
Corsair Performance Pro,,https://pcpartpicker.com/product/r96BD3/corsair-internal-hard-drive-cssdp128gbpbk,128,,SSD,256,2.5,SATA 6.0 Gb/s
Kingston SSDNow V200,,https://pcpartpicker.com/product/nmsKHx/kingston-internal-hard-drive-sv200s37a64g,64,,SSD,,2.5,SATA 6.0 Gb/s
Samsung 830,,https://pcpartpicker.com/product/hDW9TW/samsung-internal-hard-drive-fmz7pc064dam,64,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Vertex Plus,,https://pcpartpicker.com/product/7P4gXL/ocz-internal-hard-drive-oczssd21vtxpl240g,240,,SSD,64,2.5,SATA 3.0 Gb/s
Patriot Pyro SE,,https://pcpartpicker.com/product/6hQypg/patriot-internal-hard-drive-ppse240gs25ssdr,240,,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow V200,,https://pcpartpicker.com/product/D3xfrH/kingston-internal-hard-drive-sv200s3d7128g,128,,SSD,,2.5,SATA 6.0 Gb/s
Plextor PX-M3S,,https://pcpartpicker.com/product/CbJwrH/plextor-internal-hard-drive-px128m3,128,,SSD,256,2.5,SATA 6.0 Gb/s
ADATA S510,,https://pcpartpicker.com/product/TYxfrH/a-data-internal-hard-drive-as510s360gmc,60,,SSD,,2.5,SATA 6.0 Gb/s
ADATA S510,,https://pcpartpicker.com/product/fFV48d/a-data-internal-hard-drive-as510s3120gmo,120,,SSD,,2.5,SATA 6.0 Gb/s
Crucial M4,,https://pcpartpicker.com/product/VmtCmG/crucial-internal-hard-drive-ct256m4ssd1,256,,SSD,,2.5,SATA 6.0 Gb/s
Crucial M4,,https://pcpartpicker.com/product/2WphP6/crucial-internal-hard-drive-ct064m4ssd1,64,,SSD,,2.5,SATA 6.0 Gb/s
Axiom Signature III,,https://pcpartpicker.com/product/7yMFf7/axiom-internal-hard-drive-ssd25a32480ax,480,,SSD,,2.5,SATA 6.0 Gb/s
Mushkin Chronos Deluxe,,https://pcpartpicker.com/product/jLZQzy/mushkin-internal-hard-drive-mknssdcr480gbdx,480,,SSD,,2.5,SATA 6.0 Gb/s
Intel 520,,https://pcpartpicker.com/product/sP4gXL/intel-internal-hard-drive-ssdsc2cw240a3k5,240,,SSD,,2.5,SATA 6.0 Gb/s
Verbatim Verbatim SATA II,,https://pcpartpicker.com/product/B7xfrH/verbatim-internal-hard-drive-47371,128,,SSD,,2.5,SATA 3.0 Gb/s
Verbatim Verbatim SATA II,,https://pcpartpicker.com/product/TVNp99/verbatim-internal-hard-drive-47372,256,,SSD,,2.5,SATA 3.0 Gb/s
Verbatim Verbatim SATA II,,https://pcpartpicker.com/product/Y8V48d/verbatim-internal-hard-drive-47477,64,,SSD,,2.5,SATA 3.0 Gb/s
Corsair Nova Series 2,,https://pcpartpicker.com/product/mvMFf7/corsair-internal-hard-drive-cssdv30gb2a,30,,SSD,,2.5,SATA 3.0 Gb/s
Plextor M3 Pro,,https://pcpartpicker.com/product/sg6BD3/plextor-internal-hard-drive-px256m3p,256,,SSD,512,2.5,SATA 6.0 Gb/s
Samsung 830,,https://pcpartpicker.com/product/HKjG3C/samsung-internal-hard-drive-mz7pc256bww,256,,SSD,,2.5,SATA 6.0 Gb/s
Seagate Momentus 5400.6,,https://pcpartpicker.com/product/8s2kcf/seagate-internal-hard-drive-st250lt020,250,,5400,8,2.5,SATA 3.0 Gb/s
ADATA XPG SX900,,https://pcpartpicker.com/product/YDLypg/a-data-internal-hard-drive-asx900s3128gmc,128,,SSD,,2.5,SATA 6.0 Gb/s
ADATA Premier Pro SP900,,https://pcpartpicker.com/product/2dkD4D/a-data-internal-hard-drive-asp900s3128gmc,128,,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow V+200,,https://pcpartpicker.com/product/RcXfrH/kingston-internal-hard-drive-svp200s390g,90,,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow V+200,,https://pcpartpicker.com/product/8G8Zxr/kingston-internal-hard-drive-svp200s3b90g,90,,SSD,,2.5,SATA 6.0 Gb/s
Seagate Constellation ES.2,252.3,https://pcpartpicker.com/product/vMh9TW/seagate-internal-hard-drive-st32000645ns,2000,0.126,7200,64,3.5,SATA 6.0 Gb/s
Seagate Momentus Thin,,https://pcpartpicker.com/product/HcXfrH/seagate-internal-hard-drive-st320lt020,320,,5400,16,2.5,SATA 3.0 Gb/s
Western Digital AV-GP,,https://pcpartpicker.com/product/bbJwrH/western-digital-internal-hard-drive-wd3200audx,320,,5400,32,3.5,SATA 6.0 Gb/s
Seagate Constellation ES,,https://pcpartpicker.com/product/MJLypg/seagate-internal-hard-drive-st1000nm0031,1000,,7200,64,3.5,SATA 6.0 Gb/s
Western Digital Scorpio Blue,121.73,https://pcpartpicker.com/product/4qtCmG/western-digital-internal-hard-drive-wd2500lpvt,250,0.487,5400,8,2.5,SATA 3.0 Gb/s
OCZ Agility 2,,https://pcpartpicker.com/product/27V48d/ocz-internal-hard-drive-oczssd32agt360g,360,,SSD,,3.5,SATA 3.0 Gb/s
OCZ Vertex Plus R2,,https://pcpartpicker.com/product/whfp99/ocz-internal-hard-drive-vtxplr225sat2120gb,120,,SSD,,2.5,SATA 3.0 Gb/s
Transcend Transcend SLC,,https://pcpartpicker.com/product/vWkD4D/transcend-internal-hard-drive-ts32gssd25ss,32,,SSD,,2.5,SATA 1.5 Gb/s
OCZ Agility 4,,https://pcpartpicker.com/product/4nzv6h/ocz-internal-hard-drive-agt425sat3256g,256,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Agility 4,,https://pcpartpicker.com/product/Zfw323/ocz-internal-hard-drive-agt425sat3128g,128,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Vertex 3 Low Profile 7mm,,https://pcpartpicker.com/product/PX8Zxr/ocz-internal-hard-drive-vtx3lp25sat3480g,480,,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow V+200,,https://pcpartpicker.com/product/jGQypg/kingston-internal-hard-drive-svp200s3120g,120,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Octane,,https://pcpartpicker.com/product/TrK7YJ/ocz-internal-hard-drive-oct125sat31t,1000,,SSD,,2.5,SATA 6.0 Gb/s
Seagate Momentus Thin,,https://pcpartpicker.com/product/tQkD4D/seagate-internal-hard-drive-st320lt014,320,,7200,16,2.5,SATA 3.0 Gb/s
Seagate Momentus Thin,,https://pcpartpicker.com/product/Xnzv6h/seagate-internal-hard-drive-st160lt007,160,,7200,16,2.5,SATA 3.0 Gb/s
Western Digital AV-GP,,https://pcpartpicker.com/product/8ZphP6/western-digital-internal-hard-drive-wd25eurs,2500,,5400,64,3.5,SATA 3.0 Gb/s
Kingston SSDNow V+200,,https://pcpartpicker.com/product/QBCwrH/kingston-internal-hard-drive-kws23804b,480,,SSD,,2.5,SATA 6.0 Gb/s
Transcend SSD320,,https://pcpartpicker.com/product/ftZQzy/transcend-internal-hard-drive-ts128gssd320,128,,SSD,,2.5,SATA 6.0 Gb/s
PNY Prevail Elite,,https://pcpartpicker.com/product/nFjG3C/pny-internal-hard-drive-ssd9sc120gedapb,120,,SSD,,2.5,SATA 6.0 Gb/s
Plextor M5S,,https://pcpartpicker.com/product/DNtCmG/plextor-internal-hard-drive-px128m5s,128,,SSD,256,2.5,SATA 6.0 Gb/s
Intel 330,,https://pcpartpicker.com/product/7BCwrH/intel-internal-hard-drive-ssdsc2ct240a3k5,240,,SSD,,2.5,SATA 6.0 Gb/s
Crucial V4,,https://pcpartpicker.com/product/wJK7YJ/crucial-internal-hard-drive-ct256v4ssd2baa,256,,SSD,,2.5,SATA 3.0 Gb/s
OCZ R4,,https://pcpartpicker.com/product/t2PfrH/ocz-internal-hard-drive-zd4rm84hh12t,1200,,SSD,,PCIe,PCIe x8
OCZ RevoDrive,,https://pcpartpicker.com/product/XDg323/ocz-internal-hard-drive-oczssdpx1rvd0050,50,,SSD,,PCIe,PCIe x4
OCZ RevoDrive,,https://pcpartpicker.com/product/94fp99/ocz-internal-hard-drive-oczssdpx1rvd0120,120,,SSD,,PCIe,PCIe x4
OCZ Z-Drive R2 P88,,https://pcpartpicker.com/product/Bfzv6h/ocz-internal-hard-drive-oczssdpxzd2p881t,1000,,SSD,,PCIe,PCIe x8
OCZ RevoDrive 3 X2,,https://pcpartpicker.com/product/3ZYXsY/ocz-internal-hard-drive-rvd3x2fhpx4240g,240,,SSD,,PCIe,PCIe x4
Crucial V4,,https://pcpartpicker.com/product/77V48d/crucial-internal-hard-drive-ct032v4ssd2cca,32,,SSD,,2.5,SATA 3.0 Gb/s
Seagate Momentus XT,187.5,https://pcpartpicker.com/product/bZbp99/seagate-internal-hard-drive-st95005620as,500,0.375,7200,32,2.5,SATA 3.0 Gb/s
PNY XLR8,,https://pcpartpicker.com/product/k6JwrH/pny-internal-hard-drive-ssd9sc480gmdarb,480,,SSD,,2.5,SATA 6.0 Gb/s
PNY XLR8,,https://pcpartpicker.com/product/x6JwrH/pny-internal-hard-drive-ssd9sc240gmdarb,240,,SSD,,2.5,SATA 6.0 Gb/s
Toshiba Solid State Drive,,https://pcpartpicker.com/product/mb3RsY/toshiba-internal-hard-drive-hdts124xzswa,240,,SSD,,2.5,SATA 6.0 Gb/s
Toshiba Solid State Drive,,https://pcpartpicker.com/product/8fw323/toshiba-internal-hard-drive-hdts106xzswa,60,,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow KC100,310,https://pcpartpicker.com/product/ptZQzy/kingston-internal-hard-drive-skc100s3240g,240,1.292,SSD,,2.5,SATA 6.0 Gb/s
Toshiba MK2561GSYN,,https://pcpartpicker.com/product/rvXfrH/toshiba-internal-hard-drive-mk2561gsyn,250,,7200,16,2.5,SATA 3.0 Gb/s
Seagate Constellation CS,,https://pcpartpicker.com/product/KKvRsY/seagate-internal-hard-drive-st2000nc001,2000,,7200,64,3.5,SATA 6.0 Gb/s
Toshiba MK6476GSX,,https://pcpartpicker.com/product/jvXfrH/toshiba-internal-hard-drive-mk6476gsx,640,,5400,8,2.5,SATA 3.0 Gb/s
Mushkin Chronos,,https://pcpartpicker.com/product/7ZNp99/mushkin-internal-hard-drive-mknssdcr480gb7,480,,SSD,,2.5,SATA 6.0 Gb/s
Samsung Spinpoint M8,,https://pcpartpicker.com/product/GVkD4D/samsung-internal-hard-drive-hnm250mbbst250lm004,250,,5400,8,2.5,SATA 3.0 Gb/s
Samsung Spinpoint M8,,https://pcpartpicker.com/product/wjdqqs/samsung-internal-hard-drive-st640lm001hnm640mbb,640,,5400,8,2.5,SATA 3.0 Gb/s
Toshiba PH3200U-1I72,,https://pcpartpicker.com/product/N9kD4D/toshiba-internal-hard-drive-ph3200u1i72,2000,,7200,64,3.5,SATA 6.0 Gb/s
Kingston SSDNow V300,,https://pcpartpicker.com/product/Ytzv6h/kingston-internal-hard-drive-sv300s3d7120g,120,,SSD,,2.5,SATA 6.0 Gb/s
Intel DC S3700,417,https://pcpartpicker.com/product/XQrG3C/intel-internal-hard-drive-ssdsc2ba200g301,200,2.085,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow V300,,https://pcpartpicker.com/product/QHCwrH/kingston-internal-hard-drive-sv300s3n7a240g,240,,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow V300,,https://pcpartpicker.com/product/F2JwrH/kingston-internal-hard-drive-sv300s3d7240g,240,,SSD,,2.5,SATA 6.0 Gb/s
PNY Prevail Elite,,https://pcpartpicker.com/product/f4ckcf/pny-internal-hard-drive-ssd9sc480gedapb,480,,SSD,,2.5,SATA 6.0 Gb/s
Corsair Neutron,,https://pcpartpicker.com/product/9M9KHx/corsair-internal-hard-drive-cssdn128gb3bk,128,,SSD,,2.5,SATA 6.0 Gb/s
Corsair Neutron,,https://pcpartpicker.com/product/7xphP6/corsair-internal-hard-drive-cssdn256gb3bk,256,,SSD,,2.5,SATA 6.0 Gb/s
Intel 313,,https://pcpartpicker.com/product/8qvRsY/intel-internal-hard-drive-ssdmaexc024g301,24,,SSD,,mSATA,mSATA
