url,Manufacturer,Part #,Socket / CPU,Form Factor,Chipset,Memory Max,Memory Type,Memory Slots,Memory Speed,Color,PCIe x16 Slots,PCIe x8 Slots,PCIe x4 Slots,PCIe x1 Slots,PCI Slots,M.2 Slots,Mini-PCIe Slots,Half Mini-PCIe Slots,Mini-PCIe / mSATA Slots,mSATA Slots,SATA 6.0 Gb/s,Onboard Ethernet,Onboard Video,USB 2.0 Headers,USB 2.0 Headers (Single Port),USB 3.2 Gen 1 Headers,USB 3.2 Gen 2 Headers,USB 3.2 Gen 2x2 Headers,Supports ECC,Wireless Networking,RAID Support,Uses Back-Connect Connectors,Manufacturer,Part #,Socket / CPU,Form Factor,Chipset,Memory Max,Memory Type,Memory Slots,Memory Speed,Color,PCIe x16 Slots,PCIe x8 Slots,PCIe x4 Slots,PCIe x1 Slots,PCI Slots,M.2 Slots,Mini-PCIe Slots,Half Mini-PCIe Slots,Mini-PCIe / mSATA Slots,mSATA Slots,SATA 6.0 Gb/s,Onboard Ethernet,Onboard Video,USB 2.0 Headers,USB 2.0 Headers (Single Port),USB 3.2 Gen 1 Headers,USB 3.2 Gen 2 Headers,USB 3.2 Gen 2x2 Headers,Supports ECC,Wireless Networking,RAID Support,Uses Back-Connect Connectors,
https://pcpartpicker.com/product/MfZ9TW/msi-mag-b550-tomahawk-max-wifi-atx-am4-motherboard-mag-b550-tomahawk-max-wifi,MSI,MAG B550 TOMAHAWK MAX WIFI 7C94-043R,AM4,ATX,AMD B550,128 GB,DDR4,4,DDR4-2133 DDR4-2400 DDR4-2666 DDR4-2933 DDR4-3000 DDR4-3200 DDR4-3300 DDR4-3333 DDR4-3400 DDR4-3466 DDR4-3600 DDR4-3733 DDR4-3866 DDR4-4000 DDR4-4133 DDR4-4200 DDR4-4266 DDR4-4300 DDR4-4400 DDR4-4533 DDR4-4600 DDR4-4800 DDR4-4866 DDR4-5000 DDR4-5100,Silver / Black,CrossFire Capable,2,0,0,2,0,2242/2260/2280/22110 M-key 2242/2260/2280 M-key 2230 E-key,0,0,0,0,6,1 x 2.5 Gb/s (Realtek RTL8125B),Depends on CPU,2,0,1,1,0,No,Wi-Fi 6,Yes,No,MSI,MAG B550 TOMAHAWK MAX WIFI 7C94-043R,AM4,ATX,AMD B550,128 GB,DDR4,4,DDR4-2133 DDR4-2400 DDR4-2666 DDR4-2933 DDR4-3000 DDR4-3200 DDR4-3300 DDR4-3333 DDR4-3400 DDR4-3466 DDR4-3600 DDR4-3733 DDR4-3866 DDR4-4000 DDR4-4133 DDR4-4200 DDR4-4266 DDR4-4300 DDR4-4400 DDR4-4533 DDR4-4600 DDR4-4800 DDR4-4866 DDR4-5000 DDR4-5100,Silver / Black,CrossFire Capable,2,0,0,2,0,2242/2260/2280/22110 M-key 2242/2260/2280 M-key 2230 E-key,0,0,0,0,6,1 x 2.5 Gb/s (Realtek RTL8125B),Depends on CPU,2,0,1,1,0,No,Wi-Fi 6,Yes,No,
https://pcpartpicker.com/product/CsvD4D/msi-pro-z790-a-max-wifi-atx-lga1700-motherboard-pro-z790-a-max-wifi,MSI,PRO Z790-A MAX WIFI 7E07-014R 911-7E07-014,LGA1700,ATX,Intel Z790,192 GB,DDR5,4,DDR5-4800 DDR5-5000 DDR5-5200 DDR5-5400 DDR5-5600 DDR5-5800 DDR5-6000 DDR5-6200 DDR5-6400 DDR5-6600 DDR5-6800 DDR5-7000 DDR5-7200 DDR5-7400 DDR5-7600 DDR5-7800,Silver / Black,3,0,0,1,0,2242/2260/2280/22110 M-key 2242/2260/2280 M-key 2242/2260/2280 M-key 2242/2260/2280 M-key 2230 E-key,0,0,0,0,6,1 x 2.5 Gb/s (Intel),Depends on CPU,2,0,1,1,0,No,Wi-Fi 7,Yes,No,MSI,PRO Z790-A MAX WIFI 7E07-014R 911-7E07-014,LGA1700,ATX,Intel Z790,192 GB,DDR5,4,DDR5-4800 DDR5-5000 DDR5-5200 DDR5-5400 DDR5-5600 DDR5-5800 DDR5-6000 DDR5-6200 DDR5-6400 DDR5-6600 DDR5-6800 DDR5-7000 DDR5-7200 DDR5-7400 DDR5-7600 DDR5-7800,Silver / Black,3,0,0,1,0,2242/2260/2280/22110 M-key 2242/2260/2280 M-key 2242/2260/2280 M-key 2242/2260/2280 M-key 2230 E-key,0,0,0,0,6,1 x 2.5 Gb/s (Intel),Depends on CPU,2,0,1,1,0,No,Wi-Fi 7,Yes,No,
https://pcpartpicker.com/product/bGfxFT/msi-mag-x670e-tomahawk-wifi-atx-am5-motherboard-mag-x670e-tomahawk-wifi,MSI,MAG X670E TOMAHAWK WIFI 7E12-001R 911-7E12-001,AM5,ATX,AMD X670E,192 GB,DDR5,4,DDR5-4800 DDR5-5000 DDR5-5200 DDR5-5400 DDR5-5600 DDR5-5800 DDR5-6000 DDR5-6200 DDR5-6400 DDR5-6600,Black,3,0,0,1,0,2280/22110 M-key 2260/2280 M-key 2260/2280 M-key 2260/2280 M-key,0,0,0,0,4,1 x 2.5 Gb/s (Realtek RTL8125BG),Depends on CPU,2,0,2,1,0,No,Wi-Fi 6E,Yes,No,MSI,MAG X670E TOMAHAWK WIFI 7E12-001R 911-7E12-001,AM5,ATX,AMD X670E,192 GB,DDR5,4,DDR5-4800 DDR5-5000 DDR5-5200 DDR5-5400 DDR5-5600 DDR5-5800 DDR5-6000 DDR5-6200 DDR5-6400 DDR5-6600,Black,3,0,0,1,0,2280/22110 M-key 2260/2280 M-key 2260/2280 M-key 2260/2280 M-key,0,0,0,0,4,1 x 2.5 Gb/s (Realtek RTL8125BG),Depends on CPU,2,0,2,1,0,No,Wi-Fi 6E,Yes,No,
https://pcpartpicker.com/product/CwjRsY/gigabyte-b650-aorus-elite-ax-ice-atx-am5-motherboard-b650-aorus-elite-ax-ice,Gigabyte,B650 AORUS ELITE AX ICE B650 A ELITE AX ICE,AM5,ATX,AMD B650,192 GB,DDR5,4,DDR5-4400 DDR5-4800 DDR5-5200 DDR5-5600 DDR5-6000 DDR5-6200 DDR5-6400 DDR5-6600 DDR5-6666 DDR5-6800 DDR5-7000 DDR5-7200 DDR5-7600 DDR5-7800 DDR5-8000,Silver,3,0,0,0,0,2580/25110 M-key 2580/25110 M-key 2580/25110 M-key,0,0,0,0,4,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,1,0,1,No,Wi-Fi 6E,Yes,No,Gigabyte,B650 AORUS ELITE AX ICE B650 A ELITE AX ICE,AM5,ATX,AMD B650,192 GB,DDR5,4,DDR5-4400 DDR5-4800 DDR5-5200 DDR5-5600 DDR5-6000 DDR5-6200 DDR5-6400 DDR5-6600 DDR5-6666 DDR5-6800 DDR5-7000 DDR5-7200 DDR5-7600 DDR5-7800 DDR5-8000,Silver,3,0,0,0,0,2580/25110 M-key 2580/25110 M-key 2580/25110 M-key,0,0,0,0,4,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,1,0,1,No,Wi-Fi 6E,Yes,No,
https://pcpartpicker.com/product/LdHqqs/msi-pro-b650m-p-micro-atx-am5-motherboard-pro-b650m-p,MSI,PRO B650M-P 7E27-001R 911-7E27-001,AM5,Micro ATX,AMD B650,192 GB,DDR5,4,DDR5-4800 DDR5-5000 DDR5-5200 DDR5-5400 DDR5-5600 DDR5-5800 DDR5-6000,Black / Silver,1,0,0,2,0,2260/2280 M-key 2260/2280 M-key,0,0,0,0,4,1 x 2.5 Gb/s (Realtek RTL8125BG),Depends on CPU,2,0,1,1,0,No,None,Yes,No,MSI,PRO B650M-P 7E27-001R 911-7E27-001,AM5,Micro ATX,AMD B650,192 GB,DDR5,4,DDR5-4800 DDR5-5000 DDR5-5200 DDR5-5400 DDR5-5600 DDR5-5800 DDR5-6000,Black / Silver,1,0,0,2,0,2260/2280 M-key 2260/2280 M-key,0,0,0,0,4,1 x 2.5 Gb/s (Realtek RTL8125BG),Depends on CPU,2,0,1,1,0,No,None,Yes,No,
https://pcpartpicker.com/product/TZPQzy/asrock-b660m-pro-rs-micro-atx-lga1700-motherboard-b660m-pro-rs,ASRock,B660M Pro RS 90-MXBGW0-A0UAYZ,LGA1700,Micro ATX,Intel B660,128 GB,DDR4,4,DDR4-2133 DDR4-2400 DDR4-2666 DDR4-2933 DDR4-3000 DDR4-3200 DDR4-3466 DDR4-3600 DDR4-3733 DDR4-3800 DDR4-4000 DDR4-4200 DDR4-4266 DDR4-4600 DDR4-4800,Gray / Black,CrossFire Capable,2,0,0,1,0,2242/2260/2280 M-key 2280 M-key 2230 E-key,0,0,0,0,4,1 x 1 Gb/s (Intel I219-V),Depends on CPU,2,0,1,1,0,No,None,Yes,No,ASRock,B660M Pro RS 90-MXBGW0-A0UAYZ,LGA1700,Micro ATX,Intel B660,128 GB,DDR4,4,DDR4-2133 DDR4-2400 DDR4-2666 DDR4-2933 DDR4-3000 DDR4-3200 DDR4-3466 DDR4-3600 DDR4-3733 DDR4-3800 DDR4-4000 DDR4-4200 DDR4-4266 DDR4-4600 DDR4-4800,Gray / Black,CrossFire Capable,2,0,0,1,0,2242/2260/2280 M-key 2280 M-key 2230 E-key,0,0,0,0,4,1 x 1 Gb/s (Intel I219-V),Depends on CPU,2,0,1,1,0,No,None,Yes,No,
https://pcpartpicker.com/product/PDsnTW/msi-b550m-pro-vdh-wifi-micro-atx-am4-motherboard-b550m-pro-vdh-wifi,MSI,B550M PRO-VDH WIFI 7C95-001R 911-7C95-008,AM4,Micro ATX,AMD B550,128 GB,DDR4,4,DDR4-1866 DDR4-2133 DDR4-2400 DDR4-2666 DDR4-2800 DDR4-2933 DDR4-3000 DDR4-3200 DDR4-3466 DDR4-3600 DDR4-3733 DDR4-3866 DDR4-4000 DDR4-4133 DDR4-4266 DDR4-4400,Black,1,0,0,2,0,2242/2260/2280 M-key 2242/2260/2280 M-key,0,0,0,0,4,1 x 1 Gb/s (Realtek RTL8111HN),Depends on CPU,2,0,1,1,0,No,Wi-Fi 5,Yes,No,MSI,B550M PRO-VDH WIFI 7C95-001R 911-7C95-008,AM4,Micro ATX,AMD B550,128 GB,DDR4,4,DDR4-1866 DDR4-2133 DDR4-2400 DDR4-2666 DDR4-2800 DDR4-2933 DDR4-3000 DDR4-3200 DDR4-3466 DDR4-3600 DDR4-3733 DDR4-3866 DDR4-4000 DDR4-4133 DDR4-4266 DDR4-4400,Black,1,0,0,2,0,2242/2260/2280 M-key 2242/2260/2280 M-key,0,0,0,0,4,1 x 1 Gb/s (Realtek RTL8111HN),Depends on CPU,2,0,1,1,0,No,Wi-Fi 5,Yes,No,
https://pcpartpicker.com/product/RH9wrH/gigabyte-b550m-k-micro-atx-am4-motherboard-b550m-k,Gigabyte,B550M K GA-B550M-K,AM4,Micro ATX,AMD B550,128 GB,DDR4,4,DDR4-2133 DDR4-2400 DDR4-2666 DDR4-2933 DDR4-3200 DDR4-3400 DDR4-3466 DDR4-3600 DDR4-3733 DDR4-3866 DDR4-4000 DDR4-4133 DDR4-4266 DDR4-4400 DDR4-4600 DDR4-4733,Brown / Silver,1,0,0,1,0,2280 M-key 2280 M-key,0,0,0,0,4,1 x 1 Gb/s (Realtek),Depends on CPU,1,0,1,0,0,No,None,Yes,No,Gigabyte,B550M K GA-B550M-K,AM4,Micro ATX,AMD B550,128 GB,DDR4,4,DDR4-2133 DDR4-2400 DDR4-2666 DDR4-2933 DDR4-3200 DDR4-3400 DDR4-3466 DDR4-3600 DDR4-3733 DDR4-3866 DDR4-4000 DDR4-4133 DDR4-4266 DDR4-4400 DDR4-4600 DDR4-4733,Brown / Silver,1,0,0,1,0,2280 M-key 2280 M-key,0,0,0,0,4,1 x 1 Gb/s (Realtek),Depends on CPU,1,0,1,0,0,No,None,Yes,No,
https://pcpartpicker.com/product/p8P8TW/asus-rog-strix-z790-a-gaming-wifi-ii-atx-lga1700-motherboard-rog-strix-z790-a-gaming-wifi-ii,Asus,ROG STRIX Z790-A GAMING WIFI II 90MB1FN0-M0EAY0 90MB1FN0-M0AAY0,LGA1700,ATX,Intel Z790,192 GB,DDR5,4,DDR5-4800 DDR5-5000 DDR5-5200 DDR5-5400 DDR5-5600 DDR5-5800 DDR5-6000 DDR5-6200 DDR5-6400 DDR5-6600 DDR5-6800 DDR5-7000 DDR5-7200 DDR5-7400 DDR5-7600 DDR5-7800 DDR5-8000,Black / Silver,2,0,0,1,0,2242/2260/2280/22110 M-key 2280 M-key 2280 M-key 2242/2260/2280/22110 M-key 2242/2260/2280 M-key,0,0,0,0,4,1 x 2.5 Gb/s (Intel),Depends on CPU,2,0,1,0,1,No,Wi-Fi 7,Yes,No,Asus,ROG STRIX Z790-A GAMING WIFI II 90MB1FN0-M0EAY0 90MB1FN0-M0AAY0,LGA1700,ATX,Intel Z790,192 GB,DDR5,4,DDR5-4800 DDR5-5000 DDR5-5200 DDR5-5400 DDR5-5600 DDR5-5800 DDR5-6000 DDR5-6200 DDR5-6400 DDR5-6600 DDR5-6800 DDR5-7000 DDR5-7200 DDR5-7400 DDR5-7600 DDR5-7800 DDR5-8000,Black / Silver,2,0,0,1,0,2242/2260/2280/22110 M-key 2280 M-key 2280 M-key 2242/2260/2280/22110 M-key 2242/2260/2280 M-key,0,0,0,0,4,1 x 2.5 Gb/s (Intel),Depends on CPU,2,0,1,0,1,No,Wi-Fi 7,Yes,No,
https://pcpartpicker.com/product/kthmP6/asus-prime-b450m-a-ii-micro-atx-am4-motherboard-prime-b450m-a-ii,Asus,Prime B450M-A II 90MB15Z0-M0AAY0,AM4,Micro ATX,AMD B450,128 GB,DDR4,4,DDR4-2133 DDR4-2400 DDR4-2666 DDR4-2800 DDR4-3000 DDR4-3200 DDR4-3300 DDR4-3400 DDR4-3466 DDR4-3600 DDR4-3733 DDR4-3866 DDR4-4000 DDR4-4400,1,0,0,2,0,2242/2260/2280/22110 M-key,0,0,0,0,6,1 x 1 Gb/s (Realtek RTL8111H),Depends on CPU,2,0,1,0,0,No,None,Yes,No,Asus,Prime B450M-A II 90MB15Z0-M0AAY0,AM4,Micro ATX,AMD B450,128 GB,DDR4,4,DDR4-2133 DDR4-2400 DDR4-2666 DDR4-2800 DDR4-3000 DDR4-3200 DDR4-3300 DDR4-3400 DDR4-3466 DDR4-3600 DDR4-3733 DDR4-3866 DDR4-4000 DDR4-4400,1,0,0,2,0,2242/2260/2280/22110 M-key,0,0,0,0,6,1 x 1 Gb/s (Realtek RTL8111H),Depends on CPU,2,0,1,0,0,No,None,Yes,No,
