name,price,href,type,efficiency,wattage,modular,color
Asus ROG Strix,168.99,https://pcpartpicker.com/product/MGzFf7/asus-rog-strix-850-w-80-gold-certified-fully-modular-atx-power-supply-rog-strix-850g-white,ATX,gold,850,Full,White
SeaSonic PRIME TX-1600 ATX 3.0,599.99,https://pcpartpicker.com/product/64NYcf/seasonic-prime-tx-1600-atx-30-1600-w-80-titanium-certified-fully-modular-atx-power-supply-atx3-prime-tx-1600,ATX,titanium,1600,Full,Black / Silver
Corsair RM850x,168,https://pcpartpicker.com/product/7Dx9TW/corsair-power-supply-cp9020093na,ATX,gold,850,Full,
EVGA SuperNOVA 850G XC,109.99,https://pcpartpicker.com/product/nvRwrH/evga-supernova-850g-xc-850-w-80-gold-certified-fully-modular-atx-power-supply-520-5g-0850-k1,ATX,gold,850,Full,Black
Super Flower Leadex III Gold,168.54,https://pcpartpicker.com/product/8z7p99/super-flower-leadex-iii-gold-850-w-80-gold-certified-fully-modular-atx-power-supply-sf-850f14hg,ATX,gold,850,Full,Black
EVGA 650 GQ,94.99,https://pcpartpicker.com/product/kz7CmG/evga-650-gq-650-w-80-gold-certified-semi-modular-atx-power-supply-210-gq-0650,ATX,gold,650,Semi,
Thermaltake Toughpower GF3 TT Premium,159.99,https://pcpartpicker.com/product/CnYmP6/thermaltake-toughpower-gf3-tt-premium-1200-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpd-1200fnfagu-4,ATX,gold,1200,Full,Black
Apevia Galaxy,69.98,https://pcpartpicker.com/product/sjbRsY/apevia-galaxy-850-w-80-gold-certified-semi-modular-atx-power-supply-atx-gx850w,ATX,gold,850,Semi,Black
be quiet! Straight Power 12,149.9,https://pcpartpicker.com/product/nGjRsY/be-quiet-straight-power-12-850-w-80-platinum-certified-fully-modular-atx-power-supply-bn337,ATX,platinum,850,Full,Black
Corsair AX1200,598.02,https://pcpartpicker.com/product/BHg323/corsair-power-supply-cmpsu1200ax,ATX,gold,1200,Full,
Gigabyte UD-GM PG5,129.99,https://pcpartpicker.com/product/4LHqqs/gigabyte-ud-gm-pg5-850-w-80-gold-certified-fully-modular-atx-power-supply-gp-ud850gm-pg5w,ATX,gold,850,Full,White
be quiet! Pure Power 12 M,94.44,https://pcpartpicker.com/product/Tv6NnQ/be-quiet-pure-power-12-m-550-w-80-gold-certified-fully-modular-atx-power-supply-bn502,ATX,gold,550,Full,Black
Gigabyte P750GM,,https://pcpartpicker.com/product/RhH8TW/gigabyte-750-w-80-gold-certified-fully-modular-atx-power-supply-gp-p750gm,ATX,gold,750,Full,Black
MSI MAG A650BE,59.99,https://pcpartpicker.com/product/yc26Mp/msi-mag-a650be-650-w-80-bronze-certified-semi-modular-atx-power-supply-mag-a650be,ATX,bronze,650,Semi,Black
EVGA 650 B5,,https://pcpartpicker.com/product/BtrYcf/evga-650-b5-650-w-80-bronze-certified-fully-modular-atx-power-supply-220-b5-0650-v1,ATX,bronze,650,Full,Black
SeaSonic VERTEX PX-1200,304.5,https://pcpartpicker.com/product/VLWzK8/seasonic-vertex-px-1200-1200-w-80-platinum-certified-fully-modular-atx-power-supply-vertex-px-1200,ATX,platinum,1200,Full,Black / Silver
Asus TUF Gaming 750G,105,https://pcpartpicker.com/product/GrddnQ/asus-tuf-gaming-750g-750-w-80-gold-certified-fully-modular-atx-power-supply-90ye00s3-b0na00,ATX,gold,750,Full,Black
Cougar VTE,64.75,https://pcpartpicker.com/product/pLkj4D/cougar-vte-600w-80-bronze-certified-atx-power-supply-vte600,ATX,bronze,600,false,Black
SeaSonic VERTEX PX-1000,249.33,https://pcpartpicker.com/product/m72WGX/seasonic-vertex-px-1000-1000-w-80-platinum-certified-fully-modular-atx-power-supply-vertex-px-1000,ATX,platinum,1000,Full,Black / Silver
EVGA SuperNOVA 850 GM,154.99,https://pcpartpicker.com/product/pt3gXL/evga-supernova-850-gm-850-w-80-gold-certified-fully-modular-sfx-power-supply-123-gm-0850-x1,SFX,gold,850,Full,Black
Enermax Revolution D.F. X,114.99,https://pcpartpicker.com/product/LNyH99/enermax-revolution-df-x-850-w-80-gold-certified-fully-modular-atx-power-supply-ert850ewt,ATX,gold,850,Full,Black
ARESGAME AGV,,https://pcpartpicker.com/product/fHYQzy/aresgame-agv-650-w-80-bronze-certified-atx-power-supply-agv650,ATX,bronze,650,false,Black
Thermaltake Toughpower GF3 TT Premium,289.99,https://pcpartpicker.com/product/X93gXL/thermaltake-toughpower-gf3-tt-premium-1650-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpd-1600fnfagu-4,ATX,gold,1650,Full,Black
Super Flower Leadex,,https://pcpartpicker.com/product/NNcMnQ/super-flower-power-supply-sf2000f14hp,ATX,platinum,2000,Full,
Corsair CV450,,https://pcpartpicker.com/product/hfxbt6/corsair-cv450-450-w-80-bronze-certified-atx-power-supply-cp-9020209-na,ATX,bronze,450,false,Black
SeaSonic S12III,59.99,https://pcpartpicker.com/product/FL3H99/seasonic-s12iii-500-w-80-bronze-certified-atx-power-supply-ssr-500gb3,ATX,bronze,500,false,Black
Gigabyte P-B,,https://pcpartpicker.com/product/HbfhP6/gigabyte-p-b-650-w-80-bronze-certified-atx-power-supply-gp-p650b,ATX,bronze,650,false,Black
Corsair RM650 (2019),182.99,https://pcpartpicker.com/product/WxL48d/corsair-rm-2019-650-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020194-na,ATX,gold,650,Full,Black
SeaSonic VERTEX GX-1200,239.99,https://pcpartpicker.com/product/3s6p99/seasonic-vertex-gx-1200-1200-w-80-gold-certified-fully-modular-atx-power-supply-vertex-gx-1200,ATX,gold,1200,Full,Black / Silver
Corsair RM750x SHIFT,89.99,https://pcpartpicker.com/product/bGJp99/corsair-rm750x-shift-750-w-80-gold-certified-fully-modular-side-interface-atx-power-supply-cp-9020251-na,ATX,gold,750,Full / Side,Black
G.Skill MB850G,94.98,https://pcpartpicker.com/product/jZV2FT/gskill-mb850g-850-w-80-gold-certified-fully-modular-atx-power-supply-gp-gd850a-cwmb1,ATX,gold,850,Full,Black
Vetroo GV1000,109.99,https://pcpartpicker.com/product/NDcgXL/vetroo-gv1000-1000-w-80-gold-certified-fully-modular-atx-power-supply-cp-psu-vt-gv1000wh,ATX,gold,1000,Full,White
Apevia ATX-ES700-RGB,48.99,https://pcpartpicker.com/product/2fqrxr/apevia-atx-es700-rgb-700-w-semi-modular-atx-power-supply-atx-es700-rgb,ATX,,700,Semi,Black
Asus ROG THOR P2 Gaming,302.99,https://pcpartpicker.com/product/PsNxFT/asus-rog-thor-p2-gaming-1000-w-80-platinum-certified-fully-modular-atx-power-supply-rog-thor-1000p2-gaming,ATX,platinum,1000,Full,Silver / Black
Asus ROG LOKI,207.99,https://pcpartpicker.com/product/FZstt6/asus-rog-loki-850-w-80-platinum-certified-fully-modular-sfx-power-supply-90ye00n3-b0na00,SFX,platinum,850,Full,Black / Silver
ADATA XPG CORE Reactor 850,,https://pcpartpicker.com/product/CFbCmG/adata-xpg-core-reactor-850-850-w-80-gold-certified-fully-modular-atx-power-supply-corereactor850g-bkcus,ATX,gold,850,Full,Black
Gigabyte P650G (US),,https://pcpartpicker.com/product/ZwbTwP/gigabyte-p650g-us-650-w-80-gold-certified-atx-power-supply-gp-p650g-us,ATX,gold,650,false,Black
Silverstone Extreme 500 Bronze,84.83,https://pcpartpicker.com/product/N8V2FT/silverstone-extreme-500-bronze-500-w-80-bronze-certified-sfx-power-supply-sst-ex500-b,SFX,bronze,500,false,Black / White
Lian Li SP850,138.99,https://pcpartpicker.com/product/t9bTwP/lian-li-sp850-850-w-80-gold-certified-fully-modular-sfx-power-supply-sp850-black,SFX,gold,850,Full,Black
EVGA SuperNOVA 850 P5,129.99,https://pcpartpicker.com/product/KFM48d/evga-supernova-850-p5-850-w-80-platinum-certified-fully-modular-atx-power-supply-220-p5-0850-x1,ATX,platinum,850,Full,Black / Teal
Corsair AX1200i,622.02,https://pcpartpicker.com/product/vkYXsY/corsair-ax1200i-1200-w-80-platinum-certified-fully-modular-atx-power-supply-ax1200i,ATX,platinum,1200,Full,
be quiet! SFX L Power,274.12,https://pcpartpicker.com/product/vJx2FT/be-quiet-sfx-l-power-500-w-80-gold-certified-fully-modular-sfx-power-supply-bn214,SFX,gold,500,Full,
Apevia Premier,56.99,https://pcpartpicker.com/product/rbyH99/apevia-premier-650-w-80-gold-certified-semi-modular-atx-power-supply-atx-pm650w,ATX,gold,650,Semi,Black
Asus ROG THOR P2 Gaming,170,https://pcpartpicker.com/product/C9rqqs/asus-rog-thor-p2-gaming-850-w-80-platinum-certified-fully-modular-atx-power-supply-rog-thor-850p2-gaming,ATX,platinum,850,Full,Black / Silver
SeaSonic FOCUS Plus Platinum,167.46,https://pcpartpicker.com/product/P638TW/seasonic-focus-plus-platinum-850w-80-platinum-certified-fully-modular-atx-power-supply-ssr-850px,ATX,platinum,850,Full,
Corsair CX550 (2017),,https://pcpartpicker.com/product/FdRFf7/corsair-cx-2017-550w-80-bronze-certified-atx-power-supply-cp-9020121-na,ATX,bronze,550,false,
Cooler Master V SFX Platinum,199,https://pcpartpicker.com/product/V2RwrH/cooler-master-v-sfx-platinum-1100-w-80-platinum-certified-fully-modular-sfx-power-supply-mpz-b001-sfap-bus,SFX,platinum,1100,Full,Black
EVGA SuperNOVA 750 G2,342.94,https://pcpartpicker.com/product/MfJwrH/evga-supernova-750-g2-750-w-80-gold-certified-fully-modular-atx-power-supply-220-g2-0750-xr,ATX,gold,750,Full,
be quiet! System Power 10,76.34,https://pcpartpicker.com/product/ZcWzK8/be-quiet-system-power-10-650-w-80-bronze-certified-atx-power-supply-bn328,ATX,bronze,650,false,Black
Corsair HX1000 Platinum,376.23,https://pcpartpicker.com/product/nQJkcf/corsair-hx-platinum-1000w-80-platinum-certified-fully-modular-atx-power-supply-cp-9020139-na,ATX,platinum,1000,Full,
NZXT C1200 (2024),204.99,https://pcpartpicker.com/product/WnfxFT/nzxt-c1200-2024-1200-w-80-gold-certified-fully-modular-atx-power-supply-pa-2g2bw-us,ATX,gold,1200,Full,White
Lian Li EDGE,229.99,https://pcpartpicker.com/product/YYkH99/lian-li-edge-1300-w-80-platinum-certified-fully-modular-atx-power-supply-eg1300,ATX,platinum,1300,Full,Black
be quiet! System Power 10,116,https://pcpartpicker.com/product/BqD7YJ/be-quiet-system-power-10-450-w-80-bronze-certified-atx-power-supply-bn326,ATX,bronze,450,false,Black
SeaSonic G12 GC,96.21,https://pcpartpicker.com/product/QCqrxr/seasonic-g12-gc-650-w-80-gold-certified-atx-power-supply-g12-gc-650,ATX,gold,650,false,Black / Blue
EVGA 650BP,64.44,https://pcpartpicker.com/product/pDGbt6/evga-650bp-650-w-80-bronze-certified-atx-power-supply-100-bp-0650-k1,ATX,bronze,650,false,Black
Gigabyte P550B,78.98,https://pcpartpicker.com/product/ZvPgXL/gigabyte-p-b-550-w-80-bronze-certified-atx-power-supply-gp-p550b,ATX,bronze,550,false,Black
be quiet! Straight Power 12,250.14,https://pcpartpicker.com/product/GjWJ7P/be-quiet-straight-power-12-1500-w-80-platinum-certified-fully-modular-atx-power-supply-bn340,ATX,platinum,1500,Full,Black
SeaSonic PRIME TX-1300 ATX 3.0,509.99,https://pcpartpicker.com/product/WrcgXL/seasonic-prime-tx-1300-atx-30-1300-w-80-titanium-certified-fully-modular-atx-power-supply-atx3-prime-tx-1300,ATX,titanium,1300,Full,Black / Silver
Corsair RM850x SHIFT,134.99,https://pcpartpicker.com/product/xfLdnQ/corsair-rm850x-shift-850-w-80-gold-certified-fully-modular-side-interface-atx-power-supply-cp-9020274-na,ATX,gold,850,Full / Side,White
Corsair HX1000i,384,https://pcpartpicker.com/product/TRfp99/corsair-power-supply-cp9020074,ATX,platinum,1000,Full,
Thermaltake Smart BX1 650,64.98,https://pcpartpicker.com/product/Yk448d/thermaltake-smart-bx1-650-w-80-bronze-certified-atx-power-supply-ps-spd-0650nnfabu-1,ATX,bronze,650,false,Black
Super Flower Leadex Titanium,159.99,https://pcpartpicker.com/product/rt848d/super-flower-leadex-titanium-1000-w-80-titanium-certified-fully-modular-btx-power-supply-sf-1000f14ht,ATX,titanium,1000,Full,Black
MSI MAG A1000GL PCIE5,159.99,https://pcpartpicker.com/product/gR9wrH/msi-mag-a1000gl-pcie5-1000-w-80-gold-certified-fully-modular-atx-power-supply-mag-a1000gl-pcie5,ATX,gold,1000,Full,Black
be quiet! System Power 10,87.43,https://pcpartpicker.com/product/YdpzK8/be-quiet-system-power-10-750-w-80-bronze-certified-atx-power-supply-bn329,ATX,bronze,750,false,Black
EVGA SuperNOVA 1300 GT,192.71,https://pcpartpicker.com/product/h2C48d/evga-supernova-1300-gt-1300-w-80-gold-certified-fully-modular-atx-power-supply-220-gt-1300-x1,ATX,gold,1300,Full,Black
Segotep GM,,https://pcpartpicker.com/product/6Pn9TW/segotep-gm-750-w-80-gold-certified-fully-modular-atx-power-supply-cp-psu-st-gm750,ATX,gold,750,Full,Black
Thermaltake Toughpower GX3,89.99,https://pcpartpicker.com/product/2LwmP6/thermaltake-toughpower-gx3-850-w-80-gold-certified-atx-power-supply-ps-tpd-0850nnfagu-3,ATX,gold,850,false,Black
Cooler Master V550 SFX GOLD,114.69,https://pcpartpicker.com/product/3Ht9TW/cooler-master-v-sfx-gold-550-w-80-gold-certified-fully-modular-sfx-power-supply-mpy-5501-sfhagv-us,SFX,gold,550,Full,Black
Corsair RM750x (2018),159.96,https://pcpartpicker.com/product/79tQzy/corsair-rmx-2018-750w-80-gold-certified-fully-modular-atx-power-supply-cp-9020179-na,ATX,gold,750,Full,Black
EVGA SuperNOVA 650 GT,107.99,https://pcpartpicker.com/product/49VG3C/evga-supernova-650-gt-650-w-80-gold-certified-fully-modular-atx-power-supply-220-gt-0650-y1,ATX,gold,650,Full,Black
Asus Prime AP-850G,126.99,https://pcpartpicker.com/product/BQLdnQ/asus-prime-ap-850g-850-w-80-gold-certified-fully-modular-atx-power-supply-ap-850g,ATX,gold,850,Full,White / Black
be quiet! System Power 10,,https://pcpartpicker.com/product/TMBG3C/be-quiet-system-power-10-550-w-80-bronze-certified-atx-power-supply-bn327,ATX,bronze,550,false,Black
Corsair SF600 (2018),239,https://pcpartpicker.com/product/BtsmP6/corsair-sf600-2018-600-w-80-platinum-certified-fully-modular-sfx-power-supply-cp-9020182-na,SFX,platinum,600,Full,Black
Thermaltake Toughpower GF3 TT Premium,114.98,https://pcpartpicker.com/product/hCGbt6/thermaltake-toughpower-gf3-tt-premium-750-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpd-0750fnfagu-4,ATX,gold,750,Full,Black
NZXT C850 (2024),134.99,https://pcpartpicker.com/product/2KjRsY/nzxt-c850-2024-850-w-80-gold-certified-fully-modular-atx-power-supply-pa-8g2bw-us,ATX,gold,850,Full,White
Corsair RM750x SHIFT,139.99,https://pcpartpicker.com/product/8ZmNnQ/corsair-rm750x-shift-750-w-80-gold-certified-fully-modular-side-interface-atx-power-supply-cp-9020273-na,ATX,gold,750,Full / Side,White
ADATA XPG Core Reactor II,114.99,https://pcpartpicker.com/product/Bjhv6h/adata-xpg-core-reactor-ii-850-w-80-gold-certified-fully-modular-atx-power-supply-corereactorii850g-bkcus,ATX,gold,850,Full,Black
Corsair RM1200x SHIFT,219.99,https://pcpartpicker.com/product/rGFmP6/corsair-rm1200x-shift-1200-w-80-gold-certified-fully-modular-side-interface-atx-power-supply-cp-9020276-na,ATX,gold,1200,Full / Side,White
be quiet! Straight Power 12,108.92,https://pcpartpicker.com/product/fmxxFT/be-quiet-straight-power-12-750-w-80-platinum-certified-fully-modular-atx-power-supply-bn336,ATX,platinum,750,Full,Black
be quiet! SFX L Power,151.09,https://pcpartpicker.com/product/JrHRsY/be-quiet-sfx-l-power-600-w-80-gold-certified-fully-modular-sfx-power-supply-bn215,SFX,gold,600,Full,
EVGA 500 GD,129.99,https://pcpartpicker.com/product/vHhmP6/evga-500-gd-500-w-80-gold-certified-atx-power-supply-100-gd-0500-v1,ATX,gold,500,false,Black
Super Flower Leadex III Gold,129.99,https://pcpartpicker.com/product/mQDkcf/super-flower-leadex-iii-gold-750-w-80-gold-certified-fully-modular-atx-power-supply-sf-750f14hg,ATX,gold,750,Full,Black
Asus ROG LOKI,239.99,https://pcpartpicker.com/product/3w92FT/asus-rog-loki-850-w-80-platinum-certified-fully-modular-sfx-power-supply-rog-loki-850p-white-sfx-l-gaming,SFX,platinum,850,Full,White / Silver
Corsair RM650x (2018),209.21,https://pcpartpicker.com/product/2HbwrH/corsair-rmx-2018-650w-80-gold-certified-fully-modular-atx-power-supply-cp-9020178-na,ATX,gold,650,Full,Black / Silver
NZXT C1000 (2024),169.99,https://pcpartpicker.com/product/bnfxFT/nzxt-c1000-2024-1000-w-80-gold-certified-fully-modular-atx-power-supply-pa-0g2bw-us,ATX,gold,1000,Full,White
ADATA XPG PYLON,,https://pcpartpicker.com/product/LWYQzy/adata-xpg-pylon-650-w-80-bronze-certified-atx-power-supply-pylon650b-bkcus,ATX,bronze,650,false,Black
SeaSonic FOCUS Gold,74.76,https://pcpartpicker.com/product/KmgzK8/seasonic-focus-gold-550w-80-gold-certified-semi-modular-atx-power-supply-ssr-550fm,ATX,gold,550,Semi,
Cooler Master MWE Gold V2 ATX3.0,,https://pcpartpicker.com/product/PcLdnQ/cooler-master-mwe-gold-v2-atx30-850-w-80-gold-certified-fully-modular-atx-power-supply-mpe-8501-afaag-3,ATX,gold,850,Full,Black
Thermaltake Toughpower GF A3 - TT Premium Edition,137.08,https://pcpartpicker.com/product/4v3NnQ/thermaltake-toughpower-gf-a3-1050-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpd-1050fnfagu-l,ATX,gold,1050,Full,Black
Cooler Master MWE Gold V2 ATX3.0,,https://pcpartpicker.com/product/vYKscf/cooler-master-mwe-gold-v2-atx30-750-w-80-gold-certified-fully-modular-atx-power-supply-mpe-7501-afaag-3,ATX,gold,750,Full,Black
Vida Lite,,https://pcpartpicker.com/product/bQpQzy/vida-lite-500-w-atx-power-supply-aa-500-yy,ATX,,500,false,Black
EVGA SuperNOVA 650 G5,94.99,https://pcpartpicker.com/product/3gJmP6/evga-supernova-650-g5-650-w-80-gold-certified-fully-modular-atx-power-supply-220-g5-0650-x1,ATX,gold,650,Full,Black / Green
Asus ROG Strix Aura Edition,202.99,https://pcpartpicker.com/product/9vzhP6/asus-rog-strix-aura-edition-1000-w-80-gold-certified-fully-modular-atx-power-supply-rog-strix-1000g-aura-gaming,ATX,gold,1000,Full,Black
KOLINK Regulator,99.99,https://pcpartpicker.com/product/Wpn9TW/kolink-regulator-850-w-80-gold-certified-fully-modular-atx-power-supply-kl-r850fg,ATX,gold,850,Full,Black
EVGA SuperNOVA 550 GA,170,https://pcpartpicker.com/product/v6qBD3/evga-supernova-550-ga-550-w-80-gold-certified-fully-modular-atx-power-supply-220-ga-0550-x1,ATX,gold,550,Full,Black
be quiet! Dark Power 13,159.9,https://pcpartpicker.com/product/fCmNnQ/be-quiet-dark-power-13-750-w-80-titanium-certified-fully-modular-atx-power-supply-bn659,ATX,titanium,750,Full,Black
Gigabyte P850GM,149,https://pcpartpicker.com/product/9PrYcf/gigabyte-850-w-80-gold-certified-fully-modular-atx-power-supply-gp-p850gm,ATX,gold,850,Full,Black
Corsair RM850x (2018),169,https://pcpartpicker.com/product/VgQG3C/corsair-rmx-2018-850w-80-gold-certified-fully-modular-atx-power-supply-cp-9020180-na,ATX,gold,850,Full,Black
"FSP Group Hydro Ti PRO,Gen 5",229.99,https://pcpartpicker.com/product/3yKscf/fsp-group-hydro-ti-progen-5-1000-w-80-titanium-certified-fully-modular-atx-power-supply-hti-1000mgen5,ATX,titanium,1000,Full,Black
ARESGAME AGV,,https://pcpartpicker.com/product/4qK2FT/aresgame-agv-500-w-80-bronze-certified-atx-power-supply-agv500,ATX,bronze,500,false,Black
EVGA 850 B5,94.99,https://pcpartpicker.com/product/ZCgQzy/evga-850-b5-850-w-80-bronze-certified-fully-modular-atx-power-supply-220-b5-0850-v1,ATX,bronze,850,Full,Black
Corsair CX750,,https://pcpartpicker.com/product/wb3RsY/corsair-power-supply-cx750,ATX,bronze,750,false,
PowerSpec PS 650GSM,74.98,https://pcpartpicker.com/product/wkF48d/powerspec-650-w-80-gold-certified-semi-modular-atx-power-supply-ps-650gsm,ATX,gold,650,Semi,Black
Aerocool Integrator,,https://pcpartpicker.com/product/MXJmP6/aerocool-integrator-500-w-80-bronze-certified-atx-power-supply-acp-i500hg,ATX,bronze,500,false,Black
EVGA 750 BP,74.99,https://pcpartpicker.com/product/tkVmP6/evga-750-bp-750-w-80-bronze-certified-atx-power-supply-100-bp-0750-k1,ATX,bronze,750,false,Black
Silverstone FX500-G,127.7,https://pcpartpicker.com/product/3288TW/silverstone-fx500-g-500-w-80-gold-certified-flex-atx-power-supply-sst-fx500-g,Flex ATX,gold,500,false,Black
Super Flower Leadex Platinum SE,174.99,https://pcpartpicker.com/product/m7t9TW/super-flower-leadex-platinum-se-1000-w-80-platinum-certified-fully-modular-atx-power-supply-sf-1000f14mp-v2-wh,ATX,platinum,1000,Full,White
Corsair TX650M,,https://pcpartpicker.com/product/PR92FT/corsair-txm-2021-650-w-80-gold-certified-semi-modular-atx-power-supply-cp-9020229-eu,ATX,gold,650,Semi,Black
Athena Power AP-MTFX30,36.99,https://pcpartpicker.com/product/zRPfrH/athena-power-300-w-tfx-power-supply-ap-mtfx30,TFX,,300,false,
Corsair CX650 (2017),124.8,https://pcpartpicker.com/product/3F2rxr/corsair-cx-2017-650w-80-bronze-certified-atx-power-supply-cp-9020122-na,ATX,bronze,650,false,
EVGA SuperNOVA 750 GM,177.13,https://pcpartpicker.com/product/HwYmP6/evga-supernova-750-gm-750-w-80-gold-certified-fully-modular-sfx-power-supply-123-gm-0750-x1,SFX,gold,750,Full,Black
NZXT C1000 (2024),159.99,https://pcpartpicker.com/product/K6wmP6/nzxt-c1000-2024-1000-w-80-gold-certified-fully-modular-atx-power-supply-pa-0g2bb-us,ATX,gold,1000,Full,Black
MSI MPG A650GF,,https://pcpartpicker.com/product/bq6qqs/msi-mpg-a650gf-650-w-80-gold-certified-fully-modular-atx-power-supply-mpg-a650gf,ATX,gold,650,Full,Black
SeaSonic FOCUS SGX (2021),,https://pcpartpicker.com/product/Jd7G3C/seasonic-focus-sgx-2021-750-w-80-gold-certified-fully-modular-sfx-power-supply-focus-sgx-750,SFX,gold,750,Full,Black
Apevia Signature,,https://pcpartpicker.com/product/pFZFf7/apevia-signature-1050-w-80-bronze-certified-semi-modular-atx-power-supply-atx-sn1050w,ATX,bronze,1050,Semi,Black
