name,price,href,type,color,psu,side_panel,external_volume,internal_35_bays
Thermaltake The Tower 300 Bubble Pink,154.98,https://pcpartpicker.com/product/pKmNnQ/thermaltake-the-tower-300-bubble-pink-microatx-mini-tower-case-ca-1y4-00sawn-00,MicroATX Mini Tower,Pink / White,,Tempered Glass,53,3
ENDORFY Ventum 200 ARGB,,https://pcpartpicker.com/product/6bCZxr/endorfy-ventum-200-argb-atx-mid-tower-case-ey2a014,ATX Mid Tower,Black,,Tempered Glass,35.4,1
In Win CE685.FH300TB3,109.1,https://pcpartpicker.com/product/ytV48d/inwin-case-ce685fh300tb3,MicroATX Slim,Black,300,,11.8,1
GameMax Infinity,63.97,https://pcpartpicker.com/product/fCzXsY/gamemax-infinity-atx-mid-tower-case-infinity-white,ATX Mid Tower,White,,Tempered Glass,45.7,1
Phanteks NV9,227.98,https://pcpartpicker.com/product/Q24Zxr/phanteks-nv9-atx-mid-tower-case-ph-nv923tg_dmw01,ATX Full Tower,White,,Tempered Glass,99,3
DIYPC ARGB-Q3 V2,62.97,https://pcpartpicker.com/product/9PCZxr/diypc-argb-q3-v2-microatx-mini-tower-case-argb-q3v2-pink,MicroATX Mini Tower,Pink,,Tempered Glass,38.6,2
Cooler Master HAF 500,99.99,https://pcpartpicker.com/product/NjD7YJ/cooler-master-haf-500-atx-mid-tower-case-h500-kgnn-s00,ATX Mid Tower,Black,,Tempered Glass,,2
Antec AX90,64.99,https://pcpartpicker.com/product/qfM48d/antec-ax90-atx-mid-tower-case-ax90,ATX Mid Tower,Black,,Tempered Glass,48.3,2
Fractal Design Define 7 Compact,114.99,https://pcpartpicker.com/product/xmH8TW/fractal-design-define-7-compact-atx-mid-tower-case-fd-c-def7c-01,ATX Mid Tower,Black,,,42.5,2
Thermaltake View 200 TG ARGB,79.98,https://pcpartpicker.com/product/nc2WGX/thermaltake-view-200-tg-argb-atx-mid-tower-case-ca-1x3-00m1wn-00,ATX Mid Tower,Black,,Tempered Glass,38.2,2
Antec P101 Silent,119.99,https://pcpartpicker.com/product/3x3H99/antec-p101-silent-atx-mid-tower-case-p101silent,ATX Mid Tower,Black,,,,8
Jonsbo C6 Handle,56,https://pcpartpicker.com/product/j8QKHx/jonsbo-c6-handle-microatx-mini-tower-case-c6-handle-black,MicroATX Mini Tower,Black,,Mesh,15.9,1
MSI MAG VAMPIRIC 100R,64,https://pcpartpicker.com/product/Y2ddnQ/msi-mag-vampiric-100r-atx-mid-tower-case-mag-vampiric-100r,ATX Mid Tower,Black,,Tempered Glass,36.5,2
DAN Cases A4-SFXv4.1,,https://pcpartpicker.com/product/zK2bt6/dan-cases-a4-sfxv41-mini-itx-desktop-case-a4sfxv41-b,Mini ITX Desktop,Black,,,7.5,0
NZXT H510 Flow,,https://pcpartpicker.com/product/yM2WGX/nzxt-h510-flow-atx-mid-tower-case-ca-h52fb-01,ATX Mid Tower,Black,,Tempered Glass,41.3,3
Jonsbo Jonsplus Z20,96,https://pcpartpicker.com/product/CZ7scf/jonsbo-jonsplus-z20-microatx-desktop-case-z20-orangeblack,MicroATX Desktop,Orange / Black,,Tempered Glass,25.3,1
Mars Gaming MCV4,,https://pcpartpicker.com/product/WyKscf/mars-gaming-mcv4-atx-mid-tower-case-mcv4w,ATX Mid Tower,White,,Tempered Glass,50.9,2
Thermaltake Core P7,,https://pcpartpicker.com/product/cCRFf7/thermaltake-core-p7-atx-mid-tower-case-ca-1i2-00f1wn-00,ATX Full Tower,Black,,Tempered Glass,281.9,3
BitFenix Nova Mesh SE,,https://pcpartpicker.com/product/jsqBD3/bitfenix-nova-mesh-se-atx-mid-tower-case-bfc-nse-300-kkxsk-rp,ATX Mid Tower,Black,,,36.1,2
Anidees AI Crystal XL AR 3,,https://pcpartpicker.com/product/K6MTwP/anidees-ai-crystal-xl-ar-3-atx-full-tower-case-xl-ar3,ATX Full Tower,Black,,Tempered Glass,86.7,15
Xigmatek Aquarius Plus,,https://pcpartpicker.com/product/q9xRsY/xigmatek-aquarius-plus-atx-mid-tower-case-en46423,ATX Mid Tower,Black,,Tempered Glass,49.6,2
Fractal Design Torrent RGB,229.99,https://pcpartpicker.com/product/tYytt6/fractal-design-torrent-rgb-atx-mid-tower-case-fd-c-tor1a-07,ATX Mid Tower,White,,Tempered Glass,69.8,2
Cooler Master QUBE 500 Flatpack,82.99,https://pcpartpicker.com/product/qvNYcf/cooler-master-qube-500-flatpack-atx-mid-tower-case-q500-wgnn-s00,ATX Mid Tower,White,,Tempered Glass,38.9,4
Jonsbo C6,48,https://pcpartpicker.com/product/b4pQzy/jonsbo-c6-microatx-mini-tower-case-c6-white,MicroATX Mini Tower,White,,Mesh,15.9,1
NZXT S340,,https://pcpartpicker.com/product/ms6BD3/nzxt-case-cas340wb1,ATX Mid Tower,Black,,Acrylic,38.4,3
Deepcool CC560,,https://pcpartpicker.com/product/YLGbt6/deepcool-cc560-atx-mid-tower-case-r-cc560-bkgaa4-g-1,ATX Mid Tower,Black,,Tempered Glass,41.7,2
Thermaltake Divider 170 TG ARGB,79.98,https://pcpartpicker.com/product/2JJgXL/thermaltake-divider-170-tg-argb-microatx-mid-tower-case-ca-1s4-00s1wn-00,MicroATX Mid Tower,Black,,Tempered Glass,36.5,2
Zalman Z1 Iceberg,49.99,https://pcpartpicker.com/product/PPFmP6/zalman-z1-iceberg-microatx-mid-tower-case-z1-iceberg-white,MicroATX Mid Tower,White,,Tempered Glass,38.5,2
DIYPC Dragon-R-4LED,51.98,https://pcpartpicker.com/product/z9VG3C/diypc-dragon-r-4led-atx-mid-tower-case-dragon-r-4led,ATX Mid Tower,Black / Red,,Tempered Glass,33.2,2
Thermaltake View 270,86.98,https://pcpartpicker.com/product/y7FmP6/thermaltake-view-270-atx-mid-tower-case-ca-1y7-00mewn-00,ATX Mid Tower,Green / Black,,Tempered Glass,47.6,2
Corsair 4000D Airflow Teak,134.99,https://pcpartpicker.com/product/XVkH99/corsair-4000d-airflow-teak-atx-mid-tower-case-cc-9900020-ww,ATX Mid Tower,Black / Brown,,Tempered Glass,48.6,2
Lian Li LANCOOL III,134.99,https://pcpartpicker.com/product/bmstt6/lian-li-lancool-iii-atx-mid-tower-case-lancool-3-w,ATX Mid Tower,White,,Tempered Glass,65.5,4
Fractal Design Pop Air,110,https://pcpartpicker.com/product/F96p99/fractal-design-pop-air-atx-mid-tower-case-fd-c-poa1a-03,ATX Mid Tower,White,,Tempered Glass,46.2,2
MSI MAG FORGE 110R,,https://pcpartpicker.com/product/tWQcCJ/msi-mag-forge-110r-atx-mid-tower-case-mag-forge-110r,ATX Mid Tower,Black,,Tempered Glass,42.5,2
Cooler Master MasterBox Q500L,,https://pcpartpicker.com/product/jG7v6h/cooler-master-masterbox-q500l-atx-mid-tower-case-mcb-q500l-kann-s00,ATX Mid Tower,Black,,Acrylic,33.8,1
Razer Tomahawk Mini-ITX,137.99,https://pcpartpicker.com/product/vPPgXL/razer-tomahawk-mini-itx-mini-itx-tower-case-rc21-01400100-r3m1,Mini ITX Tower,Black / Green,,Tinted Tempered Glass,,0
Thermaltake The Tower 200,89.99,https://pcpartpicker.com/product/rgP8TW/thermaltake-the-tower-200-mini-itx-tower-case-ca-1x9-00s6wn-00,Mini ITX Tower,White,,Tempered Glass,45.1,2
ADATA XPG INVADER X,169,https://pcpartpicker.com/product/9z9wrH/adata-xpg-invader-x-atx-mid-tower-case-invaderxmt-bkcww,ATX Mid Tower,Black,,Tempered Glass,52.1,3
Thermaltake Core P3 TG Pro,134.98,https://pcpartpicker.com/product/f4ytt6/thermaltake-core-p3-tg-pro-atx-mid-tower-case-ca-1g4-00m1wn-09,ATX Mid Tower,,,Tempered Glass,71.7,4
Thermaltake Ceres 300 TG ARGB,88.99,https://pcpartpicker.com/product/2Crqqs/thermaltake-ceres-300-tg-argb-atx-mid-tower-case-ca-1y2-00m1wn-00,ATX Mid Tower,Black,,Tempered Glass,53.9,1
ENDORFY Ventum 200 Air,190.68,https://pcpartpicker.com/product/Wvqrxr/endorfy-ventum-200-air-atx-mid-tower-case-ey2a002,ATX Mid Tower,Black,,Tempered Glass,35.4,1
Phanteks Eclipse P500A D-RGB,,https://pcpartpicker.com/product/LVQfrH/phanteks-eclipse-p500a-d-rgb-atx-mid-tower-case-ph-ec500atg_dbk01,ATX Mid Tower,Black,,Tempered Glass,,2
iBuypower Scale Mesh ARGB,120,https://pcpartpicker.com/product/4qCZxr/ibuypower-scale-mesh-argb-atx-mid-tower-case-848604047799,ATX Mid Tower,Black,,Tempered Glass,50.9,1
Aerocool Shard,,https://pcpartpicker.com/product/7MbCmG/aerocool-shard-atx-mid-tower-case-shard,ATX Mid Tower,Black,,Acrylic,36.5,2
Corsair Crystal Series 680X RGB,215,https://pcpartpicker.com/product/Kx448d/corsair-crystal-series-680x-rgb-atx-mid-tower-case-cc-9011168-ww,ATX Mid Tower,Black,,Tempered Glass,73.5,3
NZXT H500,,https://pcpartpicker.com/product/p8x2FT/nzxt-h500-black-atx-mid-tower-case-ca-h500b-b1,ATX Mid Tower,Black,,Tempered Glass,41.3,3
GameMax Spark Mini,65.97,https://pcpartpicker.com/product/sWNYcf/gamemax-spark-mini-mini-itx-desktop-case-spark-mini-white,Mini ITX Desktop,White,,Tempered Glass,15.1,1
be quiet! Dark Base 701,189.9,https://pcpartpicker.com/product/DvvD4D/be-quiet-dark-base-701-atx-mid-tower-case-bgw58,ATX Mid Tower,Black,,Tempered Glass,73.6,2
Xigmatek Master X,,https://pcpartpicker.com/product/WRt9TW/xigmatek-master-x-atx-mid-tower-case-en46331,ATX Mid Tower,Black,,Tempered Glass,,2
Zalman P10,64.99,https://pcpartpicker.com/product/TBXV3C/zalman-p10-microatx-mini-tower-case-p10-white,MicroATX Mini Tower,White,,Tempered Glass,,2
SAMA NEVIEW 4503,114.99,https://pcpartpicker.com/product/chpQzy/sama-neview-4503-atx-mid-tower-case-neview-4503-black,ATX Mid Tower,Black,,Tempered Glass,54.7,0
Corsair 4000D,94.99,https://pcpartpicker.com/product/rYjNnQ/corsair-4000d-atx-mid-tower-case-cc-9011198-ww,ATX Mid Tower,Black,,Tempered Glass,48.6,2
ADATA XPG STARKER AIR,92.26,https://pcpartpicker.com/product/knyH99/adata-xpg-starker-air-atx-mid-tower-case-starkerair-pkcus,ATX Mid Tower,Pink,,Tempered Glass,40,2
Cooler Master HAF 700,299.99,https://pcpartpicker.com/product/nBM48d/cooler-master-haf-700-atx-full-tower-case-h700-ignn-s00,ATX Full Tower,Black,,Tempered Glass,83.6,9
GAMDIAS ATLAS M1,94.99,https://pcpartpicker.com/product/MrbRsY/gamdias-atlas-m1-atx-mid-tower-case-gd-atlas-m1-wh,ATX Mid Tower,White,,Tempered Glass,41,1
Fractal Design Torrent Nano,123.99,https://pcpartpicker.com/product/jyBG3C/fractal-design-torrent-nano-mini-itx-desktop-case-fd-c-tor1n-03,Mini ITX Tower,White / Black,,Tempered Glass,34.6,1
Corsair 4000D Airflow,,https://pcpartpicker.com/product/vjBzK8/corsair-4000d-airflow-atx-mid-tower-case-w850-w-power-supply-cc-9020149-na,ATX Mid Tower,White,850,Tempered Glass,48.6,2
Montech SKY TWO GX,89.99,https://pcpartpicker.com/product/cMWJ7P/montech-sky-two-gx-atx-mid-tower-case-skytwogxw,ATX Mid Tower,White,,Tempered Glass,49.5,2
Fractal Design Node 202,,https://pcpartpicker.com/product/GsZ2FT/fractal-design-case-fdcanode202bk,HTPC,Black,,,11,0
Fractal Design Core 2300,,https://pcpartpicker.com/product/y7YWGX/fractal-design-case-fdcacore2300bl,ATX Mid Tower,Black,,,37.8,3
Cooler Master MasterBox MB520 ARGB,,https://pcpartpicker.com/product/3ZCFf7/cooler-master-masterbox-mb520-argb-atx-mid-tower-case-mcb-b520-kgnn-rga,ATX Mid Tower,Black,,Tempered Glass,,2
Lian Li LANCOOL 216 RGB w/Controller,119.99,https://pcpartpicker.com/product/PG88TW/lian-li-lancool-216-rgb-wcontroller-atx-mid-tower-case-lancool-216rc-x,ATX Mid Tower,Black,,Tinted Tempered Glass,55.6,2
Silverstone SUGO 15,165.69,https://pcpartpicker.com/product/X8hmP6/silverstone-sugo-15-mini-itx-desktop-case-sst-sg15b,Mini ITX Desktop,Black,,,19.1,0
Thermaltake S200 TG ARGB,79.98,https://pcpartpicker.com/product/f36p99/thermaltake-s200-tg-argb-atx-mid-tower-case-ca-1x2-00m6wn-00,ATX Mid Tower,White,,Tempered Glass,38.2,2
Cougar Archon 2 Mesh RGB,100.68,https://pcpartpicker.com/product/fHXJ7P/cougar-archon-2-mesh-rgb-atx-mid-tower-case-cgr-5cc5b-mesh-rgb,ATX Mid Tower,Black,,Tempered Glass,37.5,2
KOLINK Observatory HF Mesh ARGB,,https://pcpartpicker.com/product/DTqrxr/kolink-observatory-hf-mesh-argb-atx-mid-tower-case-observatory-hf-mw,ATX Mid Tower,White,,Tempered Glass,35,4
Fractal Design Define Nano S,,https://pcpartpicker.com/product/VH2rxr/fractal-design-case-fdcadefnanosbkw,Mini ITX Desktop,Black,,Acrylic,28.8,2
Antec FLUX,,https://pcpartpicker.com/product/pMRwrH/antec-flux-atx-mid-tower-case-0-761345-10133-2,ATX Mid Tower,Black / Brown,,Tempered Glass,58.1,2
Phanteks Eclipse P600S,134.99,https://pcpartpicker.com/product/2Kw7YJ/phanteks-eclipse-p600s-atx-mid-tower-case-ph-ec600pstg_bk01,ATX Mid Tower,Black,,Tinted Tempered Glass,,4
darkFlash DK352,,https://pcpartpicker.com/product/7L3gXL/darkflash-dk352-atx-mid-tower-case-dk352-black,ATX Mid Tower,Black,,Tempered Glass,43.1,2
Thermaltake Ceres 300 TG ARGB,104.98,https://pcpartpicker.com/product/nfDQzy/thermaltake-ceres-300-tg-argb-atx-mid-tower-case-ca-1y2-00mewn-00,ATX Mid Tower,Green,,Tempered Glass,53.9,1
Corsair Crystal 570X RGB,,https://pcpartpicker.com/product/wLdFf7/corsair-cc-9011098-ww-atx-mid-tower-case-cc-9011098-ww,ATX Mid Tower,Black,,Tempered Glass,57.5,2
Jonsbo D31 MESH,78.99,https://pcpartpicker.com/product/xdHqqs/jonsbo-d31-mesh-microatx-mini-tower-case-d31-mesh-white,MicroATX Mini Tower,White,,Tempered Glass,31.3,1
Silverstone GD11,166.9,https://pcpartpicker.com/product/fhfnTW/silverstone-gd11-atx-desktop-case-sst-gd11b,HTPC,Black,,,30.9,3
HYTE REVOLT 3,129.99,https://pcpartpicker.com/product/YqNxFT/hyte-revolt-3-mini-itx-tower-case-cs-hyte-revolt3-w,Mini ITX Tower,White,,Mesh,,1
Lian Li SUP01,144.63,https://pcpartpicker.com/product/4hQKHx/lian-li-sup01-atx-mid-tower-case-sup01w,ATX Mid Tower,White,,Tempered Glass,45.7,2
Cooler Master MasterBox MB511 ARGB,129.99,https://pcpartpicker.com/product/F8qBD3/cooler-master-masterbox-mb511-argb-atx-mid-tower-case-mcb-b511d-kgnn-rga,ATX Mid Tower,Black,,Tempered Glass,,2
MSI MAG PANO 100L PZ,129.99,https://pcpartpicker.com/product/F2P8TW/msi-mag-pano-100l-pz-atx-mid-tower-case-mag-pano-100l-pz-white,ATX Mid Tower,White,,Tempered Glass,72.5,2
GAMDIAS NESO P1,149.99,https://pcpartpicker.com/product/BhFmP6/gamdias-neso-p1-microatx-mini-tower-case-neso-p1-b,ATX Full Tower,Black,,Tempered Glass,75.2,5
Jonsbo D31 MESH Screen,,https://pcpartpicker.com/product/rshv6h/jonsbo-d31-mesh-screen-microatx-mini-tower-case-d31-mesh-screen-white,MicroATX Mini Tower,White,,Tempered Glass,31.3,1
DIYPC Rainbow-Flash-F4,54.94,https://pcpartpicker.com/product/4gstt6/diypc-rainbow-flash-f4-atx-mid-tower-case-rainbow-flash-f4-p,ATX Mid Tower,Pink,,Tempered Glass,33.2,2
Corsair 6500X,199.99,https://pcpartpicker.com/product/LWkH99/corsair-6500x-atx-mid-tower-case-cc-9011284-ww,ATX Mid Tower,White / Brown,,Tempered Glass,78.3,2
Deepcool CC560,,https://pcpartpicker.com/product/44zhP6/deepcool-cc560-atx-mid-tower-case-r-cc560-whgaa4-g-1,ATX Mid Tower,White,,Tempered Glass,41.7,2
Zalman i4,68.9,https://pcpartpicker.com/product/fjCZxr/zalman-i4-atx-mid-tower-case-i4-bk,ATX Mid Tower,Black,,Mesh,43.1,2
Zalman S2,54.99,https://pcpartpicker.com/product/P9snTW/zalman-s2-atx-mid-tower-case-s2-tg,ATX Mid Tower,Black,,Tempered Glass,38.4,2
Deepcool MATREXX 55 MESH,,https://pcpartpicker.com/product/b9tKHx/deepcool-matrexx-55-mesh-atx-mid-tower-case-dp-atx-matrexx55-mesh,ATX Mid Tower,Black,,Tempered Glass,44.4,2
Corsair iCUE 5000X RGB QL Edition,217.54,https://pcpartpicker.com/product/MCvdnQ/corsair-icue-5000x-rgb-ql-edition-atx-mid-tower-case-cc-9011233-ww,ATX Mid Tower,White,,Tempered Glass,66.2,2
Jonsbo Jonsplus Z20,96,https://pcpartpicker.com/product/cgjRsY/jonsbo-jonsplus-z20-microatx-desktop-case-z20-pinkwhite,MicroATX Desktop,Pink / White,,Tempered Glass,25.3,1
GameMax Defender MB,56.79,https://pcpartpicker.com/product/xFV2FT/gamemax-defender-mb-atx-mid-tower-case-defender-mb,MicroATX Mini Tower,Black,,Tempered Glass,43.6,2
Thermaltake View 91,,https://pcpartpicker.com/product/cGbwrH/thermaltake-view-91-tempered-glass-rgb-edition-atx-full-tower-case-ca-1i9-00f1wn-00,ATX Full Tower,Black,,Tempered Glass,153.3,12
Gigabyte AORUS C500 GLASS,169.99,https://pcpartpicker.com/product/4rTp99/gigabyte-aorus-c500-glass-atx-mid-tower-case-gb-ac500g,ATX Mid Tower,Black,,Tempered Glass,116.6,2
NZXT H510i,179,https://pcpartpicker.com/product/jm848d/nzxt-h510i-atx-mid-tower-case-ca-h510i-b1,ATX Mid Tower,Black,,Tempered Glass,41.3,2
Razer Tomahawk ATX,,https://pcpartpicker.com/product/6RDkcf/razer-tomahawk-atx-atx-mid-tower-case-rc21-01420100-r3m1,ATX Mid Tower,Black,,Tinted Tempered Glass,,3
Jonsbo D30,84.99,https://pcpartpicker.com/product/rRWzK8/jonsbo-d30-microatx-mini-tower-case-d30-black,MicroATX Mini Tower,Black,,Tempered Glass,26.6,1
Fractal Design Focus G,64.98,https://pcpartpicker.com/product/Yzbkcf/fractal-design-focus-g-atx-mid-tower-case-fd-ca-focus-rd-w,ATX Mid Tower,Black / Red,,Acrylic,42.2,2
Xigmatek SS04,,https://pcpartpicker.com/product/8jrqqs/xigmatek-ss04-microatx-mid-tower-case-en40056,MicroATX Mid Tower,Black,,,22.1,2
MSI MPG GUNGNIR 110R,109.99,https://pcpartpicker.com/product/cgcG3C/msi-mpg-gungnir-110r-atx-mid-tower-case-mpg-gungnir-110r-white,ATX Mid Tower,White,,Tempered Glass,,2
Lian Li LANCOOL 205 Mesh C,119.99,https://pcpartpicker.com/product/cMqPxr/lian-li-lancool-205-mesh-c-atx-mid-tower-case-g99oe764cw00am,ATX Mid Tower,White,,Tempered Glass,41.3,2
Silverstone PS16B,67.93,https://pcpartpicker.com/product/g3n8TW/silverstone-ps16b-microatx-mini-tower-case-sst-ps16b,MicroATX Mini Tower,Black,,,,3
NZXT H210i,,https://pcpartpicker.com/product/2XH8TW/nzxt-h210i-mini-itx-tower-case-ca-h210i-w1,Mini ITX Tower,White,,Tempered Glass,27.3,1
NZXT H510,119.99,https://pcpartpicker.com/product/WHNgXL/nzxt-h510-atx-mid-tower-case-ca-h510b-br,ATX Mid Tower,Black / Red,,Tempered Glass,41.3,2
Cooler Master Cosmos C700M,578.99,https://pcpartpicker.com/product/ddPKHx/cooler-master-cosmos-c700m-atx-mid-tower-case-mcc-c700m-mg5n-s00,ATX Full Tower,Silver / Black,,Tempered Glass,,4
Corsair 2500X Bamboo,159.99,https://pcpartpicker.com/product/Qp6NnQ/corsair-2500x-bamboo-microatx-mini-tower-case-cc-9011288-ww,MicroATX Mini Tower,White / Brown,,Tempered Glass,54.8,2
MSI MAG PANO 100L PZ,129.99,https://pcpartpicker.com/product/QHcgXL/msi-mag-pano-100l-pz-atx-mid-tower-case-mag-pano-100l-pz,ATX Mid Tower,Black,,Tempered Glass,72.5,2
Silverstone Sugo 16,85.56,https://pcpartpicker.com/product/pxwypg/silverstone-sugo-16-mini-itx-tower-case-sst-sg16b,Mini ITX Tower,Black,,,13,1
Montech KING 95 PRO,169,https://pcpartpicker.com/product/mHsV3C/montech-king-95-pro-atx-mid-tower-case-king-95-pro-prussian-blue,ATX Mid Tower,Blue / Black,,Tempered Glass,63,5
KOLINK OBSERVATORY LITE MESH RGB,,https://pcpartpicker.com/product/ztTzK8/kolink-observatory-lite-mesh-rgb-atx-mid-tower-case-observatory-lite-mesh,ATX Mid Tower,Black,,Tempered Glass,,2
ENDORFY Arx 700 ARGB,,https://pcpartpicker.com/product/cwkH99/endorfy-arx-700-argb-atx-mid-tower-case-ey2a013,ATX Mid Tower,Black,,Tempered Glass,54.2,1
Jonsbo D31 MESH Screen,,https://pcpartpicker.com/product/k34Zxr/jonsbo-d31-mesh-screen-microatx-mini-tower-case-d31-mesh-screen-black,MicroATX Mini Tower,Black,,Tempered Glass,31.3,1
Cougar Archon 2 Mesh RGB,59.99,https://pcpartpicker.com/product/nHXJ7P/cougar-archon-2-mesh-rgb-atx-mid-tower-case-cgr-5cc5w-mesh-rgb,ATX Mid Tower,White,,Tempered Glass,37.5,2
GameMax Aero,,https://pcpartpicker.com/product/dy6p99/gamemax-aero-atx-mid-tower-case-aero,ATX Mid Tower,Black / White,,Tempered Glass,40.7,2
Antec Dark Phantom DP301M,66.37,https://pcpartpicker.com/product/mT66Mp/antec-dark-phantom-dp301m-microatx-mid-tower-case-dp301m,MicroATX Mid Tower,Black,,Acrylic,,2
Jonsbo D300,126.88,https://pcpartpicker.com/product/YR88TW/jonsbo-d300-microatx-mid-tower-case-d300-black,MicroATX Mid Tower,Black,,Tempered Glass,45.8,2
Jonsbo D41 Mesh Screen,,https://pcpartpicker.com/product/qJyH99/jonsbo-d41-mesh-screen-atx-mid-tower-case-d41-mesh-screen-black,ATX Mid Tower,Black,,Tempered Glass,35.4,2
Thermaltake CTE T500 Air,114.99,https://pcpartpicker.com/product/ZDkH99/thermaltake-cte-t500-air-atx-full-tower-case-ca-1x8-00f1wn-00,ATX Full Tower,Black,,Tempered Glass,87.3,4
be quiet! Pure Base 500,69.9,https://pcpartpicker.com/product/hn7p99/be-quiet-pure-base-500-atx-mid-tower-case-bg035,ATX Mid Tower,White,,,46,2
Lian Li O11 Dynamic Mini,139,https://pcpartpicker.com/product/TjtKHx/lian-li-o11-dynamic-mini-atx-mid-tower-case-o11d-mini-w,ATX Mid Tower,White / Black,,Tempered Glass,43,2
BitFenix Nova Mesh SE,69.9,https://pcpartpicker.com/product/kRQfrH/bitfenix-nova-mesh-se-atx-mid-tower-case-bfc-nse-300-wwgkw-4a,ATX Mid Tower,White,,Tempered Glass,36.1,2
Phanteks ECLIPSE G500A Performance,120.98,https://pcpartpicker.com/product/BCfnTW/phanteks-eclipse-g500a-performance-atx-mid-tower-case-ph-ec500ga_bbk01,ATX Mid Tower,Black,,Tempered Glass,61.8,2
CiT Seven,,https://pcpartpicker.com/product/MxPgXL/cit-seven-microatx-mid-tower-case-cit-seven,MicroATX Mid Tower,Black,,Acrylic,,1
iBuypower Slate 8 Mesh Pro ARGB,134,https://pcpartpicker.com/product/fHP8TW/ibuypower-slate-8-mesh-pro-argb-atx-mid-tower-case-848604047782,ATX Mid Tower,Black,,Tempered Glass,54.2,1
Corsair Carbide Series 275R,,https://pcpartpicker.com/product/KFXnTW/corsair-carbide-series-275r-atx-mid-tower-case-cc-9011132-ww,ATX Mid Tower,Black,,Tempered Glass,44.2,2
GAMDIAS ATLAS M1,,https://pcpartpicker.com/product/Y9mNnQ/gamdias-atlas-m1-atx-mid-tower-case-gd-atlas-m1,ATX Mid Tower,Black,,Tempered Glass,41,1
Corsair 6500D Airflow,154.99,https://pcpartpicker.com/product/XNHqqs/corsair-6500d-airflow-atx-mid-tower-case-cc-9011260-ww,ATX Mid Tower,White,,Tempered Glass,78.3,2
Corsair 6500X,199.99,https://pcpartpicker.com/product/nkYRsY/corsair-6500x-atx-mid-tower-case-cc-9011283-ww,ATX Mid Tower,Black / Gray,,Tempered Glass,78.3,2
Deepcool CG560,,https://pcpartpicker.com/product/34LFf7/deepcool-cg560-atx-mid-tower-case-r-cg560-bkaae4-g-1,ATX Mid Tower,Black,,Tempered Glass,48.9,2
be quiet! Shadow Base 800 DX,149.9,https://pcpartpicker.com/product/DXMMnQ/be-quiet-shadow-base-800-dx-atx-mid-tower-case-bgw61,ATX Mid Tower,Black,,Tempered Glass,70.9,2
Antec P20C,104.99,https://pcpartpicker.com/product/LttLrH/antec-p20c-atx-mid-tower-case-0-761345-80103-4,ATX Mid Tower,Black,,Tempered Glass,50.6,2
Fractal Design Focus G,61.98,https://pcpartpicker.com/product/ZKCrxr/fractal-design-focus-g-atx-mid-tower-case-fd-ca-focus-bu-w,ATX Mid Tower,Black / Blue,,Acrylic,42.2,2
Thermaltake The Tower 300 Matcha,139.99,https://pcpartpicker.com/product/rxdG3C/thermaltake-the-tower-300-matcha-microatx-mini-tower-case-ca-1y4-00sewn-00,MicroATX Mini Tower,Green,,Tempered Glass,53,3
Phanteks Eclipse G300A (3 Fan),,https://pcpartpicker.com/product/NYNYcf/phanteks-eclipse-g300a-3-fan-atx-mid-tower-case-ph-ec300ga_dbk02,ATX Mid Tower,Black,,Tempered Glass,37.2,1
HYTE Y70 Touch,,https://pcpartpicker.com/product/yTNYcf/hyte-y70-touch-atx-mid-tower-case-cs-hyte-y70-bw-l,ATX Mid Tower,Black / White,,Tempered Glass,70.7,2
MSI MPG SEKIRA 500X,828.62,https://pcpartpicker.com/product/xMvqqs/msi-mpg-sekira-500x-atx-mid-tower-case-mpg-sekira-500x,ATX Mid Tower,Black,,Tempered Glass,67.1,4
Jonsbo TK-0,132,https://pcpartpicker.com/product/ZbmNnQ/jonsbo-tk-0-mini-itx-desktop-case-tk-0-black,Mini ITX Desktop,Black,,Tempered Glass,16.4,1
Thermaltake CTE C750 Air ARGB,149.99,https://pcpartpicker.com/product/WdHqqs/thermaltake-cte-c750-air-argb-atx-mid-tower-case-ca-1x6-00f1wn-00,ATX Full Tower,Black,,Tempered Glass,110.7,7
Jonsbo D41 Mesh,82.99,https://pcpartpicker.com/product/tdHqqs/jonsbo-d41-mesh-atx-mid-tower-case-d41-mesh-black,ATX Mid Tower,Black,,Tempered Glass,35.4,2
Silverstone MILO 11,75.41,https://pcpartpicker.com/product/sMfnTW/silverstone-milo-11-microatx-desktop-case-sst-ml11b,MicroATX Desktop,Black / Silver,,,10.3,1
Thermaltake The Tower 300,146.96,https://pcpartpicker.com/product/2F9wrH/thermaltake-the-tower-300-microatx-mini-tower-case-ca-1y4-00scwn-00,MicroATX Mini Tower,Green / Black,,Tempered Glass,53,3
NZXT H7,122.22,https://pcpartpicker.com/product/PNmmP6/nzxt-h7-atx-mid-tower-case-cm-h71bb-01,ATX Mid Tower,Black,,Tempered Glass,55.8,2
NZXT H7 Elite (2022),199.99,https://pcpartpicker.com/product/XNmmP6/nzxt-h7-elite-atx-mid-tower-case-cm-h71eb-01,ATX Mid Tower,,,Tempered Glass,55.8,2
Montech KING 95 PRO,169,https://pcpartpicker.com/product/8wKscf/montech-king-95-pro-atx-mid-tower-case-king-95-pro-red,ATX Mid Tower,Red / Black,,Tempered Glass,63,5
