name,price,href,type,color,psu,side_panel,external_volume,internal_35_bays
Corsair 4000D Airflow,89.97,https://pcpartpicker.com/product/bCYQzy/corsair-4000d-airflow-atx-mid-tower-case-cc-9011200-ww,ATX Mid Tower,Black,,Tinted Tempered Glass,48.6,2
NZXT H5 Flow (2022),79.98,https://pcpartpicker.com/product/RY4Ycf/nzxt-h5-flow-atx-mid-tower-case-cc-h51fb-01,ATX Mid Tower,Black,,Tempered Glass,47,1
Montech AIR 903 MAX,74.98,https://pcpartpicker.com/product/2MwmP6/montech-air-903-max-atx-mid-tower-case-air-903-max-b,ATX Mid Tower,Black,,Tempered Glass,54.2,2
NZXT H9 Flow,159.99,https://pcpartpicker.com/product/7ZBG3C/nzxt-h9-flow-atx-mid-tower-case-cm-h91fw-01,ATX Mid Tower,White,,Tempered Glass,66.9,2
Fractal Design Pop Air,49.99,https://pcpartpicker.com/product/QnD7YJ/fractal-design-pop-air-atx-mid-tower-case-fd-c-poa1a-02,ATX Mid Tower,Black,,Tempered Glass,46.2,2
Cooler Master MasterBox Q300L,46.98,https://pcpartpicker.com/product/rnGxFT/cooler-master-masterbox-q300l-microatx-mini-tower-case-mcb-q300l-kann-s00,MicroATX Mini Tower,Black,,Acrylic,33.6,1
Phanteks XT PRO ULTRA,75.98,https://pcpartpicker.com/product/BXtLrH/phanteks-xt-pro-ultra-atx-mid-tower-case-ph-xt523p1-dbk01,ATX Mid Tower,Black,,Tempered Glass,51.8,2
NZXT H9 Flow,159.99,https://pcpartpicker.com/product/VCpzK8/nzxt-h9-flow-atx-mid-tower-case-cm-h91fb-01,ATX Mid Tower,Black,,Tempered Glass,66.9,2
Montech XR,63.9,https://pcpartpicker.com/product/fc88TW/montech-xr-atx-mid-tower-case-xr-b,ATX Mid Tower,Black,,Tempered Glass,45,2
Lian Li O11 Vision,123.94,https://pcpartpicker.com/product/vZHqqs/lian-li-o11-vision-atx-mid-tower-case-pc-o11vw,ATX Mid Tower,White,,Tempered Glass,67.8,2
NZXT H6 Flow,109.99,https://pcpartpicker.com/product/8QMMnQ/nzxt-h6-flow-atx-mid-tower-case-cc-h61fw-01,ATX Mid Tower,White,,Tempered Glass,51.8,1
NZXT H6 Flow,109.98,https://pcpartpicker.com/product/xgKscf/nzxt-h6-flow-atx-mid-tower-case-cc-h61fb-01,ATX Mid Tower,Black,,Tempered Glass,51.8,1
Fractal Design North,109.99,https://pcpartpicker.com/product/ybNxFT/fractal-design-north-atx-mid-tower-case-fd-c-nor1c-02,ATX Mid Tower,Black,,Tempered Glass,45.1,2
Lian Li A3-mATX,69.98,https://pcpartpicker.com/product/CjFmP6/lian-li-a3-matx-microatx-mini-tower-case-a3-matx-x,MicroATX Mini Tower,Black,,Mesh,26.3,1
Lian Li O11 Vision,119.94,https://pcpartpicker.com/product/Jk7scf/lian-li-o11-vision-atx-mid-tower-case-pc-o11vx,ATX Mid Tower,Black,,Tempered Glass,67.8,2
Montech AIR 100 ARGB,69.99,https://pcpartpicker.com/product/M7Z9TW/montech-air-100-argb-microatx-mid-tower-case-air-100-argb-black,MicroATX Mid Tower,Black,,Tempered Glass,36.1,2
Fractal Design Pop XL Air,116.28,https://pcpartpicker.com/product/8qFbt6/fractal-design-pop-xl-air-atx-full-tower-case-fd-c-por1x-06,ATX Full Tower,Black,,Tempered Glass,62.4,3
NZXT H5 Flow (2022),69.98,https://pcpartpicker.com/product/92pzK8/nzxt-h5-flow-atx-mid-tower-case-cc-h51fw-01,ATX Mid Tower,White,,Tempered Glass,47,1
Phanteks XT PRO,65.98,https://pcpartpicker.com/product/zJWJ7P/phanteks-xt-pro-atx-mid-tower-case-ph-xt523p1-bk01,ATX Mid Tower,Black,,Tempered Glass,51.8,2
Fractal Design Pop Mini Air,89.97,https://pcpartpicker.com/product/gx3gXL/fractal-design-pop-mini-air-microatx-mid-tower-case-fd-c-por1m-06,MicroATX Mid Tower,Black,,Tempered Glass,36.5,2
NZXT H5 Flow RGB (2023),89.99,https://pcpartpicker.com/product/43tLrH/nzxt-h5-flow-rgb-atx-mid-tower-case-cc-h51fb-r1,ATX Mid Tower,Black,,Tempered Glass,47,1
Fractal Design Terra,179.99,https://pcpartpicker.com/product/GrMMnQ/fractal-design-terra-mini-itx-desktop-case-fd-c-ter1n-01,Mini ITX Desktop,Black / Brown,,Mesh,11.4,0
Fractal Design North XL,151.96,https://pcpartpicker.com/product/Gd26Mp/fractal-design-north-xl-atx-full-tower-case-fd-c-nor1x-02,ATX Full Tower,Black,,Tinted Tempered Glass,61.4,2
HYTE Y70 Touch Infinite,379.99,https://pcpartpicker.com/product/Tvrqqs/hyte-y70-touch-infinite-atx-mid-tower-case-cs-hyte-y70ti-ww,ATX Mid Tower,White,,Tempered Glass,70.7,2
NZXT H6 Flow RGB,134.99,https://pcpartpicker.com/product/kfRwrH/nzxt-h6-flow-rgb-atx-mid-tower-case-cc-h61fw-r1,ATX Mid Tower,White,,Tempered Glass,51.8,1
Montech AIR 903 BASE,65,https://pcpartpicker.com/product/kKcgXL/montech-air-903-base-atx-mid-tower-case-air-903-base-b,ATX Mid Tower,Black,,Tempered Glass,54.2,2
Lian Li O11D EVO RGB,159.96,https://pcpartpicker.com/product/qrXV3C/lian-li-o11d-evo-rgb-atx-mid-tower-case-o11dergbx,ATX Mid Tower,Black,,Tempered Glass,65.3,4
HYTE Y70,219,https://pcpartpicker.com/product/RgjRsY/hyte-y70-atx-mid-tower-case-cs-hyte-y70-ww,ATX Mid Tower,White,,Tempered Glass,70.7,2
Montech KING 95 PRO,148.99,https://pcpartpicker.com/product/7qQKHx/montech-king-95-pro-atx-mid-tower-case-king-95-pro-black,ATX Mid Tower,Black,,Tempered Glass,63,5
Thermaltake Level 20,999.99,https://pcpartpicker.com/product/BkyV3C/thermaltake-level-20-atx-full-tower-case-ca-1j9-00f9wn-00,ATX Full Tower,Black / Silver,,Tempered Glass,141,8
Fractal Design Pop Air RGB,89.99,https://pcpartpicker.com/product/mpcG3C/fractal-design-pop-air-rgb-atx-mid-tower-case-fd-c-por1a-06,ATX Mid Tower,Black,,Tempered Glass,46.2,2
Corsair 3000D AIRFLOW,74.98,https://pcpartpicker.com/product/NcRwrH/corsair-3000d-airflow-atx-mid-tower-case-cc-9011251-ww,ATX Mid Tower,Black,,Tempered Glass,49.5,2
Lian Li LANCOOL 216 RGB,94.99,https://pcpartpicker.com/product/KKytt6/lian-li-lancool-216-rgb-atx-mid-tower-case-lancool-216rx,ATX Mid Tower,Black,,Tempered Glass,55.6,2
Lian Li O11 Dynamic EVO XL,229.99,https://pcpartpicker.com/product/jwDQzy/lian-li-o11-dynamic-evo-xl-atx-full-tower-case-o11dexl-x,ATX Full Tower,Black,,Tempered Glass,84.4,4
NZXT H5 Flow RGB (2023),79.98,https://pcpartpicker.com/product/fcqrxr/nzxt-h5-flow-rgb-atx-mid-tower-case-cc-h51fw-r1,ATX Mid Tower,White,,Tempered Glass,47,1
Corsair 4000D Airflow,89.99,https://pcpartpicker.com/product/WBVG3C/corsair-4000d-airflow-atx-mid-tower-case-cc-9011201-ww,ATX Mid Tower,White,,Tinted Tempered Glass,48.6,2
Corsair 5000D AIRFLOW,134.97,https://pcpartpicker.com/product/PWn8TW/corsair-5000d-airflow-atx-mid-tower-case-cc-9011210-ww,ATX Mid Tower,Black,,Tempered Glass,66.2,2
SAMA Sama-S88-BK,41.96,https://pcpartpicker.com/product/sHytt6/sama-sama-s88-bk-atx-mid-tower-case-sama-s88-bk,ATX Mid Tower,Black / Red,,Tempered Glass,37.7,2
Cooler Master MasterBox NR200,82.99,https://pcpartpicker.com/product/kd2bt6/cooler-master-masterbox-nr200-mini-itx-desktop-case-mcb-nr200-knnn-s00,Mini ITX Desktop,Black,,,20.3,2
NZXT H6 Flow RGB,134.99,https://pcpartpicker.com/product/rM26Mp/nzxt-h6-flow-rgb-atx-mid-tower-case-cc-h61fb-r1,ATX Mid Tower,Black,,Tempered Glass,51.8,1
Asus Prime AP201,71.98,https://pcpartpicker.com/product/fPZ9TW/asus-prime-ap201-microatx-mini-tower-case-ap201blkmesh,MicroATX Mini Tower,Black,,Mesh,33,3
Lian Li O11 Dynamic Mini Snow Edition,100.99,https://pcpartpicker.com/product/PgbTwP/lian-li-o11-dynamic-mini-snow-edition-atx-mid-tower-case-o11d-mini-s,ATX Mid Tower,White,,Tempered Glass,43,2
NZXT H9 Elite,169.99,https://pcpartpicker.com/product/8XmmP6/nzxt-h9-elite-atx-mid-tower-case-cm-h91eb-01,ATX Mid Tower,Black,,Tempered Glass,66.9,2
CiT Home RGB,44.89,https://pcpartpicker.com/product/fj4Ycf/cit-home-rgb-microatx-mid-tower-case-cithomergb,MicroATX Mid Tower,Black,,,,3
Antec C5 ARGB,123.3,https://pcpartpicker.com/product/MFNYcf/antec-c5-argb-atx-mid-tower-case-0-761345-10033-5,ATX Mid Tower,Black,,Tempered Glass,,1
Montech AIR 100 LITE,,https://pcpartpicker.com/product/Dsstt6/montech-air-100-lite-microatx-mid-tower-case-air-100-lite-black,MicroATX Mid Tower,Black,,Tempered Glass,36.1,2
Montech XR,63.9,https://pcpartpicker.com/product/nhbRsY/montech-xr-atx-mid-tower-case-xr-w,ATX Mid Tower,White,,Tempered Glass,45,2
Fractal Design Meshify C,99.99,https://pcpartpicker.com/product/Y6Crxr/fractal-design-meshify-c-atx-mid-tower-case-fd-ca-mesh-c-bko-tg,ATX Mid Tower,Black,,Tinted Tempered Glass,40.6,2
Fractal Design North,120.96,https://pcpartpicker.com/product/sHYmP6/fractal-design-north-atx-mid-tower-case-fd-c-nor1c-01,ATX Mid Tower,Black,,Mesh,45.1,2
Lian Li O11D EVO RGB,144.97,https://pcpartpicker.com/product/Ksgrxr/lian-li-o11d-evo-rgb-atx-mid-tower-case-o11dergbw,ATX Mid Tower,White,,Tempered Glass,65.3,4
Fractal Design Terra,179.99,https://pcpartpicker.com/product/rpKscf/fractal-design-terra-mini-itx-desktop-case-fd-c-ter1n-03,Mini ITX Desktop,Green / Brown,,Mesh,11.4,0
Lian Li A3-mATX,69.99,https://pcpartpicker.com/product/c2yH99/lian-li-a3-matx-microatx-mini-tower-case-a3-matx-w,MicroATX Mini Tower,White,,Mesh,26.3,1
NZXT H7 Flow (2022),89.99,https://pcpartpicker.com/product/c7jBD3/nzxt-h7-flow-atx-mid-tower-case-cm-h71fb-01,ATX Mid Tower,Black,,Tempered Glass,55.8,2
Fractal Design Terra,129.99,https://pcpartpicker.com/product/kqHqqs/fractal-design-terra-mini-itx-desktop-case-fd-c-ter1n-02,Mini ITX Desktop,Silver / Brown,,Mesh,11.4,0
Montech X3 Mesh,64.98,https://pcpartpicker.com/product/HRH7YJ/montech-x3-mesh-atx-mid-tower-case-x3-mesh-black,ATX Mid Tower,Black,,Tempered Glass,,2
Corsair 7000D AIRFLOW,269.95,https://pcpartpicker.com/product/4fhFf7/corsair-7000d-airflow-atx-mid-tower-case-cc-9011218ww,ATX Full Tower,Black,,Tempered Glass,81.8,6
NZXT H9 Elite,169.99,https://pcpartpicker.com/product/mWYmP6/nzxt-h9-elite-atx-mid-tower-case-cm-h91ew-01,ATX Mid Tower,White,,Tempered Glass,66.9,2
Okinos Aqua 3,59.99,https://pcpartpicker.com/product/FfQKHx/okinos-aqua-3-microatx-mini-tower-case-okicc-aqua3-matxb-h3ba,MicroATX Mini Tower,Black,,Tempered Glass,28.8,2
HYTE Y70 Touch Infinite,379.99,https://pcpartpicker.com/product/Yp6NnQ/hyte-y70-touch-infinite-atx-mid-tower-case-cs-hyte-y70ti-bb,ATX Mid Tower,Black,,Tempered Glass,70.7,2
Lian Li LANCOOL 216,94.99,https://pcpartpicker.com/product/qP2WGX/lian-li-lancool-216-atx-mid-tower-case-lancool-216x,ATX Mid Tower,Black,,Tempered Glass,55.6,2
Silverstone ALTA F2,859.99,https://pcpartpicker.com/product/wsvD4D/silverstone-alta-f2-atx-full-tower-case-sst-alf2b-g,ATX Full Tower,Black,,Tempered Glass,98.9,8
HYTE Y70,219,https://pcpartpicker.com/product/VGgrxr/hyte-y70-atx-mid-tower-case-cs-hyte-y70-b,ATX Mid Tower,Black,,Tempered Glass,70.7,2
Lian Li O11 Dynamic Mini,92.56,https://pcpartpicker.com/product/ByJmP6/lian-li-o11-dynamic-mini-atx-mid-tower-case-o11d-mini-x,ATX Mid Tower,Black,,Tempered Glass,43,2
Deepcool CC560 V2,,https://pcpartpicker.com/product/tHLdnQ/deepcool-cc560-v2-atx-mid-tower-case-r-cc560-bkgaa4-g-2,ATX Mid Tower,Black,,Tempered Glass,44.9,2
Lian Li O11 Dynamic EVO XL,224.99,https://pcpartpicker.com/product/zqNYcf/lian-li-o11-dynamic-evo-xl-atx-full-tower-case-o11dexl-w,ATX Full Tower,White,,Tempered Glass,84.4,4
Montech KING 95 PRO,158.78,https://pcpartpicker.com/product/VTqrxr/montech-king-95-pro-atx-mid-tower-case-king-95-pro-white,ATX Mid Tower,White,,Tempered Glass,63,5
Corsair iCUE 4000X RGB,109.99,https://pcpartpicker.com/product/6qFKHx/corsair-icue-4000x-rgb-atx-mid-tower-case-cc-9011204-ww,ATX Mid Tower,Black,,Tempered Glass,48.6,2
Fractal Design North,139.99,https://pcpartpicker.com/product/Pmytt6/fractal-design-north-atx-mid-tower-case-fd-c-nor1c-04,ATX Mid Tower,White,,Tempered Glass,45.1,2
Montech AIR 903 MAX,81.9,https://pcpartpicker.com/product/bQGhP6/montech-air-903-max-atx-mid-tower-case-air-903-max-w,ATX Mid Tower,White,,Tempered Glass,54.2,2
NZXT H7 Flow (2024),129.99,https://pcpartpicker.com/product/4yMMnQ/nzxt-h7-flow-2024-atx-mid-tower-case-cm-h72fb-01,ATX Mid Tower,Black,,Tempered Glass,62.1,2
be quiet! Pure Base 500DX,94.9,https://pcpartpicker.com/product/FCK2FT/be-quiet-pure-base-500dx-atx-mid-tower-case-bgw37,ATX Mid Tower,Black,,Tempered Glass,48.3,2
Fractal Design Pop Mini Air,89.99,https://pcpartpicker.com/product/qJrRsY/fractal-design-pop-mini-air-microatx-mid-tower-case-fd-c-por1m-01,MicroATX Mid Tower,White,,Tempered Glass,36.5,2
Lian Li A4-H20 X4,148.44,https://pcpartpicker.com/product/jT7G3C/lian-li-a4-h20-x4-mini-itx-desktop-case-a4-h20-x4,Mini ITX Desktop,Black,,Mesh,11.1,0
Montech AIR 100 ARGB,66.9,https://pcpartpicker.com/product/wvmmP6/montech-air-100-argb-microatx-mid-tower-case-air-100-argb-white,MicroATX Mid Tower,White,,Tempered Glass,36.1,2
Corsair 3500X ARGB,109.99,https://pcpartpicker.com/product/T8V2FT/corsair-3500x-argb-atx-mid-tower-case-cc-9011279-ww,ATX Mid Tower,White,,Tempered Glass,55.9,2
Fractal Design Focus 2,49.99,https://pcpartpicker.com/product/WvXJ7P/fractal-design-focus-2-atx-mid-tower-case-fd-c-foc2a-01,ATX Mid Tower,Black,,Tempered Glass,45.8,2
Fractal Design North XL,139.99,https://pcpartpicker.com/product/LbHqqs/fractal-design-north-xl-atx-full-tower-case-fd-c-nor1x-01,ATX Full Tower,Black,,Mesh,61.4,2
Cooler Master MasterBox NR200P V2,109.99,https://pcpartpicker.com/product/GwfxFT/cooler-master-masterbox-nr200p-v2-mini-itx-desktop-case-nr200p-v2,Mini ITX Desktop,Black,,Mesh,20.1,1
Zalman S2,49.99,https://pcpartpicker.com/product/Bcprxr/zalman-s2-atx-mid-tower-case-s2,ATX Mid Tower,Black,,Acrylic,38.4,2
NZXT H5 Elite,139.99,https://pcpartpicker.com/product/FbWzK8/nzxt-h5-elite-atx-mid-tower-case-cc-h51eb-01,ATX Mid Tower,Black,,Tempered Glass,47,1
HYTE Y60 Snow White,149.99,https://pcpartpicker.com/product/3JfxFT/hyte-y60-snow-white-atx-mid-tower-case-cs-hyte-y60-ww,ATX Mid Tower,White,,Tempered Glass,,2
NZXT H510,99.98,https://pcpartpicker.com/product/b7hmP6/nzxt-h510-atx-mid-tower-case-ca-h510b-b1,ATX Mid Tower,Black,,Tempered Glass,41.3,2
Fractal Design Define R5,74.99,https://pcpartpicker.com/product/sjX2FT/fractal-design-case-fdcadefr5bk,ATX Mid Tower,Black,,,54.2,8
Fractal Design Ridge PCIe 4.0,129.99,https://pcpartpicker.com/product/PQdG3C/fractal-design-ridge-pcie-40-mini-itx-tower-case-fd-c-rid1n-11,Mini ITX Tower,Black,,Mesh,16.3,0
MSI MAG FORGE 100R,96.03,https://pcpartpicker.com/product/yKNgXL/msi-mag-forge-100r-atx-mid-tower-case-mag-forge-100r,ATX Mid Tower,Black,,Tempered Glass,,2
HYTE Y60,179,https://pcpartpicker.com/product/H6VmP6/hyte-y60-atx-mid-tower-case-cs-hyte-y60-b,ATX Mid Tower,Black,,Tempered Glass,,2
NZXT H510,99.98,https://pcpartpicker.com/product/6Cyqqs/nzxt-h510-atx-mid-tower-case-ca-h510b-w1,ATX Mid Tower,White,,Tempered Glass,41.3,2
Lian Li O11 Dynamic EVO,279,https://pcpartpicker.com/product/4cPQzy/lian-li-o11-dynamic-evo-atx-mid-tower-case-pc-o11dew,ATX Mid Tower,White / Gray,,Tempered Glass,60.8,6
Lian Li LANCOOL 216 RGB,87.99,https://pcpartpicker.com/product/QcddnQ/lian-li-lancool-216-rgb-atx-mid-tower-case-lancool-216rw,ATX Mid Tower,White,,Tempered Glass,55.6,2
Phanteks NV5,104.98,https://pcpartpicker.com/product/tXhv6h/phanteks-nv5-atx-mid-tower-case-ph-nv523tg_dbk01,ATX Mid Tower,Black,,Tempered Glass,60.2,3
Lian Li O11 Air Mini,82.99,https://pcpartpicker.com/product/RvNxFT/lian-li-o11-air-mini-atx-mid-tower-case-o11amx,ATX Mid Tower,Black,,Tempered Glass,44.2,4
Asus ROG Strix Helios,264.99,https://pcpartpicker.com/product/FhRzK8/asus-rog-strix-helios-atx-full-tower-case-gx601,ATX Full Tower,Black,,Tempered Glass,83.5,2
Corsair Obsidian Series 1000D,524.99,https://pcpartpicker.com/product/bHprxr/corsair-obsidian-series-1000d-atx-full-tower-case-cc-9011148-ww,ATX Full Tower,Black,,Tempered Glass,149.1,5
Fractal Design Torrent,152.96,https://pcpartpicker.com/product/BjqPxr/fractal-design-torrent-atx-mid-tower-case-fd-c-tor1a-01,ATX Mid Tower,Black,,Tinted Tempered Glass,69.8,2
Montech AIR 903 BASE,69,https://pcpartpicker.com/product/rBTZxr/montech-air-903-base-atx-mid-tower-case-air-903-base-w,ATX Mid Tower,White,,Tempered Glass,54.2,2
Asus Prime AP201,76.01,https://pcpartpicker.com/product/Zq3NnQ/asus-prime-ap201-microatx-mini-tower-case-prime-ap201-tg-bk,MicroATX Mini Tower,Black,,Tempered Glass,33,3
Montech SKY TWO,99,https://pcpartpicker.com/product/jpddnQ/montech-sky-two-atx-mid-tower-case-sky-two-black,ATX Mid Tower,Black,,Tempered Glass,45.3,2
Deepcool CH370,,https://pcpartpicker.com/product/mhC48d/deepcool-ch370-microatx-mid-tower-case-r-ch370-bknam1-g-1,MicroATX Mid Tower,Black,,Tempered Glass,38.3,2
DIYPC F2,,https://pcpartpicker.com/product/r2VBD3/diypc-case-diyf2o,MicroATX Mini Tower,Black / Orange,,Acrylic,,2
Thermaltake Versa H18,51.99,https://pcpartpicker.com/product/dgndnQ/thermaltake-versa-h18-microatx-mini-tower-case-ca-1j4-00s1wn-01,MicroATX Mini Tower,Black,,Tempered Glass,30.4,2
be quiet! Pure Base 500,54.9,https://pcpartpicker.com/product/pZfFf7/be-quiet-pure-base-500-atx-mid-tower-case-bgw34,ATX Mid Tower,Black,,Tempered Glass,46,2
Lian Li PC-O11 Dynamic,,https://pcpartpicker.com/product/VxRzK8/lian-li-pc-o11dw-atx-full-tower-case-pc-o11dw,ATX Full Tower,White,,Tempered Glass,54,3
Phanteks XT PRO ULTRA,69.99,https://pcpartpicker.com/product/TGzXsY/phanteks-xt-pro-ultra-atx-mid-tower-case-ph-xt523p1-dwt01,ATX Mid Tower,White,,Tempered Glass,51.8,2
Corsair iCUE 4000D RGB AIRFLOW,149.99,https://pcpartpicker.com/product/mGXV3C/corsair-icue-4000d-rgb-airflow-atx-mid-tower-case-cc-9011240-ww,ATX Mid Tower,Black,,Tempered Glass,48.6,2
Deepcool CH160,,https://pcpartpicker.com/product/7g7scf/deepcool-ch160-mini-itx-desktop-case-r-ch160-bkngi0-g-1,Mini ITX Desktop,Black,,Tempered Glass,19.1,1
Deepcool MATREXX 40 3FS,,https://pcpartpicker.com/product/36gFf7/deepcool-matrexx-40-3fs-microatx-mini-tower-case-dp-matx-matrexx40-3fs,MicroATX Mini Tower,Black,,Tempered Glass,,2
Fractal Design Ridge PCIe 4.0,129.99,https://pcpartpicker.com/product/Jgn9TW/fractal-design-ridge-pcie-40-mini-itx-tower-case-fd-c-rid1n-12,Mini ITX Tower,White,,Mesh,16.3,0
Thermaltake Versa H17,49.99,https://pcpartpicker.com/product/JtWfrH/thermaltake-versa-h17-microatx-mini-tower-case-ca-1j1-00s1nn-00,MicroATX Mini Tower,Black,,,30.4,2
SAMA ARGB-Q5,,https://pcpartpicker.com/product/z73NnQ/sama-argb-q5-microatx-mini-tower-case-argb-q5-bk,MicroATX Mini Tower,Black,,Tempered Glass,31.5,2
NZXT H5 Flow (2024),94.99,https://pcpartpicker.com/product/bvTZxr/nzxt-h5-flow-2024-atx-mid-tower-case-cc-h52fb-01,ATX Mid Tower,Black,,Tempered Glass,45,1
Lian Li A3-mATX,84.9,https://pcpartpicker.com/product/FG7scf/lian-li-a3-matx-microatx-mini-tower-case-a3-matx-wd-black,MicroATX Mini Tower,Black / Brown,,Mesh,26.3,1
Antec AX61 ELITE,64.95,https://pcpartpicker.com/product/k9GhP6/antec-ax61-elite-atx-mid-tower-case-ax61-elite,ATX Mid Tower,Black,,Tempered Glass,36.4,2
Fractal Design North XL,139.99,https://pcpartpicker.com/product/wCWJ7P/fractal-design-north-xl-atx-full-tower-case-fd-c-nor1x-04,ATX Full Tower,White,,Tempered Glass,61.4,2
SAMA ARGB-Q5,63.88,https://pcpartpicker.com/product/Bcn9TW/sama-argb-q5-microatx-mini-tower-case-argb-q5-w,MicroATX Mini Tower,White,,Tempered Glass,31.5,2
Phanteks Enthoo Elite,929.98,https://pcpartpicker.com/product/hbYWGX/phanteks-enthoo-elite-black-atx-full-tower-case-ph-es916e_bk,ATX Full Tower,Black,,Tinted Tempered Glass,124.5,6
MSI MAG PANO M100R PZ,99.99,https://pcpartpicker.com/product/gXGhP6/msi-mag-pano-m100r-pz-microatx-mid-tower-case-mag-pano-m100r-pz-white,MicroATX Mid Tower,White,,Tempered Glass,41.9,1
Corsair 3500X,89.99,https://pcpartpicker.com/product/jthv6h/corsair-3500x-atx-mid-tower-case-cc-9011276-ww,ATX Mid Tower,Black,,Tempered Glass,55.9,2
BitFenix FLOW,59.9,https://pcpartpicker.com/product/tvFmP6/bitfenix-flow-atx-mid-tower-case-bfc-flo-300-kkgsk-4a,ATX Mid Tower,Black,,Tempered Glass,42.3,2
Corsair 3000D RGB AIRFLOW,99.99,https://pcpartpicker.com/product/Lsn9TW/corsair-3000d-rgb-airflow-atx-mid-tower-case-cc-9011255-ww,ATX Mid Tower,Black,,Tempered Glass,49.5,2
Cooler Master MasterBox TD500 Mesh V2,100.97,https://pcpartpicker.com/product/y2mNnQ/cooler-master-masterbox-td500-mesh-v2-atx-mid-tower-case-td500v2-kgnn-s00,ATX Mid Tower,,,Tempered Glass,52.4,2
Cooler Master Q300L V2,59.99,https://pcpartpicker.com/product/wMyH99/cooler-master-q300l-v2-atx-mid-tower-case-q300lv2-kgnn-s00,MicroATX Mini Tower,Black,,Tempered Glass,34.1,1
Antec NX200M,54.99,https://pcpartpicker.com/product/3f2WGX/antec-nx200m-microatx-mid-tower-case-nx200m,MicroATX Mid Tower,Black,,Tempered Glass,,2
Lian Li A4-H20 A4,149.19,https://pcpartpicker.com/product/BCcG3C/lian-li-a4-h20-a4-mini-itx-desktop-case-a4-h20-a4,Mini ITX Desktop,Silver / Black,,Mesh,11.1,0
Fractal Design Pop Air,59.99,https://pcpartpicker.com/product/3nD7YJ/fractal-design-pop-air-atx-mid-tower-case-fd-c-por1a-01,ATX Mid Tower,White,,Tempered Glass,46.2,2
Fractal Design Focus 2,69.99,https://pcpartpicker.com/product/gWFbt6/fractal-design-focus-2-atx-mid-tower-case-fd-c-foc2a-07,ATX Mid Tower,Black,,,45.8,2
NZXT H7 Flow RGB (2024),149.99,https://pcpartpicker.com/product/ncXV3C/nzxt-h7-flow-rgb-2024-atx-mid-tower-case-cm-h72fb-r1,ATX Mid Tower,Black,,Tempered Glass,62.1,2
Jonsbo Jonsplus Z20,87.99,https://pcpartpicker.com/product/MM7scf/jonsbo-jonsplus-z20-microatx-desktop-case-z20-black,MicroATX Desktop,Black,,Tempered Glass,25.3,1
KOLINK KLA-003,,https://pcpartpicker.com/product/QKQKHx/kolink-kla-003-atx-full-tower-case-kla-003,ATX Full Tower,Black,,,26.2,0
Fractal Design North,139.99,https://pcpartpicker.com/product/d8WzK8/fractal-design-north-atx-mid-tower-case-fd-c-nor1c-03,ATX Mid Tower,White,,Mesh,45.1,2
Fractal Design Meshify C,99.99,https://pcpartpicker.com/product/nL7v6h/fractal-design-meshify-c-tg-atx-mid-tower-case-fd-ca-mesh-c-bko-tgl,ATX Mid Tower,Black,,Tempered Glass,40.6,2
Cooler Master MasterBox Q300L,44.98,https://pcpartpicker.com/product/xdrqqs/cooler-master-masterbox-q300l-microatx-mini-tower-case-mcb-q300l-wann-s00,MicroATX Mini Tower,White,,Acrylic,33.6,1
Lian Li O11 Dynamic EVO,,https://pcpartpicker.com/product/Ykytt6/lian-li-o11-dynamic-evo-atx-mid-tower-case-pc-o11dex,ATX Mid Tower,Black,,Tinted Tempered Glass,60.8,6
Asus ProArt PA602,269.99,https://pcpartpicker.com/product/N9pQzy/asus-proart-pa602-atx-mid-tower-case-proart-pa602,ATX Mid Tower,Black,,Tempered Glass,81.4,4
MSI MAG FORGE 112R,89.99,https://pcpartpicker.com/product/cJJgXL/msi-mag-forge-112r-atx-mid-tower-case-mag-forge-112r,ATX Mid Tower,Black,,Tempered Glass,42.5,2
Antec C5 ARGB,119.99,https://pcpartpicker.com/product/w3pQzy/antec-c5-argb-atx-mid-tower-case-0-761345-10034-2,ATX Mid Tower,White,,Tempered Glass,,1
Zalman Z1 Iceberg,49.99,https://pcpartpicker.com/product/Jh3NnQ/zalman-z1-iceberg-microatx-mid-tower-case-z1-iceberg-black,MicroATX Mid Tower,Black,,Tempered Glass,38.5,2
Corsair 2000D AIRFLOW,119.99,https://pcpartpicker.com/product/3gn9TW/corsair-2000d-airflow-mini-itx-tower-case-cc-9011244-ww,Mini ITX Tower,Black,,Mesh,24.8,0
Lian Li LANCOOL 205M MESH,94.99,https://pcpartpicker.com/product/yxytt6/lian-li-lancool-205m-mesh-microatx-mini-tower-case-g99oe744mx10am,MicroATX Mini Tower,Black,,Tempered Glass,33.8,2
Lian Li LANCOOL 215,89.99,https://pcpartpicker.com/product/YCH8TW/lian-li-lancool-215-atx-mid-tower-case-lancool-215-black,ATX Mid Tower,Black,,Tempered Glass,,2
HYTE Y40,119.99,https://pcpartpicker.com/product/2djBD3/hyte-y40-atx-mid-tower-case-cs-hyte-y40-b,ATX Mid Tower,Black,,Tempered Glass,49.7,1
Corsair iCUE 7000X RGB,339.99,https://pcpartpicker.com/product/CRzhP6/corsair-icue-7000x-rgb-atx-mid-tower-case-cc-9011226-ww,ATX Full Tower,Black,,Tempered Glass,81.8,6
Aerocool CS-106,,https://pcpartpicker.com/product/m3wmP6/aerocool-cs-106-microatx-mini-tower-case-cs-106-s-bk-v1,MicroATX Mini Tower,Black,,,23.9,1
